position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,,"Jul 1, 2018",Lukasz Fabianski,"1,90m",29692,['Poland'],€5.00m,: Ablöse €8.00m,34,"Apr 18, 1985",West Ham United
Goalkeeper,right,,"Jul 1, 2013",Adrián,"1,90m",71271,['Spain'],€3.50m,Real Betis Balompié,32,"Jan 3, 1987",Real Betis Balompié
Centre-Back,right,,"Jul 1, 2018",Issa Diop,"1,94m",272622,"['France', 'Senegal']",€35.00m,FC Toulouse,22,"Jan 9, 1997",Fulham FC
Centre-Back,right,,"Jul 14, 2018",Fabián Balbuena,"1,89m",285548,['Paraguay'],€12.00m,Sport Club Corinthians Paulista,27,"Aug 23, 1991",Dynamo Moscow
Centre-Back,left,,"Jul 10, 2015",Angelo Ogbonna,"1,91m",48002,"['Italy', 'Nigeria']",€8.00m,: Ablöse €11.00m,31,"May 23, 1988",Watford FC
Centre-Back,right,,"Aug 5, 2010",Winston Reid,"1,91m",37526,"['New Zealand', 'Denmark']",€5.00m,FC Midtjylland,30,"Jul 3, 1988",Retired
Centre-Back,right,Fitness - Return unknown,"Jul 1, 2015",Reece Oxford,"1,90m",314295,"['England', 'Jamaica']",€4.00m,: Ablöse -,20,"Dec 16, 1998",FC Augsburg
Left-Back,left,,"Jul 3, 2014",Aaron Cresswell,"1,70m",92571,['England'],€10.00m,Ipswich Town,29,"Dec 15, 1989",West Ham United
Left-Back,left,,"Aug 8, 2016",Arthur Masuaku,"1,79m",181380,"['DR Congo', 'France']",€7.00m,: Ablöse €7.10m,25,"Nov 7, 1993",Besiktas JK
Right-Back,right,Calf injury - Return unknown,"Jul 1, 2018",Ryan Fredericks,"1,81m",140191,"['England', 'Scotland']",€5.00m,Fulham FC,26,"Oct 10, 1992",Without Club
Right-Back,right,,"Jan 20, 2016",Sam Byram,"1,83m",236953,['England'],€3.50m,Leeds United,25,"Sep 16, 1993",Leeds United
Right-Back,right,,"Jul 1, 2017",Pablo Zabaleta,"1,76m",20007,"['Argentina', 'Spain']",€3.50m,Manchester City,34,"Jan 16, 1985",Retired
Right-Back,right,,"Jul 1, 2020",Ben Johnson,"1,84m",468002,['England'],,West Ham United U21,19,"Jan 24, 2000",Ipswich Town
Defensive Midfield,right,,"Jul 1, 2017",Declan Rice,"1,88m",357662,"['England', 'Ireland']",€45.00m,West Ham United U21,20,"Jan 14, 1999",Arsenal FC
