position,foot,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,"Jul 1, 2003",Tim Howard,"1,91m",4267,"['United States', 'Hungary']",€3.00m,: Ablöse €3.20m,26,"Mar 6, 1979",Retired
Goalkeeper,right,"Jul 27, 2001",Roy Carroll,"1,89m",3534,['Northern Ireland'],€2.50m,Wigan Athletic,27,"Sep 30, 1977",Retired
Goalkeeper,right,"Sep 1, 2001",Luke Steele,"1,88m",3539,['England'],€1.50m,Peterborough United,20,"Sep 24, 1984",Peterborough Sports
Goalkeeper,left,"Jul 1, 2002",Ricardo,"1,87m",3535,['Spain'],€1.00m,: Ablöse €2.23m,33,"Dec 30, 1971",Retired
Centre-Back,right,"Jul 22, 2002",Rio Ferdinand,"1,89m",3235,['England'],€29.50m,Leeds United,26,"Nov 7, 1978",Retired
Centre-Back,left,"Jul 1, 2004",Gabriel Heinze,"1,79m",5555,"['Argentina', 'Italy']",€14.50m,: Ablöse €10.00m,27,"Apr 19, 1978",Retired
Centre-Back,right,"Jul 1, 2001",John O'Shea,"1,92m",3540,['Ireland'],€5.00m,Manchester United Reserves,24,"Apr 30, 1981",Retired
Centre-Back,right,"Jul 1, 1996",Wes Brown,"1,85m",3405,['England'],€4.50m,Manchester United U18,25,"Oct 13, 1979",Retired
Centre-Back,right,"Jul 1, 2004",Gerard Piqué,"1,94m",18944,['Spain'],€2.30m,FC Barcelona U19,18,"Feb 2, 1987",Retired
Centre-Back,right,"Jul 1, 2004",Jonathan Spector,"1,83m",24637,"['United States', 'Germany']",€1.25m,Manchester United U18,19,"Mar 1, 1986",Retired
Centre-Back,right,,Paul McShane,"1,83m",24636,['Ireland'],€100k,,19,"Jan 6, 1986",Retired
Left-Back,,"Sep 10, 1999",Mikaël Silvestre,,3393,"['France', 'Guadeloupe']",€7.50m,: Ablöse €5.70m,27,"Aug 9, 1977",Retired
Left-Back,left,"Jan 1, 2000",Quinton Fortune,"1,82m",3541,"['South Africa', 'England']",€3.00m,: Ablöse €2.25m,28,"May 21, 1977",Retired
Left-Back,left,"Jul 1, 2001",Kieran Richardson,"1,77m",3548,['England'],€500k,: Ablöse free transfer,20,"Oct 21, 1984",Retired
