position,foot,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,"Nov 1, 1997",Jussi Jääskeläinen,"1,91m",3692,['Finland'],€5.50m,: Ablöse €150k,30,"Apr 19, 1975",Retired
Goalkeeper,,"Oct 26, 2001",Kevin Poole,"1,78m",16832,['England'],€50k,: Ablöse free transfer,41,"Jul 21, 1963",Retired
Goalkeeper,right,"Aug 31, 2004",Andy Oakes,"1,87m",13480,['England'],€50k,: Ablöse free transfer,28,"Jan 11, 1977",Retired
Centre-Back,right,"Jul 1, 2004",Júlio César,"1,85m",2943,"['Brazil', 'Spain']",€3.50m,: Ablöse free transfer,26,"Nov 18, 1978",Retired
Centre-Back,right,"Aug 31, 2001",Bruno N'Gotty,"1,85m",3964,"['France', 'Cameroon']",€3.10m,: Ablöse €750k,34,"Jun 10, 1971",Retired
Centre-Back,both,"Jul 1, 2004",Radhi Jaïdi,"1,92m",19310,"['Tunisia', 'England']",€1.85m,: Ablöse free transfer,29,"Aug 30, 1975",Retired
Centre-Back,right,"Jul 1, 2003",Florent Laville,"1,85m",3888,['France'],€1.50m,: Ablöse €750k,31,"Aug 7, 1973",Retired
Centre-Back,right,"Jul 29, 2004",Tal Ben Haim,"1,83m",20714,['Israel'],€500k,: Ablöse €225k,23,"Mar 31, 1982",Retired
Centre-Back,right,"Jul 1, 2003",Charlie Comyn-Platt,"1,88m",25382,['England'],€50k,Bolton Wanderers U18,19,"Oct 2, 1985",Retired
Centre-Back,right,"Jul 28, 2004",Fernando Hierro,"1,87m",7513,['Spain'],,: Ablöse free transfer,37,"Mar 23, 1968",Retired
Left-Back,both,"Jan 31, 2005",Vincent Candela,"1,80m",5939,['France'],€4.00m,: Ablöse free transfer,31,"Oct 24, 1973",Retired
Left-Back,,"Jul 1, 1998",Ricardo Gardner,,6264,['Jamaica'],€1.20m,Harbour View FC,26,"Sep 25, 1978",Retired
Left-Back,,"Jul 1, 2000",Anthony Barness,"1,78m",3288,['England'],€1.13m,Charlton Athletic,32,"Feb 25, 1973",Retired
Left-Back,left,,Jason Talbot,"1,73m",25380,['England'],€50k,,19,"Sep 30, 1985",Retired
Right-Back,right,"Aug 1, 2003",Nicky Hunt,"1,91m",16835,['England'],€950k,Bolton Wanderers U23,21,"Sep 3, 1983",Retired
Right-Back,right,"Jul 1, 2005",Joey O'Brien,"1,80m",34672,['Ireland'],,Bolton Wanderers U18,19,"Feb 17, 1986",Retired
Defensive Midfield,right,"Jul 1, 2003",Iván Campo,"1,85m",3274,['Spain'],€3.00m,Real Madrid,31,"Feb 21, 1974",Retired
Central Midfield,,"Jul 1, 2004",Gary Speed,,3459,['Wales'],€1.00m,Newcastle United,35,"Sep 8, 1969",---
Right Midfield,right,"Jul 1, 2003",Ricky Shakes,"1,78m",28939,"['Guyana', 'England']",€50k,Bolton Wanderers U18,20,"Jan 25, 1985",Retired
Attacking Midfield,,"Jul 1, 2002",Jay-Jay Okocha,,3708,"['Nigeria', 'Türkiye']",€12.00m,: Ablöse free transfer,31,"Aug 14, 1973",Retired
Attacking Midfield,right,"Jul 1, 1999",Kevin Nolan,"1,83m",3950,['England'],€3.75m,Bolton Wanderers U18,23,"Jun 24, 1982",Retired
Attacking Midfield,right,"Jul 1, 2004",Blessing Kaku,"1,80m",22544,['Nigeria'],€800k,FC Ashdod,27,"Mar 5, 1978",Retired
Left Winger,left,"Jan 1, 2005",Khalilou Fadiga,"1,83m",3887,"['Senegal', 'Belgium']",€2.80m,Without Club,30,"Dec 30, 1974",Retired
Right Winger,right,"Jul 1, 2003",Stelios Giannakopoulos,"1,72m",4254,['Greece'],€2.50m,: Ablöse free transfer,30,"Jul 12, 1974",Retired
Right Winger,right,"Jul 1, 2004",Ricardo Vaz Tê,"1,88m",9413,"['Portugal', 'Guinea-Bissau']",€500k,Bolton Wanderers U18,18,"Oct 1, 1986",Retired
Centre-Forward,right,"Jul 1, 2005",El-Hadji Diouf,"1,80m",3604,"['Senegal', 'France']",€6.50m,: Ablöse €4.80m,24,"Jan 15, 1981",Retired
Centre-Forward,right,"Jul 23, 2003",Kevin Davies,"1,83m",4114,['England'],€4.50m,Southampton FC,28,"Mar 26, 1977",Retired
Centre-Forward,right,"Jul 1, 2001",Henrik Pedersen,"1,85m",3947,['Denmark'],€2.00m,Silkeborg IF,30,"Jun 10, 1975",Retired
Centre-Forward,right,"Jul 5, 2004",Les Ferdinand,"1,80m",3645,"['England', 'St. Lucia']",€750k,: Ablöse free transfer,38,"Dec 8, 1966",Retired
