position,foot,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,"Jul 1, 2003",Thomas Sörensen,"1,96m",3473,['Denmark'],€6.50m,Sunderland AFC,29,"Jun 12, 1976",Retired
Goalkeeper,,"Jul 1, 2002",Stefan Postma,"2,01m",3714,['Netherlands'],€1.50m,: Ablöse €2.23m,28,"Oct 6, 1976",Retired
Goalkeeper,right,"Jul 1, 2001",Wayne Henderson,"1,86m",3718,['Ireland'],€50k,Cherry Orchard FC,21,"Sep 16, 1983",Retired
Centre-Back,right,"Jul 18, 2001",Olof Mellberg,"1,87m",3098,['Sweden'],€7.25m,Racing Santander,27,"Sep 3, 1977",Retired
Centre-Back,left,"Jul 1, 2004",Martin Laursen,"1,90m",3503,['Denmark'],€6.00m,AC Milan,27,"Jul 26, 1977",Retired
Centre-Back,right,"Jul 1, 2005",Aaron Hughes,"1,83m",3580,['Northern Ireland'],€3.50m,Newcastle United,25,"Nov 8, 1979",Retired
Centre-Back,right,"Jul 1, 2004",Vaclav Drobny,"1,91m",5612,['Czech Republic'],€1.75m,: Ablöse free transfer,24,"Sep 9, 1980",---
Centre-Back,both,"Jan 1, 2003",Liam Ridgewell,"1,88m",4070,['England'],€1.00m,: Ablöse -,20,"Jul 21, 1984",Retired
Right-Back,right,"Jul 27, 2002",Ulises de la Cruz,"1,80m",3842,"['Ecuador', 'England']",€3.00m,Hibernian FC,31,"Feb 8, 1974",Retired
Right-Back,right,"Mar 9, 1999",Mark Delaney,"1,85m",3841,['Wales'],€1.83m,: Ablöse €375k,29,"May 13, 1976",Retired
Defensive Midfield,right,"Jan 31, 2005",Eric Djemba Djemba,"1,77m",5509,"['Cameroon', 'France']",€4.50m,Manchester United,24,"May 4, 1981",Retired
Defensive Midfield,left,"Jul 1, 1998",Gareth Barry,"1,84m",3291,['England'],€4.25m,: Ablöse -,24,"Feb 23, 1981",Unknown
Defensive Midfield,left,"Jul 1, 1998",Jlloyd Samuel,"1,80m",4067,"['Trinidad and Tobago', 'England']",€3.75m,: Ablöse -,24,"Mar 29, 1981",---
Defensive Midfield,left,"Jul 1, 2004",Mathieu Berson,"1,80m",5508,['France'],€3.50m,: Ablöse €2.30m,25,"Feb 23, 1980",Retired
Central Midfield,left,"Jul 1, 2000",Thomas Hitzlsperger,"1,84m",1573,['Germany'],€4.00m,: Ablöse free transfer,23,"Apr 5, 1982",Retired
Central Midfield,left,"Jul 1, 2003",Gavin McCann,"1,80m",4136,['England'],€3.50m,Sunderland AFC,27,"Jan 10, 1978",Retired
Central Midfield,right,"Jul 1, 1994",Lee Hendrie,"1,68m",4069,['England'],€2.75m,: Ablöse -,28,"May 18, 1977",Retired
Central Midfield,left,"Jul 1, 2002",Peter Whittingham,"1,77m",3762,['England'],€1.00m,: Ablöse -,20,"Sep 8, 1984",---
Central Midfield,right,"Jul 1, 2004",Steven Davis,"1,72m",28973,['Northern Ireland'],€500k,: Ablöse -,20,"Jan 1, 1985",Retired
Right Midfield,right,"Jan 1, 2004",Nolberto Solano,"1,76m",3460,['Peru'],€5.00m,Newcastle United,30,"Dec 12, 1974",Retired
Right Midfield,right,"Jul 1, 2000",Stephen Cooke,"1,73m",4074,['England'],€50k,: Ablöse -,22,"Feb 15, 1983",Retired
Centre-Forward,both,"Jan 1, 2001",Juan Pablo Ángel,"1,85m",3278,['Colombia'],€9.00m,: Ablöse €14.40m,29,"Oct 24, 1975",Retired
Centre-Forward,right,"Jul 1, 1998",Darius Vassell,"1,71m",3236,"['England', 'Jamaica']",€5.75m,: Ablöse -,25,"Jun 13, 1980",Retired
Centre-Forward,right,"Jul 11, 2004",Carlton Cole,"1,91m",3179,"['England', 'Sierra Leone']",€3.50m,: Ablöse free transfer,21,"Oct 12, 1983",Retired
Centre-Forward,right,"Jul 1, 2002",Stefan Moore,"1,78m",4076,['England'],€400k,: Ablöse -,21,"Sep 28, 1983",Retired
Centre-Forward,,"Jul 1, 2003",Luke Moore,"1,80m",4075,"['England', 'Jamaica']",€350k,: Ablöse -,19,"Feb 13, 1986",Retired
