position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,,,"Feb 21, 1997",Mark Schwarzer,,3357,"['Australia', 'Germany']",€4.20m,Bradford City,32,"Oct 6, 1972",Retired
Goalkeeper,right,,"Nov 1, 2003",Carlo Nash,"1,97m",3804,['England'],€350k,: Ablöse free transfer,31,"Sep 13, 1973",Retired
Goalkeeper,left,,"Jul 1, 2000",Brad Jones,"1,94m",4042,"['Australia', 'England']",€250k,Middlesbrough FC U18,23,"Mar 19, 1982",Retired
Goalkeeper,right,,"Jul 1, 2003",Ross Turnbull,"1,93m",29159,['England'],€50k,Middlesbrough FC U18,20,"Jan 4, 1985",Retired
Centre-Back,right,,"Oct 20, 2000",Ugo Ehiogu,"1,92m",3247,"['England', 'Nigeria']",€5.50m,: Ablöse €12.20m,32,"Nov 3, 1972",---
Centre-Back,right,,"Jul 1, 2001",Gareth Southgate,"1,83m",3744,['England'],€5.00m,: Ablöse €9.75m,34,"Sep 3, 1970",Retired
Centre-Back,right,,"Jan 1, 2003",Chris Riggott,"1,83m",3782,['England'],€2.30m,: Ablöse €2.23m,24,"Sep 1, 1980",Retired
Centre-Back,right,,"Mar 1, 2011",Andrew Davies,"1,90m",3869,['England'],€500k,Stoke City,20,"Dec 17, 1984",Retired
Centre-Back,right,,"Jul 1, 2004",Matthew Bates,"1,78m",29149,['England'],€50k,Middlesbrough FC U18,18,"Dec 10, 1986",Retired
Centre-Back,right,,"Jan 1, 2006",David Wheater,"1,96m",29199,['England'],€50k,Middlesbrough FC U18,18,"Feb 14, 1987",Retired
Left-Back,left,,"Jul 1, 2002",Franck Queudrue,"1,83m",3711,['France'],€4.50m,: Ablöse €3.75m,26,"Aug 27, 1978",Retired
Left-Back,left,,"Jul 1, 1998",Colin Cooper,"1,82m",3867,['England'],€75k,: Ablöse €3.75m,38,"Feb 28, 1967",Retired
Left-Back,left,,"Jul 1, 2005",Andrew Taylor,"1,78m",29158,['England'],€50k,Middlesbrough FC U18,18,"Aug 1, 1986",Retired
Right-Back,right,,"Jul 6, 2004",Michael Reiziger,"1,76m",4375,"['Netherlands', 'Suriname']",€5.75m,FC Barcelona,32,"May 3, 1973",Retired
Right-Back,right,,"Jul 2, 2012",Stuart Parnaby,"1,78m",3866,['England'],€250k,: Ablöse free transfer,22,"Jul 19, 1982",Retired
Right-Back,right,,"Jul 1, 2004",Tony McMahon,"1,80m",29154,['England'],€50k,Middlesbrough FC U18,19,"Mar 24, 1986",Retired
Defensive Midfield,right,,"Aug 1, 2002",George Boateng,"1,76m",3358,"['Netherlands', 'Ghana']",€7.00m,: Ablöse €6.90m,29,"Sep 5, 1975",Retired
Defensive Midfield,right,,"Aug 1, 2003",Doriva,"1,75m",3814,"['Brazil', 'Italy']",€1.75m,Celta de Vigo,33,"May 28, 1972",Retired
Central Midfield,right,,"Jul 23, 2004",Ray Parlour,"1,78m",3208,['England'],€5.25m,: Ablöse free transfer,32,"Mar 7, 1973",Retired
Central Midfield,right,,"Aug 4, 2001",Mark Wilson,"1,83m",3327,['England'],€1.75m,Manchester United,26,"Feb 9, 1979",Retired
Central Midfield,right,,"Jul 1, 2004",James Morrison,"1,83m",27614,"['Scotland', 'England']",€750k,Middlesbrough FC U18,19,"May 25, 1986",Retired
Central Midfield,right,,"Jul 1, 2005",Jason Kennedy,"1,85m",29423,['England'],€50k,Middlesbrough FC U18,18,"Sep 11, 1986",Redcar Athletic
Right Midfield,right,,"Jul 1, 2004",Gaizka Mendieta,"1,73m",7603,['Spain'],€6.75m,: Ablöse free transfer,31,"Mar 27, 1974",Retired
Left Midfield,left,,"Jul 16, 2015",Stewart Downing,"1,80m",4063,['England'],€4.00m,: Ablöse €7.90m,20,"Jul 22, 1984",Retired
Left Winger,left,,"Jul 31, 2004",Boudewijn Zenden,"1,74m",3173,['Netherlands'],€5.50m,: Ablöse free transfer,28,"Aug 15, 1976",Retired
Right Winger,left,Suspended -  - cross-competition,"Jul 1, 2005",Adam Johnson,"1,82m",31579,['England'],,Middlesbrough FC U18,17,"Jul 14, 1987",Retired
Second Striker,right,,"Jul 1, 2001",Szilárd Németh,"1,78m",3863,['Slovakia'],€5.25m,: Ablöse €6.75m,27,"Aug 8, 1977",Retired
Centre-Forward,both,,"Jul 1, 2004",Mark Viduka,"1,88m",3242,"['Australia', 'Croatia']",€8.00m,Leeds United,29,"Oct 9, 1975",Retired
Centre-Forward,right,,"Jul 9, 2004",Jimmy Floyd Hasselbaink,"1,78m",3175,"['Netherlands', 'Suriname']",€6.80m,: Ablöse free transfer,33,"Mar 27, 1972",Retired
Centre-Forward,right,,"Jul 1, 2002",Massimo Maccarone,"1,80m",3713,['Italy'],€6.50m,: Ablöse €9.05m,25,"Sep 6, 1979",Retired
Centre-Forward,right,,"Jul 1, 2003",Malcolm Christie,"1,84m",3790,['England'],€4.00m,: Ablöse €4.50m,26,"Apr 11, 1979",Retired
Centre-Forward,right,,"Jul 1, 2000",Joseph-Désiré Job,"1,78m",3650,"['Cameroon', 'France']",€2.75m,: Ablöse €4.50m,27,"Dec 1, 1977",Retired
Centre-Forward,right,,"Jan 31, 2014",Danny Graham,"1,83m",29152,['England'],€400k,Sunderland AFC,19,"Aug 12, 1985",Retired
