position,foot,joinedOn,name,height,id,nationality,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,,"Jul 1, 1999",David James,,3646,"['England', 'Jamaica']",: Ablöse €2.40m,29,"Aug 1, 1970",Retired
Goalkeeper,,"Jul 1, 1990",Michael Oakes,"1,88m",4237,['England'],: Ablöse -,26,"Oct 30, 1973",Retired
Goalkeeper,,"Nov 1, 1999",Neil Cutler,"1,93m",13563,['England'],Chester City (- 2010),23,"Sep 3, 1976",Retired
Goalkeeper,right,"Jan 1, 1999",Peter Enckelman,"1,88m",3719,['Finland'],Turun Palloseura,23,"Mar 10, 1977",Retired
Centre-Back,right,"Jul 1, 1995",Gareth Southgate,"1,83m",3744,['England'],: Ablöse €3.75m,29,"Sep 3, 1970",Retired
Centre-Back,right,"Jul 12, 1991",Ugo Ehiogu,"1,92m",3247,"['England', 'Nigeria']",: Ablöse €60k,27,"Nov 3, 1972",---
Centre-Back,right,"Mar 1, 1999",Colin Calderwood,"1,83m",103641,['Scotland'],: Ablöse €330k,35,"Jan 20, 1965",Retired
Left-Back,left,"Mar 1, 1995",Alan Wright,"1,63m",3331,['England'],Blackburn Rovers,28,"Sep 28, 1971",Retired
Left-Back,,"Jul 20, 1999",Najwan Ghrayib,"1,78m",223010,['Israel'],Hapoel Haifa,26,"Jan 30, 1974",Retired
Left-Back,left,"Jul 1, 1996",Tommy Jaszczun,"1,77m",98148,['England'],: Ablöse -,22,"Sep 16, 1977",Retired
Left-Back,right,"Jul 1, 1996",Aaron Lescott,"1,68m",22743,['England'],: Ablöse -,21,"Dec 2, 1978",Retired
Right-Back,right,"Oct 1, 1998",Steve Watson,"1,85m",3309,['England'],Newcastle United,26,"Apr 1, 1974",Retired
Right-Back,right,"Mar 9, 1999",Mark Delaney,"1,85m",3841,['Wales'],: Ablöse €375k,24,"May 13, 1976",Retired
Right-Back,right,"Jul 1, 2000",Jonathan Bewers,"1,73m",4073,['England'],: Ablöse -,17,"Sep 10, 1982",Retired
Defensive Midfield,right,"Jul 1, 1999",George Boateng,"1,76m",3358,"['Netherlands', 'Ghana']",Coventry City,24,"Sep 5, 1975",Retired
Defensive Midfield,right,"Jan 1, 1995",Ian Taylor,"1,88m",3667,['England'],: Ablöse €1.50m,32,"Jun 4, 1968",Retired
Defensive Midfield,left,"Jul 1, 1998",Gareth Barry,"1,84m",3291,['England'],: Ablöse -,19,"Feb 23, 1981",Unknown
Defensive Midfield,left,"Jul 1, 1998",Jlloyd Samuel,"1,80m",4067,"['Trinidad and Tobago', 'England']",: Ablöse -,19,"Mar 29, 1981",---
Central Midfield,right,"Jul 1, 1995",Mark Draper,"1,77m",3681,['England'],: Ablöse €4.88m,29,"Nov 11, 1970",Retired
Central Midfield,right,"Jul 1, 1994",Lee Hendrie,"1,68m",4069,['England'],: Ablöse -,23,"May 18, 1977",Retired
Central Midfield,right,"Jul 1, 1998",Michael Standing,"1,78m",13610,['England'],: Ablöse -,19,"Mar 20, 1981",Retired
Right Midfield,,"Sep 8, 1998",Paul Merson,,3250,['England'],: Ablöse €6.75m,32,"Mar 20, 1968",Retired
Right Midfield,right,"Mar 1, 1999",Steve Stone,"1,75m",3364,['England'],: Ablöse €8.00m,28,"Aug 20, 1971",Retired
Left Midfield,left,"Jul 1, 1998",Alan Thompson,"1,83m",3485,['England'],: Ablöse €7.20m,26,"Dec 22, 1973",Retired
Left Midfield,left,"Jul 1, 1999",John McGrath,"1,78m",42683,['Ireland'],: Ablöse -,20,"Mar 27, 1980",Retired
Second Striker,right,"Jul 1, 1999",Benny Carbone,"1,68m",3389,['Italy'],: Ablöse €300k,28,"Aug 14, 1971",Retired
Centre-Forward,right,"Nov 5, 1998",Dion Dublin,"1,88m",3763,['England'],Coventry City,31,"Apr 22, 1969",Retired
Centre-Forward,right,"Jul 1, 1996",Julian Joachim,"1,67m",10027,"['England', 'St. Vincent & Grenadinen']",: Ablöse €2.10m,25,"Sep 20, 1974",Retired
Centre-Forward,,"Apr 1, 1999",Neil Tarrant,"1,80m",210156,"['Scotland', 'England']",Ross County FC,21,"Jun 24, 1979",Retired
Centre-Forward,right,"Jul 1, 1995",Richard Walker,"1,82m",16103,['England'],: Ablöse -,22,"Nov 8, 1977",Retired
Centre-Forward,right,"Jul 1, 1997",Darren Byfield,"1,80m",13658,"['Jamaica', 'England']",: Ablöse -,23,"Sep 29, 1976",Retired
Centre-Forward,right,"Jul 1, 1998",Darius Vassell,"1,71m",3236,"['England', 'Jamaica']",: Ablöse -,20,"Jun 13, 1980",Retired
Centre-Forward,,"Jul 1, 2000",Gustavo Bartelt,,55907,['Argentina'],: Ablöse ?,25,"Sep 2, 1974",Retired
Centre-Forward,right,"Jul 1, 1997",Stan Collymore,"1,88m",106811,['England'],: Ablöse €10.50m,29,"Jan 22, 1971",Retired
