position,foot,joinedOn,name,height,id,nationality,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,,"Nov 1, 1996",Les Sealey,"1,85m",176019,['England'],Leyton Orient,42,"Sep 29, 1957",---
Goalkeeper,right,"Jul 1, 2005",Shaka Hislop,"1,98m",4175,"['Trinidad and Tobago', 'England']",: Ablöse free transfer,31,"Feb 22, 1969",Retired
Goalkeeper,right,"Jul 1, 1997",Craig Forrest,"1,96m",107807,['Canada'],Ipswich Town,32,"Sep 20, 1967",Retired
Goalkeeper,right,"Feb 24, 2000",Sasa Ilic,"1,93m",4138,"['Serbia', 'Australia']",Charlton Athletic,27,"Jul 18, 1972",Retired
Goalkeeper,right,"Jan 1, 2001",Ian Feuer,"2,01m",141044,['United States'],: Ablöse free transfer,29,"May 20, 1971",Retired
Goalkeeper,right,"Feb 20, 1998",Stephen Bywater,"1,89m",3873,['England'],Rochdale AFC,19,"Jun 7, 1981",Retired
Centre-Back,right,"Jul 1, 1999",Terrell Forbes,"1,83m",13725,['England'],: Ablöse -,18,"Aug 17, 1981",Retired
Centre-Back,right,"Jul 1, 1996",Chris Coyne,"1,85m",33487,['Australia'],: Ablöse -,21,"Dec 20, 1978",Retired
Centre-Back,left,"Jul 1, 1999",Stevland Angus,"1,83m",47947,"['England', 'Jamaica']",: Ablöse -,19,"Sep 16, 1980",Retired
Centre-Back,right,"Jul 1, 1999",Igor Stimac,"1,88m",103812,['Croatia'],: Ablöse €700k,32,"Sep 6, 1967",Retired
Centre-Back,left,"Jul 30, 1998",Neil Ruddock,"1,88m",3487,['England'],: Ablöse €350k,32,"May 9, 1968",Retired
Centre-Back,right,"Nov 1, 1995",Rio Ferdinand,"1,89m",3235,['England'],: Ablöse -,21,"Nov 7, 1978",Retired
Centre-Back,right,"Jul 1, 1997",Ian Pearce,"1,85m",3879,['England'],Blackburn Rovers,26,"May 7, 1974",Retired
Centre-Back,right,"Jul 1, 1998",Javier Margas,"1,87m",133852,['Chile'],CD Universidad Católica,31,"May 10, 1969",Retired
Left-Back,left,"Jul 1, 1999",Stuart Pearce,"1,78m",101317,['England'],Newcastle United,38,"Apr 24, 1962",Retired
Left-Back,left,"Jan 14, 1999",Scott Minto,"1,78m",3884,['England'],: Ablöse €1.50m,28,"Aug 6, 1971",Retired
Left-Back,left,"Jul 1, 1999",Shaun Byrne,"1,75m",3882,['Ireland'],: Ablöse -,19,"Jan 21, 1981",Unknown
Right-Back,right,"Oct 5, 1999",Gary Charles,"1,75m",106810,['England'],SL Benfica,30,"Apr 13, 1970",Retired
Right-Back,right,"Jul 1, 1999",Rob Jones,"1,73m",107200,"['England', 'Wales']",: Ablöse free transfer,28,"Nov 5, 1971",Retired
Right-Back,right,"Jan 1, 1985",Steve Potts,"1,70m",107819,"['United States', 'England']",: Ablöse -,33,"May 7, 1967",Retired
Right-Back,right,,Adam Newton,"1,73m",49712,"['St. Kitts & Nevis', 'England']",,19,"Dec 4, 1980",Retired
Defensive Midfield,right,"Jan 1, 1999",Marc-Vivien Foé,"1,88m",3889,"['Cameroon', 'France']",: Ablöse €6.00m,25,"May 1, 1975",---
Defensive Midfield,both,"Jul 1, 1998",Stephen Purches,"1,80m",48077,['England'],: Ablöse -,20,"Jan 14, 1980",Retired
Defensive Midfield,right,"Jul 1, 1999",Michael Carrick,"1,89m",3878,['England'],: Ablöse -,18,"Jul 28, 1981",Retired
Central Midfield,,"Mar 1, 1997",Steve Lomas,,3801,"['Northern Ireland', 'Germany']",: Ablöse €2.40m,26,"Jan 18, 1974",Retired
Central Midfield,right,"Jul 1, 1995",Frank Lampard,"1,84m",3163,['England'],: Ablöse -,22,"Jun 20, 1978",Retired
Right Midfield,right,"Jul 1, 1998",Marc Keller,"1,81m",131608,['France'],: Ablöse free transfer,32,"Jan 14, 1968",Retired
Left Midfield,left,"Jul 1, 1996",Stan Lazaridis,"1,75m",3747,"['Australia', 'Greece']",West Adelaide SC,27,"Aug 16, 1972",Retired
Attacking Midfield,right,"Jul 1, 1994",John Moncur,"1,70m",3696,['England'],Swindon Town,33,"Sep 22, 1966",Retired
Attacking Midfield,right,"Jan 4, 2013",Joe Cole,"1,76m",3876,['England'],: Ablöse free transfer,18,"Nov 8, 1981",Retired
Left Winger,right,"Jan 1, 1998",Trevor Sinclair,"1,78m",3253,['England'],: Ablöse €3.05m,27,"Mar 2, 1973",Retired
Centre-Forward,left,"Jul 1, 1995",Manny Omoyinmi,"1,67m",13254,"['Nigeria', 'England']",: Ablöse -,22,"Dec 28, 1977",Retired
Centre-Forward,right,"Oct 28, 1997",Samassi Abou,"1,86m",107822,"['France', ""Cote d'Ivoire""]",: Ablöse €375k,27,"Apr 4, 1973",Retired
Centre-Forward,,"Feb 1, 1997",Paul Kitson,"1,80m",107813,['England'],Newcastle United,29,"Jan 9, 1971",Retired
Centre-Forward,,"Jan 1, 1999",Paolo Di Canio,,3699,['Italy'],: Ablöse €2.23m,31,"Jul 9, 1968",Retired
Centre-Forward,right,"Jul 1, 1999",Paulo Wanchope,"1,93m",3230,"['Costa Rica', 'England']",: Ablöse €5.35m,23,"Jul 31, 1976",Retired
Centre-Forward,right,"Jul 1, 2000",Frédéric Kanouté,"1,92m",3700,"['Mali', 'France']",: Ablöse €5.63m,22,"Sep 2, 1977",Retired
Centre-Forward,right,"Jul 13, 1998",Ian Wright,"1,75m",104637,['England'],: Ablöse €750k,36,"Nov 3, 1963",Retired
