position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,,"Jul 1, 2014",Lukasz Fabianski,"1,90m",29692,['Poland'],€9.00m,Arsenal FC,32,"Apr 18, 1985",West Ham United
Goalkeeper,right,,"Jul 1, 2015",Kristoffer Nordfeldt,"1,90m",75890,['Sweden'],€1.50m,: Ablöse €850k,28,"Jun 23, 1989",AIK
Goalkeeper,both,,"Jul 18, 2016",Mark Birighitti,"1,89m",80702,"['Australia', 'Italy']",€1.00m,Newcastle United Jets,26,"Apr 17, 1991",Without Club
Goalkeeper,,,"Aug 1, 2011",Gerhard Tremmel,,488,['Germany'],€250k,: Ablöse free transfer,38,"Nov 16, 1978",Retired
Centre-Back,right,,"Aug 20, 2014",Federico Fernández,"1,89m",85475,"['Argentina', 'Italy']",€9.00m,: Ablöse €10.00m,28,"Feb 21, 1989",Club Estudiantes de La Plata
Centre-Back,right,,"Aug 30, 2016",Alfie Mawson,"1,89m",287431,['England'],€6.00m,Barnsley FC,23,"Jan 19, 1994",Retired
Centre-Back,right,,"Aug 17, 2012",Kyle Bartley,"1,94m",67421,"['England', 'Jamaica']",€3.50m,Arsenal FC U21,26,"May 22, 1991",West Bromwich Albion
Centre-Back,right,Ankle injury - Return unknown,"Jul 1, 2013",Jordi Amat,"1,85m",85289,"['Indonesia', 'Spain']",€2.50m,RCD Espanyol Barcelona,25,"Mar 21, 1992",Johor Darul Ta'zim
Centre-Back,right,,"Jul 6, 2016",Mike van der Hoorn,"1,90m",187105,['Netherlands'],€2.00m,Ajax Amsterdam,24,"Oct 15, 1992",FC Utrecht
Left-Back,left,,"Jul 1, 2010",Neil Taylor,"1,76m",67416,"['Wales', 'India']",€6.00m,Wrexham AFC,28,"Feb 7, 1989",Retired
Left-Back,left,,"Jan 17, 2017",Martin Olsson,"1,78m",38073,['Sweden'],€5.00m,: Ablöse €4.60m,29,"May 17, 1988",Malmö FF
Left-Back,left,,"Jul 1, 2015",Franck Tabanou,"1,78m",66413,['France'],€2.00m,: Ablöse €4.90m,28,"Jan 30, 1989",Without Club
Left-Back,left,,"Jul 1, 2014",Stephen Kingsley,"1,78m",184398,['Scotland'],€750k,Falkirk FC,22,"Jul 23, 1994",Heart of Midlothian FC
Right-Back,right,,"Jan 22, 2015",Kyle Naughton,"1,81m",66219,"['England', 'Ireland']",€5.00m,Tottenham Hotspur,28,"Nov 17, 1988",Swansea City
Right-Back,right,,"Jul 1, 2007",Ángel Rangel,"1,88m",66550,['Spain'],€1.00m,Terrassa FC,34,"Nov 28, 1982",Retired
Right-Back,right,,"Jul 1, 2017",Connor Roberts,"1,75m",214666,['Wales'],€250k,: Ablöse -,21,"Sep 23, 1995",Burnley FC
