position,foot,status,joinedOn,name,height,id,nationality,marketValue,joined,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,,"Jul 1, 2006",Joe Hart,"1,96m",40204,['England'],€13.00m,,: Ablöse €900k,30,"Apr 19, 1987",Retired
Goalkeeper,right,,"Aug 25, 2016",Claudio Bravo,"1,84m",40423,"['Chile', 'Spain']",€8.00m,,FC Barcelona,34,"Apr 13, 1983",Retired
Goalkeeper,right,,"Jul 8, 2014",Willy Caballero,"1,86m",19948,"['Argentina', 'Spain']",€1.50m,,Málaga CF,35,"Sep 28, 1981",Retired
Goalkeeper,right,,"Jul 1, 2016",Angus Gunn,"1,96m",201574,"['Scotland', 'England']",€250k,,Manchester City U23,21,"Jan 22, 1996",Norwich City
Centre-Back,right,,"Aug 9, 2016",John Stones,"1,88m",186590,['England'],€35.00m,,Everton FC,23,"May 28, 1994",Manchester City
Centre-Back,right,,"Aug 20, 2015",Nicolás Otamendi,"1,83m",54781,['Argentina'],€30.00m,,Valencia CF,29,"Feb 12, 1988",SL Benfica
Centre-Back,right,,"Aug 22, 2008",Vincent Kompany,"1,90m",9594,"['Belgium', 'DR Congo']",€22.00m,,: Ablöse €8.50m,31,"Apr 10, 1986",Retired
Centre-Back,left,,"Aug 11, 2014",Eliaquim Mangala,"1,87m",90681,"['France', 'Belgium']",€15.00m,,FC Porto,26,"Feb 13, 1991",Estoril Praia
Centre-Back,right,,,Tosin Adarabioyo,"1,96m",258878,"['England', 'Nigeria']",€250k,,,19,"Sep 24, 1997",Chelsea FC
Left-Back,left,,"Jul 24, 2010",Aleksandar Kolarov,"1,87m",46156,['Serbia'],€10.00m,,: Ablöse €23.86m,31,"Nov 10, 1985",Retired
Left-Back,left,,"Jul 4, 2011",Gaël Clichy,"1,76m",7449,"['France', 'Martinique']",€7.00m,,: Ablöse €7.75m,31,"Jul 26, 1985",Retired
Left-Back,left,,"Jul 4, 2016",Oleksandr Zinchenko,"1,75m",203853,['Ukraine'],€4.50m,,: Ablöse €2.25m,20,"Dec 15, 1996",Arsenal FC
Left-Back,left,,"Jul 3, 2019",Angeliño,"1,71m",277179,['Spain'],€500k,,: Ablöse €12.00m,20,"Jan 4, 1997",AS Roma
Right-Back,right,,"Jul 1, 2013",Jesús Navas,"1,70m",15956,['Spain'],€12.00m,,Sevilla FC,31,"Nov 21, 1985",Sevilla FC
Right-Back,right,,"Aug 31, 2008",Pablo Zabaleta,"1,76m",20007,"['Argentina', 'Spain']",€7.00m,,RCD Espanyol Barcelona,32,"Jan 16, 1985",Retired
Right-Back,right,,"Jul 1, 2014",Bacary Sagna,"1,76m",26764,"['France', 'Senegal']",€4.00m,,Arsenal FC,34,"Feb 14, 1983",Retired
Right-Back,right,,"Jul 1, 2016",Pablo Maffeo,"1,72m",251876,"['Argentina', 'Spain']",€500k,,Manchester City U23,19,"Jul 12, 1997",RCD Mallorca
Defensive Midfield,right,Knock - Return unknown,"Jul 1, 2013",Fernandinho,"1,79m",26267,['Brazil'],€18.00m,,Shakhtar Donetsk,32,"May 4, 1985",Club Athletico Paranaense
Defensive Midfield,right,Calf injury - Return unknown,"Jul 1, 2014",Fernando,"1,83m",51174,"['Brazil', 'Portugal']",€10.00m,,FC Porto,29,"Jul 25, 1987",Sport Club Internacional
Central Midfield,right,,"Aug 23, 2024",İlkay Gündoğan,"1,80m",53622,['Germany'],€30.00m,"Joined from FC Barcelona; date: Aug 23, 2024; fee: free transfer",FC Barcelona,26,"Oct 24, 1990",Manchester City
Central Midfield,left,,"Jul 17, 2015",Fabian Delph,"1,74m",50362,"['England', 'Guyana']",€8.00m,,: Ablöse €11.50m,27,"Nov 21, 1989",Retired
Central Midfield,right,,"Jul 2, 2010",Yaya Touré,"1,88m",13091,"[""Cote d'Ivoire"", 'England']",€8.00m,,FC Barcelona,34,"May 13, 1983",Retired
Central Midfield,right,,"Jul 1, 2016",Aleix García,"1,73m",261504,['Spain'],€1.00m,,Manchester City U23,20,"Jun 28, 1997",Bayer 04 Leverkusen
Attacking Midfield,right,,"Aug 30, 2015",Kevin De Bruyne,"1,81m",88755,['Belgium'],€65.00m,,VfL Wolfsburg,26,"Jun 28, 1991",Manchester City
Attacking Midfield,left,,"Jul 14, 2010",David Silva,"1,70m",35518,['Spain'],€30.00m,,: Ablöse €28.75m,31,"Jan 8, 1986",Retired
Attacking Midfield,right,,"Aug 24, 2011",Samir Nasri,"1,77m",18935,"['France', 'Algeria']",€16.00m,,: Ablöse €27.50m,30,"Jun 26, 1987",Retired
Attacking Midfield,both,,"Jan 1, 2018",Brahim Díaz,"1,70m",314678,"['Morocco', 'Spain']",,,Manchester City U23,17,"Aug 3, 1999",Real Madrid
Left Winger,right,,"Jul 14, 2015",Raheem Sterling,"1,70m",134425,"['England', 'Jamaica']",€45.00m,,: Ablöse €63.70m,22,"Dec 8, 1994",Arsenal FC
Left Winger,right,,"Jul 1, 2016",Nolito,"1,75m",70934,['Spain'],€12.00m,,Celta de Vigo,30,"Oct 15, 1986",Retired
Right Winger,left,,"Aug 2, 2016",Leroy Sané,"1,83m",192565,"['Germany', 'France']",€35.00m,,FC Schalke 04,21,"Jan 11, 1996",Bayern Munich
Right Winger,left,,"Jul 1, 2017",Phil Foden,"1,71m",406635,['England'],,,Manchester City U18,17,"May 28, 2000",Manchester City
Centre-Forward,right,,"Jul 28, 2011",Sergio Agüero,"1,73m",26399,"['Argentina', 'Spain']",€65.00m,,: Ablöse €40.00m,29,"Jun 2, 1988",Retired
Centre-Forward,right,,"Jan 1, 2017",Gabriel Jesus,"1,75m",363205,['Brazil'],€30.00m,,Sociedade Esportiva Palmeiras,20,"Apr 3, 1997",Arsenal FC
Centre-Forward,right,,"Jan 14, 2015",Wilfried Bony,"1,83m",81808,"[""Cote d'Ivoire"", 'United Kingdom']",€18.00m,,: Ablöse €32.30m,28,"Dec 10, 1988",Without Club
Centre-Forward,left,,"Jul 1, 2015",Kelechi Iheanacho,"1,85m",295330,['Nigeria'],€15.00m,,: Ablöse -,20,"Oct 3, 1996",Sevilla FC
