position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,,"Jul 1, 2015",Artur Boruc,"1,93m",15220,['Poland'],€1.00m,Southampton FC,37,"Feb 20, 1980",Retired
Goalkeeper,right,,"Jul 1, 2015",Adam Federici,"1,88m",4233,"['Australia', 'Italy']",€1.00m,Reading FC,32,"Jan 31, 1985",Retired
Goalkeeper,right,,"Jan 31, 2017",Aaron Ramsdale,"1,90m",427568,['England'],€500k,Sheffield United,19,"May 14, 1998",Southampton FC
Goalkeeper,right,,"Jan 18, 2013",Ryan Allsop,"1,89m",111073,['England'],€250k,Leyton Orient,25,"Jun 17, 1992",Birmingham City
Goalkeeper,right,,,Jordan Holmes,"1,88m",399158,['Australia'],,,20,"May 8, 1997",Western Sydney Wanderers
Centre-Back,left,,"Jul 1, 2017",Nathan Aké,"1,80m",177476,"['Netherlands', ""Cote d'Ivoire""]",€8.00m,Chelsea FC,22,"Feb 18, 1995",Manchester City
Centre-Back,right,,"Jan 3, 2012",Steve Cook,"1,85m",90836,['England'],€5.00m,Brighton & Hove Albion,26,"Apr 19, 1991",Queens Park Rangers
Centre-Back,left,Cruciate ligament tear - Return unknown,"Jul 1, 2015",Tyrone Mings,"1,96m",253677,['England'],€5.00m,Ipswich Town,24,"Mar 13, 1993",Aston Villa
Centre-Back,both,,"Aug 15, 2016",Marc Wilson,"1,88m",30456,"['Ireland', 'Northern Ireland']",€2.50m,Stoke City,29,"Aug 17, 1987",Retired
Centre-Back,left,,"Jul 1, 2014",Baily Cargill,"1,89m",293450,['England'],€250k,AFC Bournemouth U21,21,"Jul 5, 1995",Mansfield Town
Centre-Back,left,,"Jan 1, 2018",Jack Simpson,"1,90m",419930,['England'],,AFC Bournemouth U21,20,"Dec 18, 1996",Leyton Orient
Centre-Back,right,,,Corey Jordan,"1,88m",435765,['England'],,,18,"Mar 4, 1999",Weymouth FC
Left-Back,left,,"Jan 1, 2012",Charlie Daniels,"1,78m",61819,['England'],€3.00m,Leyton Orient,30,"Sep 7, 1986",Retired
Left-Back,left,,"Jul 27, 2016",Brad Smith,"1,77m",175745,"['Australia', 'England']",€2.00m,: Ablöse €3.60m,23,"Apr 9, 1994",Houston Dynamo FC
Left-Back,left,,"Feb 1, 2016",Rhoys Wiggins,"1,73m",42298,"['Wales', 'England']",€500k,: Ablöse €260k,29,"Nov 4, 1987",Retired
Left-Back,left,,,Callum Buckley,"1,75m",398398,['England'],,,21,"Jan 12, 1996",Without Club
Left-Back,left,,,Ollie Harfield,"1,78m",463694,['England'],,,19,"Jan 9, 1998",Aldershot Town
Right-Back,right,,"Jan 28, 2014",Adam Smith,"1,74m",61841,['England'],€5.00m,Tottenham Hotspur,26,"Apr 29, 1991",AFC Bournemouth
Right-Back,right,,"Jan 9, 2012",Simon Francis,"1,91m",13573,['England'],€2.50m,Charlton Athletic,32,"Feb 16, 1985",Retired
Right-Back,right,,,Jordan Lee,"1,78m",416621,['England'],,,20,"Dec 31, 1996",Wimborne Town FC
Central Midfield,left,,"Jan 18, 2021",Jack Wilshere,"1,72m",74223,['England'],€18.00m,Without Club,25,"Jan 1, 1992",Retired
Central Midfield,right,,"Jul 8, 2016",Lewis Cook,"1,75m",249089,['England'],€6.00m,Leeds United,20,"Feb 3, 1997",AFC Bournemouth
Central Midfield,right,,"Jul 1, 2014",Dan Gosling,"1,80m",44983,['England'],€3.00m,Newcastle United,27,"Feb 1, 1990",Westfield FC
Central Midfield,left,,"Jul 1, 2010",Harry Arter,"1,77m",55742,"['Ireland', 'England']",€2.50m,Woking FC,27,"Dec 28, 1989",Precision FC
Central Midfield,left,,"Sep 1, 2014",Andrew Surman,"1,78m",29975,"['England', 'South Africa']",€2.00m,: Ablöse €630k,30,"Aug 20, 1986",Retired
Central Midfield,right,,"Jul 26, 2012",Eunan O'Kane,"1,68m",61583,"['Ireland', 'Northern Ireland']",€1.00m,: Ablöse free transfer,26,"Jul 10, 1990",Retired
Central Midfield,right,,"Dec 31, 2019",Emerson Hyndman,"1,70m",223047,"['United States', 'Portugal']",€1.00m,Atlanta United FC,21,"Apr 9, 1996",Memphis 901 FC
Central Midfield,,,,Matt Worthington,"1,79m",493607,['England'],,,19,"Dec 18, 1997",Yeovil Town
Right Midfield,,,,Keelan O'Connell,,463695,['England'],,,17,"Nov 30, 1999",Weymouth FC
Left Winger,right,,"Jul 1, 2015",Joshua King,"1,80m",91059,['Norway'],€8.00m,Blackburn Rovers,25,"Jan 15, 1992",FC Toulouse
Left Winger,right,,"Aug 4, 2015",Max Gradel,"1,75m",28140,"[""Cote d'Ivoire"", 'France']",€7.00m,: Ablöse €10.00m,29,"Nov 30, 1987",Amed SK
Left Winger,right,,"Jan 18, 2013",Ryan Fraser,"1,63m",146795,['Scotland'],€5.00m,Aberdeen FC,23,"Feb 24, 1994",Southampton FC
Left Winger,right,,"Jul 1, 2014",Junior Stanislas,"1,83m",87672,"['England', 'St. Lucia']",€4.50m,: Ablöse free transfer,27,"Nov 26, 1989",Retired
Left Winger,right,,"Jul 1, 2010",Marc Pugh,"1,80m",36939,['England'],€2.00m,Hereford United (- 2014),30,"Apr 2, 1987",Retired
Right Winger,right,,"Jul 14, 2016",Jordon Ibe,"1,76m",195652,"['England', 'Nigeria']",€8.00m,: Ablöse €18.00m,21,"Dec 8, 1995",Hayes & Yeading FC
Centre-Forward,right,,"Jan 10, 2016",Benik Afobe,"1,83m",110858,"['DR Congo', 'England']",€10.00m,Wolverhampton Wanderers,24,"Feb 12, 1993",Al-Mesaimeer SC
Centre-Forward,right,Back injury - Return unknown,"Jul 4, 2014",Callum Wilson,"1,80m",123682,['England'],€10.00m,Coventry City,25,"Feb 27, 1992",Newcastle United
Centre-Forward,right,,"Jul 1, 2016",Lys Mousset,"1,86m",291422,"['France', 'Senegal']",€4.00m,Le Havre AC,21,"Feb 8, 1996",Without Club
Centre-Forward,right,,"Jan 11, 2016",Lewis Grabban,"1,83m",35413,"['Jamaica', 'England']",€3.00m,: Ablöse €9.35m,29,"Jan 12, 1988",Without Club
Centre-Forward,right,,"Jan 8, 2013",Harry Cornick,"1,80m",255703,['England'],€100k,Christchurch FC,22,"Apr 9, 1995",Bristol City
Centre-Forward,right,,"Jul 1, 2019",Sam Surridge,"1,90m",398402,['England'],,AFC Bournemouth U21,18,"Jul 28, 1998",Nashville SC
