position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,,"Jan 19, 2016",Costel Pantilimon,"2,03m",47659,['Romania'],€3.00m,Sunderland AFC,30,"Feb 1, 1987",Retired
Goalkeeper,right,,"Jul 1, 2014",Heurelho Gomes,"1,91m",19059,['Brazil'],€1.00m,Tottenham Hotspur,36,"Feb 15, 1981",Retired
Goalkeeper,left,,"Jul 1, 2015",Giedrius Arlauskis,"1,91m",69001,['Lithuania'],€1.00m,Steaua Bucharest,29,"Dec 1, 1987",Retired
Goalkeeper,,,"Aug 25, 2014",Rene Gilmartin,"1,97m",66518,['Ireland'],€250k,St. Patrick's Athletic,30,"May 31, 1987",Retired
Centre-Back,right,,"Jul 1, 2016",Christian Kabasele,"1,87m",81512,"['Belgium', 'DR Congo']",€5.50m,KRC Genk,26,"Feb 24, 1991",Udinese Calcio
Centre-Back,right,,"Jul 1, 2015",Sebastian Prödl,"1,94m",37981,['Austria'],€4.00m,SV Werder Bremen,30,"Jun 21, 1987",Retired
Centre-Back,right,,"Jul 1, 2014",Craig Cathcart,"1,89m",59606,['Northern Ireland'],€4.00m,Blackpool FC,28,"Feb 6, 1989",Retired
Centre-Back,left,,"Jul 22, 2015",Miguel Britos,"1,89m",76799,['Uruguay'],€3.50m,: Ablöse free transfer,31,"Jul 17, 1985",Retired
Centre-Back,right,,"Aug 19, 2016",Younès Kaboul,"1,92m",27114,"['France', 'Morocco']",€2.50m,Sunderland AFC,31,"Jan 4, 1986",Retired
Centre-Back,right,,"Aug 30, 2016",Adrian Mariappa,"1,79m",38145,"['Jamaica', 'England']",€1.00m,Crystal Palace,30,"Oct 3, 1986",Wealdstone FC
Centre-Back,right,,"Jul 1, 2012",Tommie Hoban,"1,88m",183161,"['Ireland', 'England']",€750k,Watford FC U18,23,"Jan 24, 1994",Hornchurch FC
Centre-Back,right,,,Charlie Rowan,"1,92m",479944,['England'],,,19,"Dec 14, 1997",Weymouth FC
Left-Back,left,,"Jul 2, 2015",Jose Cholevas,"1,84m",41112,"['Greece', 'Germany']",€2.00m,: Ablöse €2.50m,33,"Jun 27, 1984",Retired
Left-Back,left,,,Brandon Mason,"1,73m",479942,['England'],,,19,"Sep 30, 1997",Wealdstone FC
Right-Back,right,,"Aug 23, 2016",Daryl Janmaat,"1,85m",60744,['Netherlands'],€7.00m,Newcastle United,27,"Jul 22, 1989",Retired
Right-Back,right,,"Jul 14, 2015",Allan Nyom,"1,89m",111508,"['Cameroon', 'France']",€4.50m,Udinese Calcio,29,"May 10, 1988",Getafe CF
