position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,,"Jul 1, 2011",David de Gea,"1,92m",59377,['Spain'],€40.00m,: Ablöse €25.00m,26,"Nov 7, 1990",ACF Fiorentina
Goalkeeper,right,,"Jul 27, 2015",Sergio Romero,"1,92m",30690,"['Argentina', 'Italy']",€6.00m,UC Sampdoria,30,"Feb 22, 1987",CA Boca Juniors
Goalkeeper,right,,"Jul 1, 2011",Sam Johnstone,"1,93m",110864,['England'],€1.00m,Manchester United U18,24,"Mar 25, 1993",Wolverhampton Wanderers
Goalkeeper,right,,"Jul 1, 2017",Joel Pereira,"1,89m",192611,"['Portugal', 'Switzerland']",€100k,Manchester United U23,21,"Jun 28, 1996",Reading FC
Goalkeeper,right,,"Aug 1, 2020",Dean Henderson,"1,88m",258919,['England'],€100k,Manchester United U23,20,"Mar 12, 1997",Crystal Palace
Goalkeeper,right,,,Kieran O'Hara,"1,93m",289791,"['Ireland', 'England']",,,21,"Apr 22, 1996",Kilmarnock FC
Centre-Back,right,,"Jul 1, 2016",Eric Bailly,"1,87m",286384,"[""Cote d'Ivoire""]",€30.00m,Villarreal CF,23,"Apr 12, 1994",Villarreal CF
Centre-Back,left,,"Sep 1, 2014",Daley Blind,"1,80m",12282,"['Netherlands', 'England']",€22.00m,Ajax Amsterdam,27,"Mar 9, 1990",Girona FC
Centre-Back,left,,"Aug 20, 2014",Marcos Rojo,"1,86m",93176,['Argentina'],€18.00m,Sporting CP,27,"Mar 20, 1990",CA Boca Juniors
Centre-Back,right,,"Jul 1, 2010",Chris Smalling,"1,94m",103427,"['England', 'Jamaica']",€18.00m,Fulham FC,27,"Nov 22, 1989",Al-Fayha FC
Centre-Back,right,,"Jul 1, 2011",Phil Jones,"1,85m",117996,['England'],€14.00m,Blackburn Rovers,25,"Feb 21, 1992",Retired
Centre-Back,right,Thumb injury - Return unknown,"Jan 1, 2017",Axel Tuanzebe,"1,85m",342046,"['DR Congo', 'England']",€1.00m,Manchester United U18,19,"Nov 14, 1997",Ipswich Town
Left-Back,left,,"Jul 1, 2014",Luke Shaw,"1,78m",183288,['England'],€20.00m,Southampton FC,21,"Jul 12, 1995",Manchester United
Left-Back,both,,"Jul 1, 2011",Ashley Young,"1,75m",14086,"['England', 'Jamaica']",€5.00m,: Ablöse €18.00m,31,"Jul 9, 1985",Everton FC
Left-Back,left,,"Jul 1, 2018",Cameron Borthwick-Jackson,"1,90m",258879,['England'],€3.00m,Manchester United U23,20,"Feb 2, 1997",Without Club
Right-Back,right,,"Jul 11, 2015",Matteo Darmian,"1,83m",54906,['Italy'],€12.00m,Torino FC,27,"Dec 2, 1989",Inter Milan
Right-Back,right,,"Jul 1, 2009",Antonio Valencia,"1,80m",33544,['Ecuador'],€10.00m,Wigan Athletic,31,"Aug 4, 1985",Retired
Right-Back,right,,"Jan 1, 2016",Timothy Fosu-Mensah,"1,85m",315131,"['Netherlands', 'Ghana']",€2.50m,Manchester United U18,19,"Jan 2, 1998",Without Club
Right-Back,right,,"Jul 1, 2015",Guillermo Varela,"1,73m",188862,"['Uruguay', 'Italy']",€750k,Manchester United U21,24,"Mar 24, 1993",CR Flamengo
Defensive Midfield,right,,"Jul 13, 2015",Morgan Schneiderlin,"1,86m",56818,['France'],€22.00m,Southampton FC,27,"Nov 8, 1989",Retired
Defensive Midfield,right,,"Jul 31, 2006",Michael Carrick,"1,89m",3878,['England'],€1.50m,Tottenham Hotspur,35,"Jul 28, 1981",Retired
Central Midfield,both,"Doping ban - until Mar 10, 2025 - cross-competition","Aug 9, 2016",Paul Pogba,"1,91m",122153,"['France', 'Guinea']",€75.00m,: Ablöse €105.00m,24,"Mar 15, 1993",Juventus FC
Central Midfield,both,,"Jul 6, 2016",Henrikh Mkhitaryan,"1,77m",55735,['Armenia'],€35.00m,Borussia Dortmund,28,"Jan 21, 1989",Inter Milan
Central Midfield,right,,"Jul 1, 2014",Ander Herrera,"1,82m",99343,['Spain'],€30.00m,Athletic Bilbao,27,"Aug 14, 1989",Athletic Bilbao
Central Midfield,right,,"Sep 2, 2013",Marouane Fellaini,"1,94m",39679,"['Belgium', 'Morocco']",€12.00m,: Ablöse €32.40m,29,"Nov 22, 1987",Retired
Central Midfield,,,"Jul 13, 2015",Bastian Schweinsteiger,,2514,['Germany'],€4.50m,: Ablöse €9.00m,32,"Aug 1, 1984",Retired
Central Midfield,right,,,Matty Willock,"1,72m",289845,"['Montserrat', 'England']",,,20,"Aug 20, 1996",Retired
Central Midfield,right,,"Jul 1, 2017",Scott McTominay,"1,91m",315969,"['Scotland', 'England']",,Manchester United U23,20,"Dec 8, 1996",SSC Napoli
Left Midfield,left,,,Demetri Mitchell,"1,79m",258886,"['England', 'Jamaica']",,,20,"Jan 11, 1997",Exeter City
Attacking Midfield,left,,"Jan 24, 2014",Juan Mata,"1,70m",44068,['Spain'],€30.00m,Chelsea FC,29,"Apr 28, 1988",Western Sydney Wanderers
Attacking Midfield,right,,"Jul 1, 2014",Jesse Lingard,"1,74m",141660,['England'],€12.00m,Manchester United U21,24,"Dec 15, 1992",FC Seoul
Attacking Midfield,right,,"Jul 1, 2015",Andreas Pereira,"1,78m",203394,"['Brazil', 'Belgium']",€5.00m,Manchester United U21,21,"Jan 1, 1996",Fulham FC
Attacking Midfield,right,,,Josh Harrop,"1,75m",289844,['England'],,,21,"Dec 15, 1995",Without Club
Attacking Midfield,right,,"Jul 1, 2019",Angel Gomes,"1,66m",392770,"['England', 'Portugal']",,Manchester United U23,16,"Aug 31, 2000",LOSC Lille
Left Winger,right,,"Jan 1, 2016",Marcus Rashford,"1,85m",258923,"['England', 'St. Kitts & Nevis']",€18.00m,Manchester United U18,19,"Oct 31, 1997",Manchester United
Right Winger,left,,"Jul 1, 2013",Adnan Januzaj,"1,86m",177847,"['Belgium', 'Kosovo']",€7.00m,Manchester United U21,22,"Feb 5, 1995",UD Las Palmas
Centre-Forward,right,,"Sep 1, 2015",Anthony Martial,"1,81m",182877,"['France', 'Guadeloupe']",€30.00m,: Ablöse €60.00m,21,"Dec 5, 1995",AEK Athens
Centre-Forward,right,,"Jul 1, 2015",Memphis Depay,"1,78m",167850,"['Netherlands', 'Ghana']",€19.00m,: Ablöse €34.00m,23,"Feb 13, 1994",Sport Club Corinthians Paulista
Centre-Forward,right,,"Aug 31, 2004",Wayne Rooney,"1,76m",3332,['England'],€15.00m,: Ablöse €37.00m,31,"Oct 24, 1985",Retired
Centre-Forward,right,,"Jul 1, 2016",Zlatan Ibrahimović,"1,95m",3455,"['Sweden', 'Bosnia-Herzegovina']",€10.00m,: Ablöse free transfer,35,"Oct 3, 1981",Retired
