position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,,"Jan 31, 2013",Jack Butland,"1,96m",128899,['England'],€15.00m,: Ablöse €3.80m,24,"Mar 10, 1993",Rangers FC
Goalkeeper,right,,"Jan 4, 2017",Lee Grant,"1,93m",13460,['England'],€1.00m,Derby County,34,"Jan 27, 1983",Retired
Goalkeeper,right,,"Jul 1, 2015",Jakob Haugaard,"1,99m",138335,['Denmark'],€750k,FC Midtjylland,25,"May 1, 1992",Tromsø IL
Goalkeeper,right,,"Jul 10, 2015",Shay Given,"1,85m",3146,['Ireland'],€250k,: Ablöse free transfer,41,"Apr 20, 1976",Retired
Goalkeeper,right,,,Daniel Bachmann,"1,91m",120186,['Austria'],€250k,,22,"Jul 9, 1994",Watford FC
Centre-Back,left,Muscle injury - Return unknown,"Aug 10, 2017",Bruno Martins Indi,"1,85m",112052,"['Netherlands', 'Portugal']",€11.00m,FC Porto,25,"Feb 8, 1992",AZ Alkmaar
Centre-Back,right,,"Jan 18, 2008",Ryan Shawcross,"1,91m",45861,"['England', 'Wales']",€11.00m,Manchester United Reserves,29,"Oct 4, 1987",Retired
Centre-Back,left,,"Jul 1, 2013",Erik Pieters,"1,83m",43763,['Netherlands'],€7.00m,: Ablöse €3.60m,28,"Aug 7, 1988",Without Club
Centre-Back,left,,"Jul 2, 2013",Marc Muniesa,"1,80m",74228,['Spain'],€3.00m,FC Barcelona B,25,"Mar 27, 1992",Al-Shahania SC
Centre-Back,right,,"Aug 8, 2012",Geoff Cameron,"1,90m",31642,['United States'],€3.00m,: Ablöse €2.15m,31,"Jul 11, 1985",Retired
Centre-Back,,,"Jul 1, 2015",Philipp Wollscheid,,53173,['Germany'],€2.50m,Bayer 04 Leverkusen,28,"Mar 6, 1989",Retired
Centre-Back,left,,"Aug 5, 2016",Ryan Sweeney,"1,93m",347666,"['Ireland', 'England']",€250k,: Ablöse €295k,20,"Apr 15, 1997",Burton Albion
Left-Back,left,,,Joel Taylor,"1,80m",258310,"['England', 'Jamaica']",,,21,"Mar 24, 1996",Hednesford Town
Right-Back,both,,"Jul 12, 2015",Glen Johnson,"1,82m",3881,['England'],€5.00m,: Ablöse free transfer,32,"Aug 23, 1984",Retired
Right-Back,right,,"Jul 1, 2014",Phil Bardsley,"1,80m",15773,"['Scotland', 'England']",€1.50m,Sunderland AFC,32,"Jun 28, 1985",Retired
Right-Back,right,,"Jul 1, 2017",Tom Edwards,"1,76m",430788,['England'],,Stoke City U21,18,"Jan 22, 1999",Salford City
Defensive Midfield,left,,"Feb 1, 2016",Giannelli Imbula,"1,86m",130756,"['DR Congo', 'France']",€12.00m,FC Porto,24,"Sep 12, 1992",Without Club
