position,foot,status,joinedOn,name,height,id,nationality,marketValue,joined,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,left,,"Aug 31, 2012",Hugo Lloris,"1,88m",17965,['France'],€24.00m,,: Ablöse €12.60m,30,"Dec 26, 1986",Los Angeles FC
Goalkeeper,right,,"Oct 14, 2019",Michel Vorm,"1,83m",26276,"['Netherlands', 'Suriname']",€4.00m,,Without Club,33,"Oct 20, 1983",Retired
Goalkeeper,left,,"Aug 31, 2016",Pau López,"1,89m",286415,['Spain'],€1.50m,,RCD Espanyol Barcelona,22,"Dec 13, 1994",Girona FC
Goalkeeper,right,,,Luke McGee,"1,93m",183301,['England'],€100k,,,21,"Sep 2, 1995",Tranmere Rovers
Goalkeeper,right,,"Jul 1, 2019",Alfie Whiteman,"1,88m",282823,['England'],,,Tottenham Hotspur U23,18,"Oct 2, 1998",Tottenham Hotspur
Centre-Back,right,,"Jul 8, 2015",Toby Alderweireld,"1,87m",42710,['Belgium'],€35.00m,,: Ablöse €16.00m,28,"Mar 2, 1989",Royal Antwerp FC
Centre-Back,left,Achilles tendon problems - Return unknown,"Jul 12, 2012",Jan Vertonghen,"1,89m",43250,['Belgium'],€28.00m,,: Ablöse €12.50m,30,"Apr 24, 1987",RSC Anderlecht
Centre-Back,right,,"Jul 31, 2014",Eric Dier,"1,91m",175722,"['England', 'Portugal']",€25.00m,"Returned after loan spell with Bayern Munich; date: Jun 30, 2024; fee: End of loan",Sporting CP,23,"Jan 15, 1994",Bayern Munich
Centre-Back,left,,"Jul 23, 2014",Ben Davies,"1,81m",192765,['Wales'],€12.00m,,: Ablöse €12.65m,24,"Apr 24, 1993",Tottenham Hotspur
Centre-Back,right,,"Aug 26, 2014",Federico Fazio,"1,95m",45314,"['Argentina', 'Italy']",€9.00m,,Sevilla FC,30,"Mar 17, 1987",Without Club
Centre-Back,left,,"Jul 1, 2015",Kevin Wimmer,"1,87m",122675,['Austria'],€7.00m,,1.FC Köln,24,"Nov 15, 1992",Slovan Bratislava
Centre-Back,right,,"Jul 1, 2016",Cameron Carter-Vickers,"1,83m",341049,"['United States', 'England']",€500k,,Tottenham Hotspur U23,19,"Dec 31, 1997",Celtic FC
Centre-Back,right,,,Anton Walkes,"1,87m",307763,"['England', 'Jamaica']",€100k,,,20,"Feb 8, 1997",---
Left-Back,left,,"Jul 25, 2007",Danny Rose,"1,73m",50174,"['England', 'Jamaica']",€28.00m,,Leeds United U18,26,"Jul 2, 1990",Retired
Right-Back,right,,"Jul 22, 2009",Kyle Walker,"1,78m",95424,['England'],€30.00m,,Sheffield United,27,"May 28, 1990",Manchester City
Right-Back,right,Hamstring injury - Return unknown,"Jul 1, 2015",Kieran Trippier,"1,73m",95810,['England'],€10.00m,,: Ablöse €4.90m,26,"Sep 19, 1990",Newcastle United
Right-Back,right,,"Jul 1, 2017",Kyle Walker-Peters,"1,73m",341051,"['England', 'Jamaica']",€250k,,Tottenham Hotspur U23,20,"Apr 13, 1997",Southampton FC
Defensive Midfield,right,,"Jul 1, 2016",Victor Wanyama,"1,84m",77760,['Kenya'],€25.00m,,Southampton FC,26,"Jun 25, 1991",CF Montréal
Defensive Midfield,left,heart problems - Return unknown,"Jan 1, 2014",Nabil Bentaleb,"1,87m",245537,"['Algeria', 'France']",€18.00m,,Tottenham Hotspur U21,22,"Nov 24, 1994",LOSC Lille
Defensive Midfield,right,,"Jul 1, 2016",Harry Winks,"1,78m",249126,['England'],€4.00m,,Tottenham Hotspur U23,21,"Feb 2, 1996",Leicester City
Defensive Midfield,left,,,Filip Lesniak,"1,76m",186383,['Slovakia'],€100k,,,21,"May 14, 1996",Spartak Varna
Central Midfield,right,,"Aug 30, 2013",Christian Eriksen,"1,82m",69633,['Denmark'],€40.00m,,: Ablöse €14.15m,25,"Feb 14, 1992",Manchester United
Central Midfield,right,,"Aug 31, 2016",Moussa Sissoko,"1,87m",46001,"['France', 'Mali']",€20.00m,,Newcastle United,27,"Aug 16, 1989",Watford FC
Central Midfield,left,,"Aug 29, 2012",Mousa Dembélé,"1,85m",19368,"['Belgium', 'Mali']",€18.00m,,Fulham FC,29,"Jul 16, 1987",Retired
Central Midfield,right,,"Jul 1, 2009",Ryan Mason,"1,75m",61834,['England'],€8.50m,,Tottenham Hotspur U18,26,"Jun 13, 1991",Retired
Central Midfield,left,,"Jul 1, 2010",Tom Carroll,"1,77m",121279,['England'],€6.00m,,Tottenham Hotspur U18,25,"May 28, 1992",Milton Keynes Dons
Central Midfield,right,,"Jul 1, 2015",Josh Onomah,"1,85m",243589,"['England', 'Nigeria']",€2.50m,,Tottenham Hotspur U18,20,"Apr 27, 1997",Blackpool FC
Central Midfield,right,,,Luke Amos,"1,79m",258912,"['England', 'Nigeria']",€100k,,,20,"Feb 23, 1997",Hibernian FC
Attacking Midfield,right,,"Feb 2, 2015",Dele Alli,"1,88m",207929,"['England', 'Nigeria']",€45.00m,,Milton Keynes Dons,21,"Apr 11, 1996",Without Club
Left Winger,both,Team captain,"Aug 28, 2015",Heung-min Son,"1,84m",91845,"['Korea, South']",€30.00m,,Bayer 04 Leverkusen,24,"Jul 8, 1992",Tottenham Hotspur
Left Winger,right,,"Aug 31, 2016",Georges-Kevin N'Koudou,"1,72m",215679,"['Cameroon', 'France']",€7.00m,,Olympique Marseille,22,"Feb 13, 1995",Damac FC
Left Winger,right,,,Samuel Shashoua,"1,70m",387313,"['England', 'Venezuela']",,,,18,"May 13, 1999",Minnesota United FC
Right Winger,left,,"Aug 30, 2013",Erik Lamela,"1,84m",111630,"['Argentina', 'Spain']",€25.00m,,: Ablöse €30.00m,25,"Mar 4, 1992",AEK Athens
Right Winger,right,,"Aug 15, 2015",Clinton N'Jie,"1,75m",241119,['Cameroon'],€7.00m,,: Ablöse €14.10m,23,"Aug 15, 1993",FC Rapid 1923
Right Winger,left,,,Marcus Edwards,"1,68m",314367,"['England', 'Cyprus']",,,,18,"Dec 3, 1998",Sporting CP
Centre-Forward,right,,"Jul 1, 2010",Harry Kane,"1,88m",132098,['England'],€60.00m,,Tottenham Hotspur U18,23,"Jul 28, 1993",Bayern Munich
Centre-Forward,left,,"Jul 12, 2016",Vincent Janssen,"1,85m",207015,['Netherlands'],€13.00m,,AZ Alkmaar,23,"Jun 15, 1994",Royal Antwerp FC
Centre-Forward,left,,,Shayon Harrison,"1,83m",345739,"['England', 'Jamaica']",,,,19,"Jul 13, 1997",ACSM Politehnica Iasi
