position,foot,status,joinedOn,name,height,id,nationality,marketValue,joined,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,left,,"Jul 1, 2017",Ederson,"1,88m",238223,"['Brazil', 'Portugal']",€45.00m,,SL Benfica,28,"Aug 17, 1993",Manchester City
Goalkeeper,right,,"Jul 9, 2019",Zack Steffen,"1,91m",221624,['United States'],€6.00m,,: Ablöse €6.82m,27,"Apr 2, 1995",Colorado Rapids
Goalkeeper,right,,"Jul 20, 2021",Scott Carson,"1,88m",14555,['England'],€300k,,Derby County,36,"Sep 3, 1985",Manchester City
Goalkeeper,,,,Cieran Slicker,,621997,"['Scotland', 'England']",,,,19,"Sep 15, 2002",Ipswich Town
Centre-Back,right,,"Sep 29, 2020",Rúben Dias,"1,87m",258004,['Portugal'],€75.00m,,SL Benfica,25,"May 14, 1997",Manchester City
Centre-Back,left,,"Jan 30, 2018",Aymeric Laporte,"1,91m",176553,"['Spain', 'France']",€45.00m,,Athletic Bilbao,28,"May 27, 1994",Al-Nassr FC
Centre-Back,right,,"Aug 9, 2016",John Stones,"1,88m",186590,['England'],€28.00m,,Everton FC,28,"May 28, 1994",Manchester City
Centre-Back,left,,"Aug 5, 2020",Nathan Aké,"1,80m",177476,"['Netherlands', ""Cote d'Ivoire""]",€25.00m,,AFC Bournemouth,27,"Feb 18, 1995",Manchester City
Centre-Back,right,,"Jul 31, 2018",Philippe Sandler,"1,90m",340460,"['Netherlands', 'United States']",€2.00m,,PEC Zwolle,25,"Feb 10, 1997",NEC Nijmegen
Centre-Back,right,,,CJ Egan-Riley,"1,83m",581669,"['England', 'Ireland']",€800k,,,19,"Jan 2, 2003",Burnley FC
Centre-Back,left,"Hamstring injury - Return expected on Jan 31, 2025",,Luke Mbete,"1,85m",609883,"['England', 'DR Congo']",€600k,,,18,"Sep 18, 2003",Northampton Town
Centre-Back,right,,,Finley Burns,"1,96m",581681,['England'],€300k,,,19,"Jun 17, 2003",Hull City
Left-Back,left,,"Jul 4, 2016",Oleksandr Zinchenko,"1,75m",203853,['Ukraine'],€25.00m,,: Ablöse €2.25m,25,"Dec 15, 1996",Arsenal FC
Left-Back,left,,"Jan 1, 2023",Josh Wilson-Esbrand,"1,76m",576121,"['England', 'Jamaica']",€400k,,Manchester City U21,19,"Dec 26, 2002",Manchester City
Left-Back,left,,"Jul 24, 2017",Benjamin Mendy,"1,85m",157495,"['France', 'Senegal']",,,: Ablöse €57.50m,27,"Jul 17, 1994",FC Lorient
Right-Back,right,,"Aug 7, 2019",João Cancelo,"1,82m",182712,['Portugal'],€65.00m,"Returned after loan spell with FC Barcelona; date: Jun 30, 2024; fee: End of loan",: Ablöse €65.00m,28,"May 27, 1994",Al-Hilal SFC
Right-Back,right,Team captain,"Jul 14, 2017",Kyle Walker,"1,78m",95424,['England'],€18.00m,,Tottenham Hotspur,32,"May 28, 1990",Manchester City
Right-Back,right,,"Jul 1, 2020",Yan Couto,"1,68m",627228,"['Brazil', 'Portugal']",€5.00m,,Coritiba Foot Ball Club,20,"Jun 3, 2002",Borussia Dortmund
Defensive Midfield,right,Cruciate ligament tear - Return unknown,"Jul 4, 2019",Rodri,"1,91m",357565,['Spain'],€80.00m,,: Ablöse €70.00m,26,"Jun 22, 1996",Manchester City
Defensive Midfield,right,"No eligibility - until Dec 31, 2024 - UEFA Conference League",,Roméo Lavia,"1,81m",628451,['Belgium'],€2.00m,,,18,"Jan 6, 2004",Chelsea FC
Defensive Midfield,right,Knock - Return unknown,"Jul 1, 2013",Fernandinho,"1,79m",26267,['Brazil'],€1.50m,,Shakhtar Donetsk,37,"May 4, 1985",Club Athletico Paranaense
Defensive Midfield,right,,,Claudio Gomes,"1,71m",395239,"['France', 'Guinea-Bissau']",€1.00m,,,21,"Jul 23, 2000",Palermo FC
Central Midfield,right,,"Aug 23, 2024",İlkay Gündoğan,"1,80m",53622,['Germany'],€25.00m,"Joined from FC Barcelona; date: Aug 23, 2024; fee: free transfer",FC Barcelona,31,"Oct 24, 1990",Manchester City
Central Midfield,right,,"Jul 1, 2023",Tommy Doyle,"1,72m",433183,['England'],€2.50m,,Manchester City U21,20,"Oct 17, 2001",Wolverhampton Wanderers
Attacking Midfield,right,,"Aug 30, 2015",Kevin De Bruyne,"1,81m",88755,['Belgium'],€85.00m,,VfL Wolfsburg,31,"Jun 28, 1991",Manchester City
Attacking Midfield,left,,"Jul 1, 2017",Bernardo Silva,"1,73m",241641,['Portugal'],€80.00m,,: Ablöse €50.00m,27,"Aug 10, 1994",Manchester City
