position,foot,status,joinedOn,name,height,id,nationality,marketValue,joined,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,,"Jul 20, 2018",Danny Ward,"1,91m",203026,['Wales'],€6.00m,,: Ablöse €14.00m,29,"Jun 22, 1993",Leicester City
Goalkeeper,right,,"Jul 1, 2011",Kasper Schmeichel,"1,89m",16911,['Denmark'],€4.00m,,Leeds United,35,"Nov 5, 1986",Celtic FC
Goalkeeper,right,,"Jul 19, 2017",Eldin Jakupovic,"1,91m",2857,"['Switzerland', 'Bosnia-Herzegovina']",€250k,,: Ablöse €2.30m,37,"Oct 2, 1984",Retired
Goalkeeper,right,Ankle injury - Return unknown,"Jul 1, 2023",Jakub Stolarczyk,"1,94m",486144,['Poland'],€200k,,Leicester City U21,21,"Dec 19, 2000",Leicester City
Goalkeeper,left,,,Chituru Odunze,"2,00m",627198,"['United States', 'Canada']",,,,19,"Oct 14, 2002",Charlotte FC
Centre-Back,right,"No eligibility - until Dec 31, 2024 - UEFA Conference League","Oct 2, 2020",Wesley Fofana,"1,86m",475411,"['France', ""Cote d'Ivoire""]",€40.00m,,: Ablöse €35.00m,21,"Dec 17, 2000",Chelsea FC
Centre-Back,both,Foot injury - Return unknown,"Aug 9, 2018",Çağlar Söyüncü,"1,85m",320141,['Türkiye'],€40.00m,,SC Freiburg,26,"May 23, 1996",Fenerbahce
Centre-Back,both,Ankle injury - Return unknown,"Aug 13, 2021",Jannik Vestergaard,"1,99m",99331,"['Denmark', 'Germany']",€13.00m,,Southampton FC,29,"Aug 3, 1992",Leicester City
Centre-Back,right,,"Jan 22, 2016",Daniel Amartey,"1,86m",214056,['Ghana'],€10.00m,,: Ablöse €6.60m,27,"Dec 21, 1994",Without Club
Centre-Back,both,,"Jul 1, 2018",Jonny Evans,"1,88m",42412,['Northern Ireland'],€4.00m,,West Bromwich Albion,34,"Jan 3, 1988",Manchester United
Centre-Back,right,,"Aug 9, 2018",Filip Benkovic,"1,94m",293168,['Croatia'],€1.80m,,GNK Dinamo Zagreb,24,"Jul 13, 1997",Without Club
Centre-Back,right,,"Jul 1, 2017",Sam Hughes,,395797,['England'],€300k,,Chester FC,25,"Apr 15, 1997",Stockport County
