position,foot,status,joinedOn,name,height,id,nationality,marketValue,joined,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,"Hip injury - Return expected on Dec 2, 2024","Jul 24, 2021",Pierluigi Gollini,"1,94m",244192,['Italy'],€10.00m,,Atalanta BC,27,"Mar 18, 1995",Genoa CFC
Goalkeeper,left,,"Aug 31, 2012",Hugo Lloris,"1,88m",17965,['France'],€7.00m,,: Ablöse €12.60m,35,"Dec 26, 1986",Los Angeles FC
Goalkeeper,right,,"Aug 1, 2021",Brandon Austin,"1,88m",428016,"['England', 'United States']",€300k,,Tottenham Hotspur U23,23,"Jan 8, 1999",Tottenham Hotspur
Centre-Back,right,,"Aug 30, 2022",Cristian Romero,"1,85m",355915,['Argentina'],€48.00m,,Atalanta BC,24,"Apr 27, 1998",Tottenham Hotspur
Centre-Back,right,"Yellow card suspension - until Nov 24, 2024 - Süper Lig - 1 matchday","Aug 23, 2017",Davinson Sánchez,"1,87m",341429,['Colombia'],€28.00m,,Ajax Amsterdam,26,"Jun 12, 1996",Galatasaray
Centre-Back,right,,"Jul 31, 2014",Eric Dier,"1,91m",175722,"['England', 'Portugal']",€28.00m,"Returned after loan spell with Bayern Munich; date: Jun 30, 2024; fee: End of loan",Sporting CP,28,"Jan 15, 1994",Bayern Munich
Centre-Back,left,,"Jul 23, 2014",Ben Davies,"1,81m",192765,['Wales'],€20.00m,,: Ablöse €12.65m,29,"Apr 24, 1993",Tottenham Hotspur
Centre-Back,right,,"Jan 1, 2020",Japhet Tanganga,"1,84m",346478,"['England', 'DR Congo']",€12.00m,,Tottenham Hotspur U23,23,"Mar 31, 1999",Millwall FC
Centre-Back,right,,"Oct 16, 2020",Joe Rodon,"1,93m",297212,['Wales'],€8.00m,,: Ablöse €12.10m,24,"Oct 22, 1997",Leeds United
Centre-Back,right,,"Jul 1, 2016",Cameron Carter-Vickers,"1,83m",341049,"['United States', 'England']",€7.00m,,Tottenham Hotspur U23,24,"Dec 31, 1997",Celtic FC
Centre-Back,right,,,Maksim Paskotsi,"1,88m",488298,['Estonia'],€200k,,,19,"Jan 19, 2003",Grasshopper Club Zurich
Centre-Back,right,,,Malachi Fagan-Walcott,"1,86m",554173,"['England', 'Barbados']",,,,20,"Mar 11, 2002",York City
Centre-Back,left,,,Tobi Omole,"1,89m",503687,"['England', 'Nigeria']",,,,22,"Dec 17, 1999",Without Club
Left-Back,left,,"Sep 19, 2020",Sergio Reguilón,"1,78m",282429,['Spain'],€25.00m,,Real Madrid,25,"Dec 16, 1996",Tottenham Hotspur
Left-Back,left,,"Aug 8, 2019",Ryan Sessegnon,"1,78m",392775,['England'],€18.00m,,Fulham FC,22,"May 18, 2000",Fulham FC
Right-Back,right,,"Aug 31, 2021",Emerson Royal,"1,83m",476344,"['Brazil', 'Spain']",€25.00m,,FC Barcelona,23,"Jan 14, 1999",AC Milan
Right-Back,right,,"Aug 30, 2020",Matt Doherty,"1,85m",171679,['Ireland'],€12.00m,,Wolverhampton Wanderers,30,"Jan 16, 1992",Wolverhampton Wanderers
Right-Back,right,,,Marcel Lavinier,"1,85m",392772,"['Portugal', 'England']",€300k,,,21,"Dec 16, 2000",Forest Green Rovers
Right-Back,right,,,Kallum Cesay,"1,89m",696183,"['Sierra Leone', 'England']",,,,19,"Sep 4, 2002",Wealdstone FC
Right-Back,right,,,Brooklyn Lyons-Foster,"1,83m",462698,"['England', 'Ireland']",,,,21,"Dec 1, 2000",HJK Helsinki
Defensive Midfield,right,,"Aug 11, 2020",Pierre-Emile Højbjerg,"1,85m",167799,"['Denmark', 'France']",€40.00m,,Southampton FC,26,"Aug 5, 1995",Olympique Marseille
Defensive Midfield,right,,"Jan 31, 2022",Rodrigo Bentancur,"1,87m",354362,['Uruguay'],€28.00m,,Juventus FC,25,"Jun 25, 1997",Tottenham Hotspur
