position,foot,status,joinedOn,name,height,id,nationality,marketValue,joined,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,,"Jul 1, 2017",Daniel Bachmann,"1,91m",120186,['Austria'],€2.50m,,Stoke City U21,27,"Jul 9, 1994",Watford FC
Goalkeeper,right,Cruciate ligament tear - Return unknown,"Jan 31, 2018",Pontus Dahlberg,"1,94m",365544,['Sweden'],€1.00m,,: Ablöse €3.90m,23,"Jan 21, 1999",IFK Göteborg
Goalkeeper,left,,"Jul 5, 2018",Ben Foster,"1,93m",13572,['England'],€300k,,West Bromwich Albion,39,"Apr 3, 1983",Retired
Goalkeeper,left,,"Jan 28, 2021",Rob Elliot,"1,90m",39037,"['Ireland', 'England']",€200k,,Without Club,36,"Apr 30, 1986",Retired
Goalkeeper,right,,,Vincent Angelini,"1,90m",736251,"['Scotland', 'Italy']",,,,18,"Sep 12, 2003",Al-Riyadh SC
Centre-Back,left,,"Jan 6, 2022",Samir Caetano,"1,85m",255744,['Brazil'],€5.00m,,Udinese Calcio,27,"Dec 5, 1994",Tigres UANL
Centre-Back,right,,"Sep 29, 2020",William Troost-Ekong,"1,91m",192875,"['Nigeria', 'Netherlands']",€4.00m,,Udinese Calcio,28,"Sep 1, 1993",Al-Kholood Club
Centre-Back,left,,"Jul 2, 2018",Adam Masina,"1,91m",286949,"['Morocco', 'Italy']",€3.00m,,: Ablöse €5.00m,28,"Jan 2, 1994",Torino FC
Centre-Back,right,,"Jul 1, 2016",Christian Kabasele,"1,87m",81512,"['Belgium', 'DR Congo']",€3.00m,,KRC Genk,31,"Feb 24, 1991",Udinese Calcio
Centre-Back,right,,"Oct 7, 2021",Nicolas N'Koulou,"1,84m",60577,['Cameroon'],€2.50m,,Without Club,32,"Mar 27, 1990",Amed SK
Centre-Back,right,,"Sep 9, 2020",Francisco Sierralta,"1,92m",371436,"['Chile', 'Spain']",€1.50m,,Udinese Calcio,25,"May 6, 1997",Watford FC
Centre-Back,right,,"Jul 1, 2014",Craig Cathcart,"1,89m",59606,['Northern Ireland'],€1.20m,,Blackpool FC,33,"Feb 6, 1989",Retired
Centre-Back,right,,"Jul 1, 2021",Mattie Pollock,"1,90m",624948,['England'],€300k,,Grimsby Town,20,"Sep 28, 2001",Watford FC
