position,foot,joinedOn,name,height,id,nationality,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,,"Jul 1, 1996",John Lukic,"1,93m",28241,['England'],: Ablöse free transfer,36,"Dec 11, 1960",Retired
Goalkeeper,right,"Jul 1, 1990",David Seaman,"1,93m",3141,['England'],: Ablöse €2.00m,33,"Sep 19, 1963",Retired
Goalkeeper,,"Jul 1, 1994",Vince Bartram,"1,88m",13778,['England'],: Ablöse €60k,28,"Aug 7, 1968",Retired
Goalkeeper,right,"Jul 1, 1994",Lee Harper,"1,85m",98144,['England'],Sittingbourne FC,25,"Oct 30, 1971",Retired
Centre-Back,,"Jul 1, 1983",Tony Adams,,28238,['England'],Arsenal FC U18,30,"Oct 10, 1966",Retired
Centre-Back,right,"Jul 1, 1988",Steve Bould,"1,93m",106893,['England'],: Ablöse ?,34,"Nov 16, 1962",Retired
Centre-Back,,"Jul 4, 1990",Andy Linighan,"1,93m",176749,['England'],: Ablöse €1.42m,35,"Jun 18, 1962",Retired
Centre-Back,right,"Feb 4, 1993",Martin Keown,"1,86m",3184,['England'],: Ablöse €3.00m,30,"Jul 24, 1966",Retired
Centre-Back,,"Mar 1, 1991",Scott Marshall,"1,85m",106912,['Scotland'],Arsenal FC U18,24,"May 1, 1973",Retired
Left-Back,left,"Jul 1, 1987",Nigel Winterburn,"1,73m",3648,['England'],: Ablöse €600k,33,"Dec 11, 1963",Retired
Right-Back,right,"Jan 29, 1988",Lee Dixon,"1,75m",28240,['England'],: Ablöse €700k,33,"Mar 17, 1964",Retired
Right-Back,right,"Jul 1, 1988",Steve Morrow,"1,80m",176752,['Northern Ireland'],Arsenal FC U18,26,"Jul 2, 1970",Retired
Right-Back,right,"Jul 1, 1996",Gavin McGowan,"1,81m",106913,['England'],Arsenal FC Reserves,21,"Jan 16, 1976",Retired
Right-Back,right,"Jul 1, 1994",Matthew Rose,"1,80m",13733,['England'],Arsenal FC U18,21,"Sep 24, 1975",Retired
Defensive Midfield,right,"Aug 14, 1996",Patrick Vieira,"1,92m",3183,"['France', 'Senegal']",: Ablöse €5.35m,21,"Jun 23, 1976",Retired
Defensive Midfield,,"Jul 1, 1996",Rémi Garde,,101115,['France'],: Ablöse ?,31,"Apr 3, 1966",Retired
Defensive Midfield,left,"Jul 1, 1995",Stephen Hughes,"1,83m",10400,['England'],Arsenal FC U18,20,"Sep 18, 1976",Retired
Central Midfield,right,"Mar 6, 1991",Ray Parlour,"1,78m",3208,['England'],Arsenal FC U18,24,"Mar 7, 1973",Retired
Central Midfield,,"Feb 1, 1988",David Hillier,"1,78m",176745,['England'],Arsenal FC U18,27,"Dec 19, 1969",Retired
Central Midfield,right,"Jul 1, 1993",Eddie McGoldrick,"1,78m",102491,"['Ireland', 'England']",: Ablöse €1.28m,32,"Apr 30, 1965",Retired
Central Midfield,,"Jul 1, 1992",Ian Selley,"1,75m",175991,['England'],Arsenal FC U18,23,"Jun 14, 1974",Retired
Right Midfield,,"Jul 1, 1985",Paul Merson,,3250,['England'],Arsenal FC U18,29,"Mar 20, 1968",Retired
Attacking Midfield,,"Jul 14, 1995",David Platt,,101318,['England'],UC Sampdoria,31,"Jun 10, 1966",Retired
Left Winger,left,"Feb 14, 1995",Glenn Helder,"1,74m",152223,['Netherlands'],Vitesse Arnhem,28,"Oct 28, 1968",Retired
Second Striker,right,"Jul 1, 1995",Dennis Bergkamp,"1,83m",3187,['Netherlands'],: Ablöse €11.25m,28,"May 10, 1969",Retired
Centre-Forward,right,,Isaiah Rankin,"1,78m",16495,['England'],,19,"May 22, 1978",Retired
Centre-Forward,right,"Sep 24, 1991",Ian Wright,"1,75m",104637,['England'],: Ablöse €4.00m,33,"Nov 3, 1963",Retired
Centre-Forward,right,"Feb 22, 1997",Nicolas Anelka,"1,86m",3226,"['France', 'Martinique']",: Ablöse €760k,18,"Mar 14, 1979",Retired
Centre-Forward,right,"Jan 1, 1995",John Hartson,"1,85m",3094,['Wales'],: Ablöse €3.75m,22,"Apr 5, 1975",Retired
Centre-Forward,,"Jan 1, 1995",Chris Kiwomya,"1,77m",173696,"['England', 'Uganda']",: Ablöse €2.25m,27,"Dec 2, 1969",Retired
Centre-Forward,,"Jul 1, 1990",Paul Dickov,,9221,['Scotland'],Arsenal FC U18,24,"Nov 1, 1972",Retired
Centre-Forward,right,"Sep 1, 1991",Paul Shaw,"1,77m",14068,['England'],Arsenal FC U18,23,"Sep 4, 1973",Retired
