position,foot,joinedOn,name,height,id,nationality,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,,"Jul 1, 1997",Ian Andrews,"1,88m",195510,['England'],: Ablöse free transfer,32,"Dec 1, 1964",Retired
Goalkeeper,right,"Feb 15, 1996",Paul Hyde,"1,85m",229553,['England'],Wycombe Wanderers,34,"Apr 7, 1963",Retired
Goalkeeper,,"Jul 30, 1991",Kevin Poole,"1,78m",16832,['England'],: Ablöse €55k,33,"Jul 21, 1963",Retired
Goalkeeper,,"Aug 17, 1996",Kasey Keller,,3608,['United States'],: Ablöse €1.35m,27,"Nov 29, 1969",Retired
Centre-Back,,"Dec 1, 1991",Jimmy Willis,"1,83m",228043,['England'],Darlington FC (- 2012),28,"Jul 12, 1968",Retired
Centre-Back,,,Mike Whitlow,"1,83m",3318,['England'],,29,"Jan 13, 1968",Retired
Centre-Back,,"Mar 1, 1996",Julian Watts,"1,91m",223290,['England'],: Ablöse €315k,26,"Mar 17, 1971",Retired
Centre-Back,,"Jul 1, 1986",Steve Walsh,"1,91m",107799,['England'],Wigan Athletic,32,"Nov 3, 1964",Retired
Centre-Back,,"Jan 1, 1992",Colin Hill,"1,81m",188488,"['Northern Ireland', 'England']",Sheffield United,33,"Nov 12, 1963",Retired
Centre-Back,right,"Jul 1, 1995",Pontus Kamark,"1,77m",102617,['Sweden'],: Ablöse ?,28,"Apr 5, 1969",Retired
Centre-Back,,"Jul 1, 1995",Franck Rolling,"1,83m",138630,['France'],: Ablöse €150k,28,"Aug 23, 1968",Retired
Centre-Back,right,"Aug 17, 1996",Spencer Prior,"1,91m",12722,"['England', 'Australia']",: Ablöse €700k,26,"Apr 22, 1971",Retired
Centre-Back,,"Jan 1, 1997",Matt Elliott,,107793,"['Scotland', 'England']",: Ablöse €2.40m,28,"Nov 1, 1968",Retired
Centre-Back,,"Aug 1, 1996",Ian Marshall,"1,86m",107794,['England'],Ipswich Town,31,"Mar 20, 1966",Retired
Centre-Back,,"Sep 7, 1992",Neil Lewis,,223422,['England'],Leicester City U18,23,"Jun 28, 1974",Retired
Left-Back,left,"Feb 17, 1997",Robert Ullathorne,"1,73m",107798,['England'],CA Osasuna,25,"Oct 11, 1971",Retired
Right-Back,right,"Mar 13, 1992",Simon Grayson,"1,83m",106812,['England'],: Ablöse €50k,27,"Dec 16, 1969",Retired
Defensive Midfield,,"Jul 1, 1996",Stuart Campbell,,49699,['Scotland'],Leicester City U18,19,"Dec 9, 1977",Retired
Central Midfield,right,"Jul 1, 1996",Muzzy Izzet,"1,77m",3123,"['Türkiye', 'England']",: Ablöse €1.20m,22,"Oct 31, 1974",Retired
Central Midfield,right,"Feb 23, 1996",Neil Lennon,"1,77m",9498,['Northern Ireland'],Crewe Alexandra,26,"Jun 25, 1971",Retired
Central Midfield,,"Feb 10, 1995",Garry Parker,"1,80m",107796,['England'],: Ablöse €450k,31,"Sep 7, 1965",Retired
Right Midfield,right,"Jul 1, 1994",Sam McMahon,"1,75m",223990,['England'],Leicester City U18,21,"Feb 10, 1976",Retired
Right Midfield,right,"Jul 1, 1995",Scott Taylor,"1,78m",107797,['England'],Reading FC,26,"Nov 23, 1970",Retired
Attacking Midfield,right,"Jul 1, 1996",Stuart Wilson,"1,73m",107800,['England'],Leicester City U18,19,"Sep 16, 1977",Retired
Left Winger,left,"Jan 1, 2004",Steve Guppy,"1,81m",9497,['England'],Celtic FC,28,"Mar 29, 1969",Retired
Left Winger,,"Sep 1, 1996",Stuart Slater,"1,75m",224420,['England'],Ipswich Town,28,"Mar 27, 1969",Retired
Right Winger,right,"Jan 1, 1996",Jamie Lawrence,"1,76m",14039,"['Jamaica', 'England']",Doncaster Rovers,27,"Mar 8, 1970",Retired
Centre-Forward,right,"Mar 1, 1996",Steve Claridge,"1,88m",29435,['England'],: Ablöse €1.80m,31,"Apr 10, 1966",Retired
Centre-Forward,right,"Jan 16, 1995",Mark Robins,"1,73m",13644,['England'],: Ablöse €1.25m,27,"Dec 22, 1969",Retired
Striker,left,"Sep 1, 1996",Sascha Lenhart,"1,73m",33611,['Germany'],: Ablöse free transfer,23,"Dec 16, 1973",Retired
Centre-Forward,right,"Jul 1, 1995",Emile Heskey,"1,88m",3142,"['England', 'Antigua and Barbuda']",Leicester City U18,19,"Jan 11, 1978",Retired
