position,foot,joinedOn,name,height,id,nationality,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,"Jul 1, 2003",David Seaman,"1,93m",3141,['England'],: Ablöse free transfer,40,"Sep 19, 1963",Retired
Goalkeeper,,"Jan 14, 2004",David James,,3646,"['England', 'Jamaica']",: Ablöse €2.80m,33,"Aug 1, 1970",Retired
Goalkeeper,right,"Jul 1, 1997",Nicky Weaver,"1,91m",3310,['England'],Mansfield Town,25,"Mar 2, 1979",Retired
Goalkeeper,right,"Jan 1, 2004",Árni Arason,"1,87m",3502,['Iceland'],: Ablöse free transfer,29,"May 7, 1975",Retired
Goalkeeper,right,"Jan 1, 2002",Kevin Stuhr-Ellegaard,"1,96m",3466,['Denmark'],Farum Boldklub,21,"May 23, 1983",Retired
Goalkeeper,right,"Jul 1, 2007",Kasper Schmeichel,"1,89m",16911,['Denmark'],: Ablöse -,17,"Nov 5, 1986",Celtic FC
Centre-Back,right,"Jul 1, 2002",David Sommeil,"1,79m",3803,"['Guadeloupe', 'France']",: Ablöse €4.50m,29,"Aug 10, 1974",Retired
Centre-Back,right,"Feb 1, 2004",Daniel Van Buyten,"1,97m",4740,['Belgium'],: Ablöse €1.00m,26,"Feb 7, 1978",Retired
Centre-Back,right,"Jul 1, 1997",Gerard Wiekens,"1,81m",3319,['Netherlands'],: Ablöse €454k,31,"Feb 25, 1973",Retired
Centre-Back,left,"Jul 1, 2002",Sylvain Distin,"1,92m",3356,"['France', 'Guadeloupe']",: Ablöse €6.00m,26,"Dec 16, 1977",Retired
Centre-Back,right,"Jan 1, 2002",Jihai Sun,"1,83m",3806,['China'],Dalian Shide,26,"Sep 30, 1977",Retired
Centre-Back,right,"Oct 18, 2000",Richard Dunne,"1,88m",3807,['Ireland'],: Ablöse €4.50m,24,"Sep 21, 1979",Retired
Centre-Back,right,"Jul 1, 2002",Mikkel Bischoff,"1,93m",3302,"['Denmark', 'Kenya']",Akademisk Boldklub,22,"Feb 3, 1982",Retired
Centre-Back,left,"Jul 1, 2003",Stephen Jordan,"1,83m",4082,['England'],: Ablöse -,22,"Mar 6, 1982",Retired
Left-Back,,"Jul 1, 2003",Michael Tarnat,,222,['Germany'],: Ablöse free transfer,34,"Oct 27, 1969",Retired
Left-Back,left,"Jul 1, 1998",Danny Tiatto,"1,73m",3227,"['Australia', 'Italy']",FC Baden 1897,31,"May 22, 1973",Retired
Defensive Midfield,right,"Jul 25, 2003",Paul Bosvelt,"1,83m",4376,['Netherlands'],: Ablöse €1.50m,34,"Mar 26, 1970",Retired
Defensive Midfield,right,"Nov 13, 2001",Christian Negouai,"1,94m",3811,"['Martinique', 'France']",: Ablöse €2.25m,26,"Jan 20, 1978",Retired
Defensive Midfield,right,,Glenn Whelan,"1,80m",12124,['Ireland'],,20,"Jan 13, 1984",Retired
Central Midfield,right,"Jul 1, 2003",Claudio Reyna,"1,75m",3475,"['United States', 'Portugal']",Sunderland AFC,30,"Jul 20, 1973",Retired
Central Midfield,right,"Jan 1, 2003",Joey Barton,"1,80m",3292,['England'],: Ablöse -,21,"Sep 2, 1982",Retired
Central Midfield,right,"Jul 1, 2003",Willo Flood,"1,68m",28809,['Ireland'],: Ablöse -,19,"Apr 10, 1985",Retired
Attacking Midfield,right,"Aug 4, 2003",Antoine Sibierski,"1,87m",5489,"['France', 'Poland']",: Ablöse €1.10m,29,"Aug 5, 1974",Retired
Attacking Midfield,right,"Jul 1, 2001",Eyal Berkovic,"1,70m",3231,['Israel'],Celtic FC,32,"Apr 2, 1972",Retired
Attacking Midfield,right,"Aug 30, 2003",Steve McManaman,"1,85m",3980,['England'],Real Madrid,32,"Feb 11, 1972",Retired
Left Winger,right,"Jul 1, 2003",Trevor Sinclair,"1,78m",3253,['England'],: Ablöse €3.75m,31,"Mar 2, 1973",Retired
Right Winger,right,"Jan 26, 2001",Darren Huckerby,"1,78m",3136,['England'],: Ablöse €4.00m,28,"Apr 23, 1976",Retired
Right Winger,right,"Aug 1, 2008",Shaun Wright-Phillips,"1,66m",3467,"['England', 'Grenada']",Chelsea FC,22,"Oct 25, 1981",Retired
Centre-Forward,left,"Jan 16, 2003",Robbie Fowler,"1,80m",3225,['England'],Leeds United,29,"Apr 9, 1975",Retired
Centre-Forward,right,"Jul 1, 2000",Paulo Wanchope,"1,93m",3230,"['Costa Rica', 'England']",: Ablöse €5.60m,27,"Jul 31, 1976",Retired
Centre-Forward,right,"Feb 5, 2002",Jon Macken,"1,78m",4080,"['Ireland', 'England']",: Ablöse €7.50m,26,"Sep 7, 1977",Retired
Centre-Forward,right,"Jul 1, 2002",Nicolas Anelka,"1,86m",3226,"['France', 'Martinique']",: Ablöse €15.00m,25,"Mar 14, 1979",Retired
Centre-Forward,right,,Stephen Elliott,"1,76m",17890,['Ireland'],,20,"Jan 6, 1984",Retired
