position,foot,joinedOn,name,height,id,nationality,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,"Jul 1, 1987",Tony Roberts,"1,83m",66886,['Wales'],Queens Park Rangers U18,26,"Aug 4, 1969",Retired
Goalkeeper,,"Jul 1, 1994",Sieb Dijkstra,,170387,['Netherlands'],Motherwell FC,29,"Oct 20, 1966",Retired
Goalkeeper,,"Aug 29, 1995",Juergen Sommer,,102009,['United States'],: Ablöse €1.00m,27,"Feb 27, 1969",Retired
Sweeper,,"Jul 1, 1995",Ned Zelic,,573,"['Australia', 'Croatia']",Borussia Dortmund,24,"Jul 4, 1971",Retired
Centre-Back,right,"Jul 1, 1981",Alan McDonald,"1,84m",117758,['Northern Ireland'],Queens Park Rangers U18,32,"Oct 12, 1963",---
Centre-Back,,"Jul 1, 1990",Karl Ready,,17974,['Wales'],Queens Park Rangers U21,23,"Aug 14, 1972",Retired
Centre-Back,,"Aug 16, 1993",Steve Yates,,223575,['England'],Bristol Rovers,26,"Jan 29, 1970",Retired
Centre-Back,,"Aug 4, 1995",Andy McDermott,"1,75m",15346,['Australia'],Unknown,19,"Mar 20, 1977",Retired
Centre-Back,right,"Jul 1, 1994",Chris Plummer,"1,88m",223571,['England'],Queens Park Rangers U18,19,"Oct 12, 1976",Retired
Left-Back,left,"Feb 15, 1991",Rufus Brevett,"1,72m",3883,['England'],Doncaster Rovers,26,"Sep 24, 1969",Retired
Left-Back,,"Jul 1, 1994",Trevor Challis,,223558,['England'],Queens Park Rangers U18,20,"Oct 23, 1975",Retired
Right-Back,right,"Sep 15, 1989",David Bardsley,"1,78m",223555,['England'],: Ablöse €615k,31,"Sep 11, 1964",Retired
Right-Back,,"Jul 23, 1987",Danny Maddix,"1,78m",223568,"['Jamaica', 'England']",: Ablöse ?,28,"Oct 11, 1967",Retired
Right-Back,right,"Jul 1, 1990",Andy Impey,"1,73m",4250,['England'],Yeading FC (- 2007),24,"Sep 30, 1971",Retired
Central Midfield,,"Nov 17, 1994",Ray Wilkins,,117197,['England'],: Ablöse free transfer,39,"Sep 14, 1956",---
Central Midfield,,"Jul 1, 1994",Matt Brazier,,175974,['England'],Queens Park Rangers U18,19,"Jul 2, 1976",---
Central Midfield,,"Jul 20, 1988",Simon Barker,"1,74m",223630,['England'],Blackburn Rovers,31,"Nov 4, 1964",Retired
Central Midfield,right,"Jul 1, 1995",Simon Osborn,"1,78m",13800,['England'],Reading FC,24,"Jan 19, 1972",Retired
Central Midfield,left,"Jan 1, 2010",Nigel Quashie,"1,75m",4139,"['Scotland', 'England']",: Ablöse free transfer,17,"Jul 20, 1978",Retired
Central Midfield,,"Oct 1, 1994",Steve Hodge,,101390,['England'],: Ablöse €360k,33,"Oct 25, 1962",Retired
Right Midfield,,"Aug 12, 1991",Ian Holloway,"1,73m",223566,['England'],Bristol Rovers,33,"Mar 12, 1963",Retired
Attacking Midfield,right,"Mar 8, 1996",Paul Murray,"1,75m",19390,['England'],Carlisle United,19,"Aug 31, 1976",Retired
Left Winger,right,"Jul 1, 1993",Trevor Sinclair,"1,78m",3253,['England'],Blackpool FC,23,"Mar 2, 1973",Retired
Right Winger,right,"Aug 9, 1995",Greg Goodridge,"1,68m",223563,['Barbados'],: Ablöse €120k,24,"Jul 10, 1971",Retired
Centre-Forward,right,"Jul 1, 1993",Danny Dichio,"1,91m",3651,"['England', 'Italy']",Queens Park Rangers U18,21,"Oct 19, 1974",Retired
Centre-Forward,right,"Nov 20, 2001",Kevin Gallen,"1,80m",13727,['England'],Barnsley FC,20,"Sep 21, 1975",Retired
Centre-Forward,,"Oct 29, 1991",Gary Penrice,"1,73m",222646,['England'],: Ablöse €788k,32,"Mar 23, 1964",Retired
Centre-Forward,both,"Sep 30, 1988",Bradley Allen,"1,73m",223445,['England'],Queens Park Rangers U18,24,"Sep 13, 1971",Retired
Centre-Forward,,"Aug 4, 1995",Lee Charles,,223559,['England'],Chertsey Town,24,"Aug 20, 1971",Retired
Centre-Forward,right,"Nov 3, 1995",Mark Hateley,"1,90m",117192,['England'],: Ablöse €1.75m,34,"Nov 7, 1961",Retired
Centre-Forward,,"Jul 1, 1994",Michael Mahoney-Johnson,,1069371,['England'],Queens Park Rangers U18,19,"Nov 6, 1976",Retired
