position,foot,joinedOn,name,height,id,nationality,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,,"Jul 1, 1996",Simon Brown,"1,88m",21412,['England'],Tottenham Hotspur U18,19,"Dec 3, 1976",Retired
Goalkeeper,right,"Dec 4, 1989",Ian Walker,"1,85m",4137,['England'],Tottenham Hotspur U18,24,"Oct 31, 1971",Retired
Goalkeeper,,"Jan 1, 1989",Erik Thorstvedt,,97270,['Norway'],: Ablöse ?,33,"Oct 28, 1962",Retired
Goalkeeper,right,"Jan 1, 1993",Chris Day,"1,88m",13721,['England'],Tottenham Hotspur U18,20,"Jul 28, 1975",Retired
Centre-Back,,"Jul 1, 1995",Ian Sampson,"1,88m",262086,['England'],Northampton Town,27,"Nov 14, 1968",Retired
Centre-Back,,"Jul 1, 1994",Owen Coll,"1,85m",359114,['Ireland'],Enfield FC,20,"Apr 9, 1976",Retired
Centre-Back,,"Jul 1, 1994",Leon Townley,"1,88m",996829,['England'],Tottenham Hotspur Youth,20,"Feb 16, 1976",Retired
Centre-Back,right,"Jul 1, 1993",Colin Calderwood,"1,83m",103641,['Scotland'],Swindon Town,31,"Jan 20, 1965",Retired
Centre-Back,right,"Aug 1, 1982",Gary Mabbutt,"1,78m",109493,['England'],Bristol Rovers,34,"Aug 23, 1961",Retired
Centre-Back,right,,Stuart Nethercott,"1,85m",13595,['England'],,23,"Mar 21, 1973",Retired
Centre-Back,right,"Feb 1, 1994",Kevin Scott,"1,93m",222741,['England'],Newcastle United,29,"Dec 17, 1966",Retired
Centre-Back,,"Jul 1, 1992",Sol Campbell,,3198,"['England', 'Jamaica']",Tottenham Hotspur U18,21,"Sep 18, 1974",Retired
Centre-Back,right,"Jul 2, 1992",Jason Cundy,"1,83m",176789,['England'],: Ablöse €875k,26,"Nov 12, 1969",Retired
Left-Back,,"Jul 1, 1990",Justin Edinburgh,,104903,['England'],Southend United,26,"Dec 18, 1969",---
Left-Back,left,"Jul 1, 1994",Jamie Clapham,"1,75m",3938,['England'],Tottenham Hotspur U18,20,"Dec 7, 1975",Retired
Left-Back,left,"Jul 1, 1995",Clive Wilson,"1,70m",109500,['England'],: Ablöse free transfer,34,"Nov 13, 1961",Retired
