position,foot,status,joinedOn,name,height,id,nationality,marketValue,joined,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,,"Jul 20, 2023",James Trafford,"1,97m",566799,['England'],€18.00m,,Manchester City U21,21,"Oct 10, 2002",Burnley FC
Goalkeeper,right,,"Jul 22, 2022",Arijanet Muric,"1,98m",371021,"['Kosovo', 'Montenegro']",€7.00m,,Manchester City,25,"Nov 7, 1998",Ipswich Town
Goalkeeper,left,,"Jul 1, 2023",Lawrence Vigouroux,"1,94m",243591,"['Chile', 'England']",€300k,,Leyton Orient,30,"Nov 19, 1993",Swansea City
Goalkeeper,right,"No eligibility - until Dec 31, 2024 - Serie C - Girone B - 18 matchdays","Aug 26, 2022",Denis Franchi,"1,89m",606576,['Italy'],€250k,,: Ablöse ?,21,"Oct 22, 2002",Ternana Calcio
Centre-Back,right,"Knee injury - Return expected on Jan 6, 2025","Jul 1, 2023",Jordan Beyer,"1,87m",403898,['Germany'],€13.00m,,Borussia Mönchengladbach,24,"May 19, 2000",Burnley FC
Centre-Back,right,,"Jan 13, 2023",Ameen Al-Dakhil,"1,87m",620598,"['Belgium', 'Iraq']",€12.00m,,Sint-Truidense VV,22,"Mar 6, 2002",VfB Stuttgart
Centre-Back,right,,"Jul 1, 2023",Dara O'Shea,"1,89m",401320,['Ireland'],€7.00m,,West Bromwich Albion,25,"Mar 4, 1999",Ipswich Town
Centre-Back,right,Hamstring injury - Return unknown,"Jan 21, 2023",Hjalmar Ekdal,"1,87m",392179,['Sweden'],€7.00m,,Djurgårdens IF,25,"Oct 21, 1998",Burnley FC
Centre-Back,left,,"Jul 1, 2024",Maxime Estève,"1,93m",842341,['France'],€7.00m,"Joined from Montpellier HSC; date: Jul 1, 2024; fee: €12.00m",Montpellier HSC,22,"May 26, 2002",Burnley FC
Centre-Back,left,,"Aug 22, 2023",Hannes Delcroix,"1,83m",338635,"['Belgium', 'Haiti']",€4.00m,,RSC Anderlecht,25,"Feb 28, 1999",Burnley FC
Centre-Back,right,,"Jul 1, 2022",Luke McNally,"1,93m",535927,['Ireland'],€3.80m,,Oxford United,24,"Sep 20, 1999",Bristol City
Centre-Back,right,,"Jul 1, 2022",CJ Egan-Riley,"1,83m",581669,"['England', 'Ireland']",€1.50m,"Returned after loan spell with PSV Eindhoven U21; date: Jun 30, 2024; fee: End of loan",Manchester City U21,21,"Jan 2, 2003",Burnley FC
Left-Back,left,,"Jul 6, 2017",Charlie Taylor,"1,83m",195633,['England'],€3.00m,,Leeds United,30,"Sep 18, 1993",Southampton FC
Right-Back,right,,"Feb 1, 2024",Lorenz Assignon,"1,81m",711969,"['France', 'Togo']",€10.00m,,Stade Rennais FC,24,"Jun 22, 2000",Stade Rennais FC
Right-Back,right,,"Aug 31, 2021",Connor Roberts,"1,75m",214666,['Wales'],€7.00m,,: Ablöse €2.90m,28,"Sep 23, 1995",Burnley FC
Right-Back,right,,"Jul 28, 2022",Vitinho,"1,74m",468249,['Brazil'],€5.00m,,Cercle Brugge ,24,"Jul 23, 1999",Botafogo de Futebol e Regatas
Defensive Midfield,right,,"Aug 9, 2023",Sander Berge,"1,95m",333014,['Norway'],€20.00m,,Sheffield United,26,"Feb 14, 1998",Fulham FC
Defensive Midfield,right,,"Jul 12, 2022",Josh Cullen,"1,75m",242606,"['Ireland', 'England']",€10.00m,,: Ablöse €3.00m,28,"Apr 7, 1996",Burnley FC
Defensive Midfield,right,,"Aug 31, 2023",Han-Noah Massengo,"1,78m",536508,"['France', 'Congo']",€4.00m,,Bristol City,22,"Jul 7, 2001",Burnley FC
Defensive Midfield,right,,"Jul 11, 2017",Jack Cork,"1,85m",40613,['England'],€800k,,: Ablöse €9.10m,35,"Jun 25, 1989",Burnley FC U21
Central Midfield,right,Team captain,"Jan 30, 2020",Josh Brownhill,"1,79m",293569,['England'],€15.00m,,Bristol City,28,"Dec 19, 1995",Burnley FC
Attacking Midfield,right,,"Aug 22, 2023",Aaron Ramsey,"1,81m",646658,['England'],€15.00m,,: Ablöse €16.45m,21,"Jan 21, 2003",Burnley FC
