position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,left,,"Jul 1, 2017",Ederson,"1,88m",238223,"['Brazil', 'Portugal']",€35.00m,SL Benfica,30,"Aug 17, 1993",Manchester City
Goalkeeper,right,,"Jul 1, 2022",Stefan Ortega,"1,85m",85941,"['Germany', 'Spain']",€9.00m,Arminia Bielefeld,31,"Nov 6, 1992",Manchester City
Goalkeeper,right,,"Jul 9, 2019",Zack Steffen,"1,91m",221624,['United States'],€2.00m,: Ablöse €6.82m,29,"Apr 2, 1995",Colorado Rapids
Goalkeeper,,,,True Grant,,919438,"['England', 'Jamaica']",€500k,,18,"Nov 2, 2005",Buxton FC
Goalkeeper,right,,"Jul 20, 2021",Scott Carson,"1,88m",14555,['England'],€200k,Derby County,38,"Sep 3, 1985",Manchester City
Centre-Back,right,,"Sep 29, 2020",Rúben Dias,"1,87m",258004,['Portugal'],€80.00m,SL Benfica,27,"May 14, 1997",Manchester City
Centre-Back,right,,"Sep 1, 2022",Manuel Akanji,"1,88m",284730,"['Switzerland', 'Nigeria']",€45.00m,Borussia Dortmund,28,"Jul 19, 1995",Manchester City
Centre-Back,left,,"Aug 5, 2020",Nathan Aké,"1,80m",177476,"['Netherlands', ""Cote d'Ivoire""]",€40.00m,AFC Bournemouth,29,"Feb 18, 1995",Manchester City
Centre-Back,right,,"Aug 9, 2016",John Stones,"1,88m",186590,['England'],€38.00m,Everton FC,30,"May 28, 1994",Manchester City
Centre-Back,right,,"Jan 1, 2021",Taylor Harwood-Bellis,"1,88m",503977,['England'],€22.00m,Manchester City U23,22,"Jan 30, 2002",Southampton FC
Centre-Back,left,,"Jan 30, 2018",Aymeric Laporte,"1,91m",176553,"['Spain', 'France']",€20.00m,Athletic Bilbao,30,"May 27, 1994",Al-Nassr FC
Centre-Back,both,,,Max Alleyne,,843595,"['England', 'Barbados']",€500k,,18,"Jul 21, 2005",Manchester City U21
Left-Back,left,,"Aug 5, 2023",Josko Gvardiol,"1,85m",475959,['Croatia'],€75.00m,RB Leipzig,22,"Jan 23, 2002",Manchester City
Left-Back,left,,"Jan 1, 2023",Josh Wilson-Esbrand,"1,76m",576121,"['England', 'Jamaica']",€4.00m,Manchester City U21,21,"Dec 26, 2002",Manchester City
Right-Back,right,,"Jul 1, 2022",Rico Lewis,"1,69m",701057,['England'],€38.00m,Manchester City U18,19,"Nov 21, 2004",Manchester City
Right-Back,right,Team captain,"Jul 14, 2017",Kyle Walker,"1,78m",95424,['England'],€13.00m,Tottenham Hotspur,34,"May 28, 1990",Manchester City
Right-Back,right,,"Jul 29, 2020",Issa Kaboré,"1,80m",649452,['Burkina Faso'],€10.00m,KV Mechelen,23,"May 12, 2001",SL Benfica
Defensive Midfield,right,Cruciate ligament tear - Return unknown,"Jul 4, 2019",Rodri,"1,91m",357565,['Spain'],€120.00m,: Ablöse €70.00m,28,"Jun 22, 1996",Manchester City
Defensive Midfield,right,,"Jul 4, 2022",Kalvin Phillips,"1,79m",351749,"['England', 'Jamaica']",€25.00m,Leeds United,28,"Dec 2, 1995",Ipswich Town
Defensive Midfield,left,"unknown injury - Return expected on Dec 9, 2024","Jan 23, 2023",Máximo Perrone,"1,77m",668547,"['Argentina', 'Spain']",€9.00m,CA Vélez Sarsfield,21,"Jan 7, 2003",Como 1907
Defensive Midfield,right,"Thigh problems - Return expected on Dec 31, 2024",,Mahamadou Susoho,"1,75m",895074,"['Spain', 'England']",€1.50m,,19,"Jan 20, 2005",Peterborough United
Defensive Midfield,right,,,Jacob Wright,"1,78m",983702,['England'],€800k,,18,"Sep 21, 2005",Manchester City U21
