position,foot,status,joinedOn,name,height,id,nationality,marketValue,joined,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,both,,"Jul 1, 2023",Mark Flekken,"1,95m",125714,['Netherlands'],€12.00m,,SC Freiburg,31,"Jun 13, 1993",Brentford FC
Goalkeeper,right,,"Jul 14, 2022",Thomas Strakosha,"1,93m",222209,"['Albania', 'Greece']",€3.00m,,SS Lazio,29,"Mar 19, 1995",AEK Athens
Goalkeeper,right,,"Jan 26, 2024",Hákon Rafn Valdimarsson,"1,95m",488935,['Iceland'],€2.50m,,IF Elfsborg,22,"Oct 13, 2001",Brentford FC
Goalkeeper,right,,"Jul 1, 2022",Matthew Cox,"1,83m",741236,['England'],€800k,,Brentford FC B,21,"May 2, 2003",Brentford FC
Goalkeeper,right,,"Jul 1, 2018",Ellery Balcombe,"1,90m",456292,"['England', 'St. Vincent & Grenadinen']",€300k,,Brentford FC B,24,"Oct 15, 1999",St. Mirren FC
Goalkeeper,right,,,Vincent Angelini,"1,90m",736251,"['Scotland', 'Italy']",€100k,,,20,"Sep 12, 2003",Al-Riyadh SC
Centre-Back,right,,"Jul 4, 2023",Nathan Collins,"1,93m",469050,['Ireland'],€25.00m,,Wolverhampton Wanderers,23,"Apr 30, 2001",Brentford FC
Centre-Back,right,Foot injury - Return unknown,"Jul 21, 2021",Kristoffer Ajer,"1,98m",328658,['Norway'],€15.00m,,Celtic FC,26,"Apr 17, 1998",Brentford FC
Centre-Back,left,,"Jul 2, 2019",Ethan Pinnock,"1,94m",442248,"['Jamaica', 'England']",€12.00m,,Barnsley FC,31,"May 29, 1993",Brentford FC
Centre-Back,right,,"Sep 9, 2021",Zanka,"1,89m",52059,['Denmark'],€1.00m,,Fenerbahce,34,"Apr 23, 1990",RSC Anderlecht
Centre-Back,left,,"Jul 22, 2022",Ben Mee,"1,80m",74810,['England'],€1.00m,,: Ablöse free transfer,34,"Sep 21, 1989",Brentford FC
Centre-Back,both,,"Jul 1, 2024",Ji-soo Kim,"1,92m",709767,"['Korea, South']",€600k,"Internal transfer: Brentford FC B; date: Jul 1, 2024",Brentford FC B,19,"Dec 24, 2004",Brentford FC
Centre-Back,right,,"Aug 19, 2020",Charlie Goode,"1,96m",376856,['England'],€500k,,Northampton Town,28,"Aug 3, 1995",Stevenage FC
Centre-Back,,,,Benjamin Arthur,,1144158,['England'],€250k,,,18,"Oct 9, 2005",Brentford FC B
Centre-Back,right,,,Benjamin Fredrick,"1,87m",1071138,['Nigeria'],€150k,,,19,"May 28, 2005",Brentford FC B
Left-Back,left,,"Aug 31, 2016",Rico Henry,"1,70m",339556,"['England', 'Jamaica']",€20.00m,,Walsall FC,26,"Jul 8, 1997",Brentford FC
Left-Back,left,,"Jan 17, 2024",Sergio Reguilón,"1,78m",282429,['Spain'],€12.00m,,Tottenham Hotspur,27,"Dec 16, 1996",Tottenham Hotspur
Left-Back,left,,,Val Adedokun,,747996,"['Ireland', 'Nigeria']",€150k,,,21,"Feb 14, 2003",Diósgyőri VTK
Right-Back,both,"Hamstring injury - Return expected on Apr 2, 2025","Jul 9, 2022",Aaron Hickey,"1,85m",591949,['Scotland'],€28.00m,,Bologna FC 1909,22,"Jun 10, 2002",Brentford FC
Right-Back,right,,"Aug 7, 2019",Mads Roerslev,"1,84m",391005,['Denmark'],€10.00m,,: Ablöse €60k,25,"Jun 24, 1999",Brentford FC
Right-Back,right,,"Jul 1, 2022",Fin Stevens,"1,79m",587019,"['Wales', 'England']",€450k,,Brentford FC B,21,"Apr 10, 2003",FC St. Pauli
Defensive Midfield,left,,"Oct 3, 2020",Vitaly Janelt,"1,84m",270171,['Germany'],€22.00m,,VfL Bochum,26,"May 10, 1998",Brentford FC
Defensive Midfield,right,Team captain,"Jul 1, 2019",Christian Nørgaard,"1,87m",148367,['Denmark'],€18.00m,,: Ablöse €3.50m,30,"Mar 10, 1994",Brentford FC
Defensive Midfield,right,,"Jan 11, 2024",Yunus Emre Konak,"1,81m",1141628,['Türkiye'],€3.50m,,Sivasspor,18,"Jan 10, 2006",Brentford FC
Central Midfield,right,,"Jul 10, 2019",Mathias Jensen,"1,80m",319859,['Denmark'],€28.00m,,Celta de Vigo,28,"Jan 1, 1996",Brentford FC
Central Midfield,left,"Knee surgery - Return expected on Mar 15, 2025","Aug 21, 2018",Josh Dasilva,"1,84m",340321,"['England', 'Angola']",€10.00m,,Arsenal FC U23,25,"Oct 23, 1998",Brentford FC
Central Midfield,right,,"Jul 20, 2021",Frank Onyeka,"1,83m",421637,['Nigeria'],€9.00m,,FC Midtjylland,26,"Jan 1, 1998",FC Augsburg
Central Midfield,right,,"Jan 31, 2020",Shandon Baptiste,"1,80m",533916,"['Grenada', 'England']",€2.50m,,Oxford United,26,"Apr 8, 1998",Luton Town
Central Midfield,right,,"Jul 1, 2022",Paris Maghoma,"1,84m",470596,"['England', 'DR Congo']",€350k,,Brentford FC B,23,"May 8, 2001",Brentford FC
Central Midfield,,,,Ethan Brierley,"1,68m",718250,['England'],€300k,,,20,"Nov 23, 2003",Brentford FC B
Central Midfield,right,,"Jul 1, 2023",Ryan Trevitt,"1,70m",874538,['England'],€275k,,Brentford FC B,21,"Mar 12, 2003",Brentford FC
Attacking Midfield,right,,"Jul 1, 2023",Yegor Yarmolyuk,"1,80m",717411,['Ukraine'],€10.00m,,Brentford FC B,20,"Mar 1, 2004",Brentford FC
Attacking Midfield,right,,"Jan 14, 2021",Saman Ghoddos,"1,75m",204294,"['Iran', 'Sweden']",€2.00m,,: Ablöse ?,30,"Sep 6, 1993",Kalba FC
Attacking Midfield,,,"Jul 23, 2021",Myles Peart-Harris,"1,87m",587002,"['Jamaica', 'England']",€700k,,Chelsea FC U23,21,"Sep 18, 2002",Swansea City
Left Winger,right,,"Jul 1, 2023",Kevin Schade,"1,85m",473050,"['Germany', 'Nigeria']",€22.00m,,SC Freiburg,22,"Nov 27, 2001",Brentford FC
Left Winger,right,,"Jul 12, 2022",Keane Lewis-Potter,"1,70m",644401,['England'],€15.00m,,Hull City,23,"Feb 22, 2001",Brentford FC
Left Winger,right,,"Aug 10, 2022",Mikkel Damsgaard,"1,80m",540941,['Denmark'],€10.00m,,UC Sampdoria,23,"Jul 3, 2000",Brentford FC
Right Winger,left,,"Aug 5, 2019",Bryan Mbeumo,"1,71m",413039,"['Cameroon', 'France']",€40.00m,,ESTAC Troyes,24,"Aug 7, 1999",Brentford FC
Right Winger,,,,Michael Olakigbe,"1,80m",734425,"['England', 'Nigeria']",€600k,,,20,"Apr 25, 2004",Wigan Athletic
Centre-Forward,right,,"Sep 1, 2020",Ivan Toney,"1,85m",251664,"['England', 'Jamaica']",€50.00m,,Peterborough United,28,"Mar 16, 1996",Al-Ahli SFC
Centre-Forward,right,,"Aug 10, 2021",Yoane Wissa,"1,76m",388165,"['DR Congo', 'France']",€28.00m,,FC Lorient,27,"Sep 3, 1996",Brentford FC
Centre-Forward,right,,"Sep 1, 2023",Neal Maupay,"1,71m",217115,"['France', 'Argentina']",€12.00m,,Everton FC,27,"Aug 14, 1996",Olympique Marseille
