position,foot,status,joinedOn,name,height,id,nationality,marketValue,joined,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,,"Aug 9, 2023",Matt Turner,"1,91m",425306,"['United States', 'Lithuania']",€7.00m,,Arsenal FC,30,"Jun 24, 1994",Crystal Palace
Goalkeeper,right,,"Sep 1, 2023",Odysseas Vlachodimos,"1,91m",124419,"['Greece', 'Germany']",€7.00m,,SL Benfica,30,"Apr 26, 1994",Newcastle United
Goalkeeper,right,,"Feb 1, 2024",Matz Sels,"1,88m",127202,['Belgium'],€7.00m,,RC Strasbourg Alsace,32,"Feb 26, 1992",Nottingham Forest
Goalkeeper,right,,"Jul 13, 2021",Ethan Horvath,"1,95m",242284,['United States'],€1.80m,,Club Brugge KV,29,"Jun 9, 1995",Cardiff City
Goalkeeper,right,,"Jul 15, 2022",Wayne Hennessey,"1,98m",45494,['Wales'],€250k,,: Ablöse free transfer,37,"Jan 24, 1987",Without Club
Centre-Back,left,,"Aug 31, 2023",Murillo,"1,84m",1005649,['Brazil'],€35.00m,,Sport Club Corinthians Paulista,21,"Jul 4, 2002",Nottingham Forest
Centre-Back,left,,"Jul 6, 2022",Moussa Niakhaté,"1,90m",291200,"['Senegal', 'France']",€16.00m,,1.FSV Mainz 05,28,"Mar 8, 1996",Olympique Lyon
Centre-Back,right,,"Sep 1, 2023",Andrew Omobamidele,"1,88m",621993,"['Ireland', 'Nigeria']",€11.00m,,Norwich City,22,"Jun 23, 2002",Nottingham Forest
Centre-Back,left,,"Sep 23, 2020",Scott McKenna,"1,89m",255906,['Scotland'],€9.00m,"Returned after loan spell with FC Copenhagen; date: Jun 30, 2024; fee: End of loan",Aberdeen FC,27,"Nov 12, 1996",UD Las Palmas
Centre-Back,right,,"Jul 1, 2015",Joe Worrall,"1,90m",415970,['England'],€7.50m,"Returned after loan spell with Besiktas JK; date: Jun 30, 2024; fee: End of loan",Nottingham Forest U18,27,"Jan 10, 1997",Burnley FC
Centre-Back,right,,"Sep 1, 2022",Willy Boly,"1,95m",142310,"[""Cote d'Ivoire"", 'France']",€2.50m,,Wolverhampton Wanderers,33,"Feb 3, 1991",Nottingham Forest
Centre-Back,right,,"Jan 31, 2023",Felipe,"1,90m",156501,['Brazil'],€1.50m,,: Ablöse €2.30m,35,"May 16, 1989",Retired
Centre-Back,right,,"Jul 1, 2024",Zach Abbott,,933017,['England'],€300k,"Internal transfer: Nottingham Forest U21; date: Jul 1, 2024",Nottingham Forest U21,18,"May 13, 2006",Nottingham Forest
Left-Back,left,,"Sep 1, 2023",Nuno Tavares,"1,83m",535955,"['Portugal', 'Cape Verde']",€15.00m,,Arsenal FC,24,"Jan 26, 2000",SS Lazio
Left-Back,left,,"Jul 20, 2022",Harry Toffolo,"1,83m",198516,"['England', 'Italy']",€5.00m,,Huddersfield Town,28,"Aug 19, 1995",Nottingham Forest
Right-Back,right,,"Jul 10, 2022",Neco Williams,"1,83m",503680,['Wales'],€17.00m,,: Ablöse €20.00m,23,"Apr 13, 2001",Nottingham Forest
Right-Back,right,,"Jul 22, 2023",Ola Aina,"1,84m",236490,"['Nigeria', 'England']",€12.00m,,Torino FC,27,"Oct 8, 1996",Nottingham Forest
Right-Back,right,,"Aug 23, 2023",Gonzalo Montiel,"1,75m",402733,"['Argentina', 'Spain']",€10.00m,,Sevilla FC,27,"Jan 1, 1997",Sevilla FC
Right-Back,right,,"Sep 7, 2022",Serge Aurier,"1,76m",127032,"[""Cote d'Ivoire""]",€3.70m,,Without Club,31,"Dec 24, 1992",Without Club
Defensive Midfield,right,Hamstring injury - Return unknown,"Sep 1, 2023",Ibrahim Sangaré,"1,91m",375885,"[""Cote d'Ivoire""]",€30.00m,,PSV Eindhoven,26,"Dec 2, 1997",Nottingham Forest
Defensive Midfield,left,Foot injury - Return unknown,"Jan 16, 2023",Danilo,"1,77m",808509,['Brazil'],€28.00m,,Sociedade Esportiva Palmeiras,23,"Apr 29, 2001",Nottingham Forest
Defensive Midfield,right,,"Jul 31, 2022",Orel Mangala,"1,78m",289592,"['Belgium', 'DR Congo']",€20.00m,"Returned after loan spell with Olympique Lyon; date: Jun 30, 2024; fee: End of loan",VfB Stuttgart,26,"Mar 18, 1998",Everton FC
Defensive Midfield,right,,"Aug 13, 2022",Cheikhou Kouyaté,"1,89m",66934,"['Senegal', 'Belgium']",€1.00m,,Crystal Palace,34,"Dec 21, 1989",Without Club
Defensive Midfield,right,,,Jamie McDonnell,,694901,['Northern Ireland'],€200k,,,20,"Feb 16, 2004",Colchester United
Central Midfield,right,,"Sep 1, 2023",Nicolás Domínguez,"1,79m",497291,"['Argentina', 'Italy']",€17.00m,,Bologna FC 1909,26,"Jun 28, 1998",Nottingham Forest
Central Midfield,right,,"Aug 25, 2023",Andrey Santos,"1,80m",743600,['Brazil'],€15.00m,,Chelsea FC,20,"May 3, 2004",RC Strasbourg Alsace
