position,foot,joinedOn,name,height,id,nationality,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,"Jul 1, 1996",Nigel Martyn,"1,88m",3629,['England'],: Ablöse €3.35m,34,"Aug 11, 1966",Retired
Goalkeeper,right,"Jul 1, 1998",Paul Robinson,"1,93m",3630,['England'],Leeds United U18,21,"Oct 15, 1979",Retired
Goalkeeper,right,"Jul 1, 1999",Dejan Milosevic,"1,89m",3770,"['Australia', 'Serbia']",: Ablöse €175k,23,"Jun 26, 1978",Retired
Defender,,,Kevin Aherne-Evans,,544227,['Wales'],,20,"Dec 16, 1980",Retired
Centre-Back,right,"Jul 1, 1994",Lucas Radebe,"1,86m",3088,['South Africa'],Kaizer Chiefs,32,"Apr 12, 1969",Retired
Centre-Back,right,"Jul 1, 1998",Jonathan Woodgate,"1,88m",3224,['England'],Leeds United U18,21,"Jan 22, 1980",Retired
Centre-Back,both,"Jul 9, 1999",Michael Duberry,"1,85m",3633,"['England', 'Montserrat']",: Ablöse €6.75m,25,"Oct 14, 1975",Retired
Centre-Back,right,"Jul 1, 1999",Danny Hay,"1,91m",14020,['New Zealand'],: Ablöse €280k,26,"May 15, 1975",Retired
Centre-Back,right,"Nov 26, 2000",Rio Ferdinand,"1,89m",3235,['England'],: Ablöse €26.00m,22,"Nov 7, 1978",Retired
Centre-Back,right,"Jan 1, 1997",Robert Molenaar,"1,92m",6249,['Netherlands'],: Ablöse €1.40m,32,"Feb 27, 1969",Retired
Left-Back,left,"Jul 1, 1995",Ian Harte,"1,75m",3634,['Ireland'],Leeds United U18,23,"Aug 31, 1977",Retired
Left-Back,left,"Aug 18, 2000",Dominic Matteo,"1,86m",3765,"['Scotland', 'England']",: Ablöse €7.13m,27,"Apr 28, 1974",Retired
Left-Back,,"Jul 1, 1998",Gareth Evans,"1,83m",214709,['England'],Leeds United U18,20,"Feb 15, 1981",Retired
Right-Back,right,"Jul 1, 1991",Gary Kelly,"1,73m",3631,['Ireland'],Leeds United U18,26,"Jul 9, 1974",Retired
Right-Back,right,"Jul 1, 1999",Danny Mills,"1,80m",3743,['England'],Charlton Athletic,24,"May 18, 1977",Retired
Right-Back,right,"Jul 1, 1995",Alan Maybury,"1,80m",12597,['Ireland'],Leeds United U18,22,"Aug 8, 1978",Retired
Defensive Midfield,both,"Jul 1, 2000",Olivier Dacourt,"1,75m",3572,"['France', 'Guadeloupe']",: Ablöse €10.50m,26,"Sep 25, 1974",Retired
Defensive Midfield,right,"Jan 1, 1999",David Batty,"1,70m",3295,['England'],Newcastle United,32,"Dec 2, 1968",Retired
Defensive Midfield,left,"Jul 1, 2000",Jacob Burns,"1,78m",4096,['Australia'],Parramatta Power,23,"Apr 21, 1978",Retired
Midfielder,,"Jul 1, 1997",Wesley Boyle,"1,83m",107186,['Northern Ireland'],Leeds United U18,22,"Mar 30, 1979",Retired
Central Midfield,right,"Jul 1, 1996",Lee Bowyer,"1,75m",3877,['England'],Charlton Athletic,24,"Jan 3, 1977",Retired
Central Midfield,,"Jul 1, 1998",Alan Smith,,3768,['England'],Leeds United U18,20,"Oct 28, 1980",Retired
Central Midfield,right,"Jul 1, 1999",Eirik Bakke,"1,88m",3284,['Norway'],Sogndal IL,23,"Sep 13, 1977",Retired
Central Midfield,right,"Feb 1, 1999",Matt Jones,"1,80m",4252,['Wales'],Leeds United Reserves,20,"Sep 1, 1980",Retired
Central Midfield,right,"Jul 1, 2000",Jamie McMaster,"1,78m",3766,"['Australia', 'England']",New South Wales Institute of Sport,18,"Nov 29, 1982",Retired
Left Midfield,left,"Jul 1, 1997",Stephen McPhail,"1,77m",3764,"['Ireland', 'England']",Leeds United U18,21,"Dec 9, 1979",Retired
Left Midfield,left,"Jan 1, 2000",Jason Wilcox,"1,80m",3320,['England'],Blackburn Rovers,29,"Jul 15, 1971",Retired
Attacking Midfield,right,,Tony Hackworth,"1,85m",13701,['England'],,21,"May 19, 1980",Retired
Left Winger,left,"Dec 23, 1995",Harry Kewell,"1,80m",3241,"['Australia', 'England']",Marconi Stallions FC,22,"Sep 22, 1978",Retired
Right Winger,right,"Jul 1, 1999",Darren Huckerby,"1,78m",3136,['England'],Coventry City,25,"Apr 23, 1976",Retired
Centre-Forward,right,"Jul 1, 2001",Robbie Keane,"1,75m",3144,['Ireland'],: Ablöse €18.00m,20,"Jul 8, 1980",Retired
Centre-Forward,right,"Jul 1, 1999",Michael Bridges,"1,85m",3767,['England'],Sunderland AFC,22,"Aug 5, 1978",Retired
Centre-Forward,both,"Jul 1, 2000",Mark Viduka,"1,88m",3242,"['Australia', 'Croatia']",Celtic FC,25,"Oct 9, 1975",Retired
