position,foot,joinedOn,name,height,id,nationality,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,,"Jul 30, 1999",Tim Flowers,"1,90m",4249,['England'],Blackburn Rovers,34,"Feb 3, 1967",Retired
Goalkeeper,right,"Jul 1, 2000",Simon Royce,"1,88m",5162,['England'],Charlton Athletic,29,"Sep 9, 1971",Retired
Goalkeeper,,"Aug 1, 2001",Michael Price,,277347,['England'],Leicester City U18,18,"Mar 4, 1983",Retired
Goalkeeper,,"Jul 1, 1997",Ian Andrews,"1,88m",195510,['England'],: Ablöse free transfer,36,"Dec 1, 1964",Retired
Centre-Back,right,"Jul 1, 1998",Gerry Taggart,"1,88m",4264,['Northern Ireland'],: Ablöse free transfer,30,"Oct 18, 1970",Retired
Centre-Back,left,"Jul 1, 2000",Jon Ashton,"1,88m",4261,['England'],Leicester City U18,18,"Oct 4, 1982",Retired
Centre-Back,right,"Jul 1, 2000",Gary Rowett,"1,85m",4102,['England'],: Ablöse €4.50m,27,"Mar 6, 1974",Retired
Centre-Back,left,"Aug 13, 1998",Frank Sinclair,"1,78m",8056,"['Jamaica', 'England']",: Ablöse €3.00m,29,"Dec 3, 1971",Retired
Centre-Back,,"Jul 1, 1986",Steve Walsh,"1,91m",107799,['England'],Wigan Athletic,36,"Nov 3, 1964",Retired
Centre-Back,left,"Aug 10, 1999",Phil Gilchrist,"1,83m",3656,['England'],: Ablöse ?,27,"Aug 25, 1973",Retired
Centre-Back,,"Jan 1, 1997",Matt Elliott,,107793,"['Scotland', 'England']",: Ablöse €2.40m,32,"Nov 1, 1968",Retired
Centre-Back,left,"Nov 1, 2000",Damien Delaney,"1,90m",36861,['Ireland'],Cork City FC,19,"Jul 20, 1981",Retired
Left-Back,left,,Danny Thomas,"1,69m",34614,['England'],,20,"May 1, 1981",Retired
Left-Back,left,"Jul 1, 2000",Callum Davidson,"1,78m",4251,['Scotland'],Blackburn Rovers,25,"Jun 25, 1976",Retired
Left-Back,left,"Jan 1, 2000",Jordan Stewart,"1,83m",9217,['England'],Leicester City U18,19,"Mar 3, 1982",Retired
Right-Back,right,"Jan 1, 1999",Andy Impey,"1,73m",4250,['England'],: Ablöse €3.10m,29,"Sep 30, 1971",Retired
Defensive Midfield,both,"Jul 1, 1997",Robbie Savage,"1,83m",3797,['Wales'],Crewe Alexandra,26,"Oct 18, 1974",Retired
Defensive Midfield,,"Jul 1, 1996",Stuart Campbell,,49699,['Scotland'],Leicester City U18,23,"Dec 9, 1977",Retired
Central Midfield,right,"Jul 1, 1996",Muzzy Izzet,"1,77m",3123,"['Türkiye', 'England']",: Ablöse €1.20m,26,"Oct 31, 1974",Retired
Central Midfield,right,"Jul 1, 2001",Matt Jones,"1,80m",4252,['Wales'],: Ablöse €4.50m,20,"Sep 1, 1980",Retired
