position,foot,joinedOn,name,height,id,nationality,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,,"Jul 1, 1999",Jonny Brain,"1,93m",67372,['England'],Carlisle United,18,"Feb 11, 1983",Retired
Goalkeeper,right,"Jul 1, 1997",Shay Given,"1,85m",3146,['Ireland'],Blackburn Rovers,25,"Apr 20, 1976",Retired
Goalkeeper,right,"Jul 1, 1993",Steve Harper,"1,88m",3562,['England'],Seaham Red Star,26,"Mar 14, 1975",Retired
Goalkeeper,,"Aug 13, 1999",John Karelse,,3561,['Netherlands'],: Ablöse €1.20m,31,"May 17, 1970",Retired
Centre-Back,right,"Jul 1, 1998",Steven Caldwell,"1,83m",3462,['Scotland'],Newcastle United U18,20,"Sep 12, 1980",Retired
Centre-Back,right,"Aug 1, 1999",Gary Caldwell,"1,85m",3791,['Scotland'],Celtic Boys Club,19,"Apr 12, 1982",Retired
Centre-Back,right,"Mar 1, 2001",Andrew O'Brien,"1,91m",3228,"['Ireland', 'England']",Bradford City,22,"Jun 29, 1979",Retired
Centre-Back,right,"Jul 1, 1999",Alain Goma,"1,83m",4011,['France'],: Ablöse €7.00m,28,"Oct 5, 1972",Retired
Centre-Back,right,"Jul 1, 1999",Marcelino,"1,87m",171977,['Spain'],RCD Mallorca,29,"Sep 26, 1971",Retired
Centre-Back,right,"Jul 1, 1997",Aaron Hughes,"1,83m",3580,['Northern Ireland'],Newcastle United U18,21,"Nov 8, 1979",Retired
Centre-Back,right,"Jan 1, 1998",Nikolaos Dabizas,"1,88m",3581,['Greece'],: Ablöse €2.00m,27,"Aug 3, 1973",Retired
Left-Back,left,"Jan 1, 1999",Didier Domi,"1,79m",3965,"['France', 'Martinique']",: Ablöse €5.58m,23,"May 2, 1978",Retired
Left-Back,left,"Jan 8, 2001",Wayne Quinn,"1,77m",15836,['England'],Sheffield United,24,"Nov 19, 1976",Retired
Left-Back,left,"Aug 1, 2006",Olivier Bernard,"1,75m",3301,['France'],: Ablöse free transfer,21,"Oct 14, 1979",Retired
Right-Back,right,"Jul 1, 1995",Warren Barton,"1,77m",13238,['England'],: Ablöse €4.50m,32,"Mar 19, 1969",Retired
Right-Back,right,"Jan 30, 1998",Andy Griffin,"1,73m",3579,['England'],: Ablöse €2.50m,22,"Mar 17, 1979",Retired
Right-Back,right,"Jul 16, 1998",Laurent Charvet,"1,87m",107083,['France'],: Ablöse €850k,28,"May 8, 1973",Retired
Midfielder,,,Steve Istead,"1,73m",63698,['England'],,15,"Apr 23, 1986",Handsworth FC
Defensive Midfield,right,"Sep 1, 2000",Clarence Acuña,"1,74m",3262,['Chile'],Club Universidad de Chile,26,"Feb 8, 1975",Retired
Defensive Midfield,right,"Jul 1, 2000",Brian Kerr,"1,73m",3260,['Scotland'],Newcastle United Reserves,19,"Oct 12, 1981",Retired
Central Midfield,right,"Jul 1, 1992",Rob Lee,"1,78m",14183,['England'],Charlton Athletic,35,"Feb 1, 1966",Retired
Central Midfield,,"Feb 6, 1998",Gary Speed,,3459,['Wales'],: Ablöse €8.25m,31,"Sep 8, 1969",---
Central Midfield,right,"Jul 1, 1999",Diego Gavilán,"1,77m",4087,"['Paraguay', 'Spain']",Club Cerro Porteño,21,"Mar 1, 1980",Retired
Central Midfield,right,"Jul 1, 1997",Jamie McClen,"1,70m",3565,['England'],Newcastle United U18,22,"May 13, 1979",Retired
Right Midfield,right,"Jul 1, 1997",Des Hamilton,"1,80m",107087,['England'],Bradford City,24,"Aug 15, 1976",Retired
Right Midfield,right,"Jul 1, 1999",Kieron Dyer,"1,70m",3118,"['England', 'Antigua and Barbuda']",Ipswich Town,22,"Dec 29, 1978",Retired
Right Midfield,right,"Jan 1, 2006",Nolberto Solano,"1,76m",3460,['Peru'],: Ablöse €2.25m,26,"Dec 12, 1974",Retired
Right Midfield,right,"Mar 1, 1998",James Coppinger,"1,70m",48959,['England'],Darlington FC (- 2012),20,"Jan 18, 1981",Retired
Left Midfield,left,"Jul 1, 1998",Stephen Glass,"1,75m",12696,['Scotland'],Aberdeen FC,25,"May 23, 1976",Retired
Attacking Midfield,right,"Jul 1, 2000",Christian Bassedas,"1,78m",3294,"['Argentina', 'Italy']",: Ablöse €5.30m,28,"Feb 16, 1973",Retired
Right Winger,right,"Oct 1, 1999",Kevin Gallacher,"1,74m",101134,['Scotland'],Blackburn Rovers,34,"Nov 23, 1966",Retired
Centre-Forward,right,"Jul 1, 2000",Pablo Bonvín,"1,79m",30918,"['Argentina', 'Italy']",CA Boca Juniors,20,"Apr 15, 1981",Retired
Centre-Forward,right,"Jan 1, 2001",Carlos Daniel Cordone,"1,78m",19960,"['Argentina', 'Italy']",: Ablöse €710k,27,"Jan 6, 1974",Retired
Centre-Forward,right,"Jul 30, 1996",Alan Shearer,"1,83m",3110,['England'],Blackburn Rovers,30,"Aug 13, 1970",Retired
Centre-Forward,right,"Jul 1, 2000",Carl Cort,"1,93m",3093,"['Guyana', 'England']",: Ablöse €10.50m,23,"Nov 1, 1977",Retired
Centre-Forward,right,"Jul 1, 2000",Lomana LuaLua,"1,80m",3458,"['DR Congo', 'England']",Colchester United,20,"Dec 28, 1980",Retired
Centre-Forward,right,"Jul 1, 2000",Shola Ameobi,"1,91m",3276,"['Nigeria', 'England']",Newcastle United U18,19,"Oct 12, 1981",Retired
