position,foot,status,joinedOn,name,height,id,nationality,marketValue,joined,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,,"Sep 9, 2020",Alphonse Areola,"1,95m",120629,"['France', 'Philippines']",€17.00m,,: Ablöse ?,28,"Feb 27, 1993",West Ham United
Goalkeeper,right,,"Jul 1, 2019",Marek Rodák,"1,94m",186901,['Slovakia'],€5.00m,,Fulham FC U21,24,"Dec 13, 1996",Al-Ettifaq FC
Goalkeeper,right,"No eligibility - until Dec 31, 2024 - UEFA Conference League","Jul 1, 2012",Marcus Bettinelli,"1,93m",116648,"['England', 'Italy']",€2.50m,,Fulham FC U21,29,"May 24, 1992",Chelsea FC
Goalkeeper,,,"Jul 24, 2018",Fabri,"1,84m",45882,"['Spain', 'Uruguay']",€600k,,Besiktas JK,33,"Dec 31, 1987",Without Club
Centre-Back,right,,"Aug 23, 2024",Joachim Andersen,"1,92m",260827,['Denmark'],€22.00m,"Joined from Crystal Palace; date: Aug 23, 2024; fee: €29.50m",Crystal Palace,25,"May 31, 1996",Fulham FC
Centre-Back,right,,"Oct 5, 2020",Tosin Adarabioyo,"1,96m",258878,"['England', 'Nigeria']",€12.00m,,Manchester City U23,23,"Sep 24, 1997",Chelsea FC
Centre-Back,right,,"Aug 2, 2018",Alfie Mawson,"1,89m",287431,['England'],€4.00m,,: Ablöse €16.85m,27,"Jan 19, 1994",Retired
Centre-Back,right,,"Jan 1, 2020",Michael Hector,"1,93m",157490,"['Jamaica', 'England']",€3.50m,,Chelsea FC,28,"Jul 19, 1992",Without Club
Centre-Back,left,,"Oct 16, 2020",Terence Kongolo,"1,88m",152651,"['Netherlands', 'DR Congo']",€3.50m,"Returned after loan spell with Rapid Vienna; date: Jun 30, 2024; fee: End of loan",Huddersfield Town,27,"Feb 14, 1994",NAC Breda
Centre-Back,left,,"Jul 12, 2018",Maxime Le Marchand,"1,85m",60558,['France'],€1.50m,,OGC Nice,31,"Oct 11, 1989",Retired
Centre-Back,left,,"Aug 20, 2015",Tim Ream,"1,86m",145466,['United States'],€600k,,Bolton Wanderers,33,"Oct 5, 1987",Charlotte FC
Left-Back,left,,"Aug 20, 2020",Antonee Robinson,"1,83m",349701,"['United States', 'England']",€7.00m,,Wigan Athletic,23,"Aug 8, 1997",Fulham FC
Left-Back,left,,"Aug 9, 2018",Joe Bryan,"1,70m",194460,['England'],€5.00m,,: Ablöse €6.70m,27,"Sep 17, 1993",Millwall FC
Right-Back,right,,"Sep 11, 2020",Ola Aina,"1,84m",236490,"['Nigeria', 'England']",€6.00m,,Torino FC,24,"Oct 8, 1996",Nottingham Forest
Right-Back,right,,"Sep 10, 2020",Kenny Tete,"1,80m",206746,"['Netherlands', 'Mozambique']",€5.00m,,: Ablöse €3.20m,25,"Oct 9, 1995",Fulham FC
Right-Back,right,,"Jul 1, 2019",Steven Sessegnon,"1,75m",406558,['England'],€2.00m,,Fulham FC U21,21,"May 18, 2000",Wigan Athletic
Right-Back,right,,"Jan 31, 2018",Cyrus Christie,"1,88m",158623,"['Ireland', 'England']",€1.50m,,Middlesbrough FC,28,"Sep 30, 1992",Swansea City
Right-Back,right,minor knock - Return unknown,"Jul 14, 2016",Denis Odoi,"1,78m",59641,"['Ghana', 'Belgium']",€600k,,KSC Lokeren (-2020),33,"May 27, 1988",Royal Antwerp FC
Defensive Midfield,right,,"Aug 30, 2020",Mario Lemina,"1,84m",170934,"['Gabon', 'France']",€10.00m,,Southampton FC,27,"Sep 1, 1993",Wolverhampton Wanderers
Defensive Midfield,right,,"Jul 12, 2018",Jean Michaël Seri,"1,68m",178614,"[""Cote d'Ivoire""]",€4.00m,,OGC Nice,29,"Jul 19, 1991",Al-Orobah FC
Defensive Midfield,right,,"Jul 22, 2016",Kevin McDonald,"1,92m",36529,['Scotland'],€800k,,Wolverhampton Wanderers,32,"Nov 4, 1988",Without Club
Central Midfield,right,,"Aug 9, 2018",Frank Anguissa,"1,84m",354361,['Cameroon'],€25.00m,,Olympique Marseille,25,"Nov 16, 1995",SSC Napoli
Central Midfield,right,,"Oct 5, 2020",Ruben Loftus-Cheek,"1,91m",202886,"['England', 'Guyana']",€18.00m,,Chelsea FC,25,"Jan 23, 1996",AC Milan
Central Midfield,right,,"Aug 30, 2020",Harrison Reed,"1,81m",226973,['England'],€10.00m,,Southampton FC,26,"Jan 27, 1995",Fulham FC
Central Midfield,left,Team captain,"Jul 1, 2015",Tom Cairney,"1,85m",123275,"['Scotland', 'England']",€9.00m,,Blackburn Rovers,30,"Jan 20, 1991",Fulham FC
