position,foot,status,joinedOn,name,height,id,nationality,marketValue,joined,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,left,,"Aug 31, 2012",Hugo Lloris,"1,88m",17965,['France'],€9.00m,,: Ablöse €12.60m,34,"Dec 26, 1986",Los Angeles FC
Goalkeeper,right,,"Aug 23, 2017",Paulo Gazzaniga,"1,95m",195488,"['Argentina', 'Italy']",€3.00m,,Southampton FC,29,"Jan 2, 1992",Girona FC
Goalkeeper,right,,"Aug 18, 2020",Joe Hart,"1,96m",40204,['England'],€2.00m,,: Ablöse free transfer,34,"Apr 19, 1987",Retired
Goalkeeper,right,,"Jul 1, 2019",Alfie Whiteman,"1,88m",282823,['England'],€1.00m,,Tottenham Hotspur U23,22,"Oct 2, 1998",Tottenham Hotspur
Goalkeeper,right,,"Aug 1, 2021",Brandon Austin,"1,88m",428016,"['England', 'United States']",€250k,,Tottenham Hotspur U23,22,"Jan 8, 1999",Tottenham Hotspur
Centre-Back,right,"Yellow card suspension - until Nov 24, 2024 - Süper Lig - 1 matchday","Aug 23, 2017",Davinson Sánchez,"1,87m",341429,['Colombia'],€32.00m,,Ajax Amsterdam,25,"Jun 12, 1996",Galatasaray
Centre-Back,right,,"Jul 31, 2014",Eric Dier,"1,91m",175722,"['England', 'Portugal']",€22.00m,"Returned after loan spell with Bayern Munich; date: Jun 30, 2024; fee: End of loan",Sporting CP,27,"Jan 15, 1994",Bayern Munich
Centre-Back,left,,"Jul 23, 2014",Ben Davies,"1,81m",192765,['Wales'],€16.00m,,: Ablöse €12.65m,28,"Apr 24, 1993",Tottenham Hotspur
Centre-Back,right,,"Jul 8, 2015",Toby Alderweireld,"1,87m",42710,['Belgium'],€11.00m,,: Ablöse €16.00m,32,"Mar 2, 1989",Royal Antwerp FC
Centre-Back,right,,"Oct 16, 2020",Joe Rodon,"1,93m",297212,['Wales'],€10.00m,,: Ablöse €12.10m,23,"Oct 22, 1997",Leeds United
Centre-Back,right,,"Jan 1, 2020",Japhet Tanganga,"1,84m",346478,"['England', 'DR Congo']",€8.00m,,Tottenham Hotspur U23,22,"Mar 31, 1999",Millwall FC
Centre-Back,right,,"Jul 1, 2016",Cameron Carter-Vickers,"1,83m",341049,"['United States', 'England']",€2.00m,,Tottenham Hotspur U23,23,"Dec 31, 1997",Celtic FC
Left-Back,left,,"Sep 19, 2020",Sergio Reguilón,"1,78m",282429,['Spain'],€25.00m,,Real Madrid,24,"Dec 16, 1996",Tottenham Hotspur
Left-Back,left,,"Aug 8, 2019",Ryan Sessegnon,"1,78m",392775,['England'],€18.00m,,Fulham FC,21,"May 18, 2000",Fulham FC
Left-Back,left,,"Jul 25, 2007",Danny Rose,"1,73m",50174,"['England', 'Jamaica']",€3.00m,,Leeds United U18,30,"Jul 2, 1990",Retired
Left-Back,left,,,Dennis Cirkin,"1,82m",568006,"['England', 'Ireland']",,,,19,"Apr 6, 2002",Sunderland AFC
Right-Back,right,,"Aug 31, 2017",Serge Aurier,"1,76m",127032,"[""Cote d'Ivoire""]",€20.00m,,: Ablöse €25.00m,28,"Dec 24, 1992",Without Club
Right-Back,right,,"Aug 30, 2020",Matt Doherty,"1,85m",171679,['Ireland'],€16.00m,,Wolverhampton Wanderers,29,"Jan 16, 1992",Wolverhampton Wanderers
Right-Back,right,,,Marcel Lavinier,"1,85m",392772,"['Portugal', 'England']",€200k,,,20,"Dec 16, 2000",Forest Green Rovers
Defensive Midfield,right,,"Aug 11, 2020",Pierre-Emile Højbjerg,"1,85m",167799,"['Denmark', 'France']",€35.00m,,Southampton FC,25,"Aug 5, 1995",Olympique Marseille
Defensive Midfield,right,,"Jul 1, 2016",Harry Winks,"1,78m",249126,['England'],€20.00m,,Tottenham Hotspur U23,25,"Feb 2, 1996",Leicester City
Defensive Midfield,right,,"Jul 1, 2018",Oliver Skipp,"1,75m",406638,['England'],€10.00m,,Tottenham Hotspur U23,20,"Sep 16, 2000",Leicester City
Defensive Midfield,left,,,Harvey White,"1,68m",581598,['England'],€600k,,,19,"Sep 19, 2001",Stevenage FC
Defensive Midfield,right,Ankle injury - Return unknown,,Jamie Bowden,"1,83m",504051,"['Ireland', 'England']",,,,19,"Jul 9, 2001",Without Club
Central Midfield,right,Hip injury - Return unknown,"Jul 2, 2019",Tanguy Ndombélé,"1,81m",450936,"['France', 'DR Congo']",€50.00m,"Returned after loan spell with Galatasaray; date: Jun 30, 2024; fee: End of loan",: Ablöse €62.00m,24,"Dec 28, 1996",OGC Nice
Central Midfield,left,Hamstring injury - Return unknown,"Jul 1, 2020",Giovani Lo Celso,"1,77m",348795,"['Argentina', 'Italy']",€27.00m,,Real Betis Balompié,25,"Apr 9, 1996",Real Betis Balompié
Central Midfield,right,,"Jan 15, 2020",Gedson Fernandes,"1,83m",337800,"['Portugal', 'Sao Tome and Principe']",€12.50m,,SL Benfica,22,"Jan 9, 1999",Besiktas JK
Central Midfield,right,,"Aug 31, 2016",Moussa Sissoko,"1,87m",46001,"['France', 'Mali']",€10.00m,,Newcastle United,31,"Aug 16, 1989",Watford FC
Central Midfield,right,,,Nile John,"1,76m",581683,['England'],€200k,,,18,"Mar 6, 2003",CD Feirense
Attacking Midfield,right,,"Feb 2, 2015",Dele Alli,"1,88m",207929,"['England', 'Nigeria']",€30.00m,,Milton Keynes Dons,25,"Apr 11, 1996",Without Club
Attacking Midfield,right,,"Jul 1, 2024",Alfie Devine,"1,82m",728734,['England'],€500k,,Tottenham Hotspur U21,16,"Aug 1, 2004",KVC Westerlo
Left Winger,both,Team captain,"Aug 28, 2015",Heung-min Son,"1,84m",91845,"['Korea, South']",€85.00m,,Bayer 04 Leverkusen,28,"Jul 8, 1992",Tottenham Hotspur
Left Winger,right,,"Jan 29, 2020",Steven Bergwijn,"1,71m",284165,"['Netherlands', 'Suriname']",€22.00m,,: Ablöse €30.00m,23,"Oct 8, 1997",Al-Ittihad Club
Left Winger,right,,"Jul 2, 2019",Jack Clarke,"1,81m",559794,['England'],€5.00m,,Leeds United,20,"Nov 23, 2000",Ipswich Town
Right Winger,right,,"Jan 31, 2018",Lucas Moura,"1,72m",77100,['Brazil'],€25.00m,,: Ablöse €28.40m,28,"Aug 13, 1992",São Paulo Futebol Clube
Right Winger,left,,"Sep 19, 2020",Gareth Bale,"1,86m",39381,['Wales'],€18.00m,,Real Madrid,31,"Jul 16, 1989",Retired
Right Winger,left,,"Aug 30, 2013",Erik Lamela,"1,84m",111630,"['Argentina', 'Spain']",€16.00m,,: Ablöse €30.00m,29,"Mar 4, 1992",AEK Athens
Right Winger,left,,,Dilan Markanday,"1,67m",530807,"['England', 'India']",,,,19,"Aug 20, 2001",Chesterfield FC
Centre-Forward,right,,"Jul 1, 2010",Harry Kane,"1,88m",132098,['England'],€120.00m,,Tottenham Hotspur U18,27,"Jul 28, 1993",Bayern Munich
Centre-Forward,left,,"Oct 2, 2020",Carlos Vinícius,"1,90m",525287,['Brazil'],€18.00m,,SL Benfica,26,"Mar 25, 1995",Fulham FC
Centre-Forward,right,,"Jul 1, 2023",Dane Scarlett,"1,80m",670883,"['England', 'Jamaica']",€250k,,Tottenham Hotspur U21,17,"Mar 24, 2004",Oxford United
