position,foot,status,joinedOn,name,height,id,nationality,marketValue,joined,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,,"Jul 19, 2018",Alisson,"1,93m",105470,['Brazil'],€60.00m,,AS Roma,28,"Oct 2, 1992",Liverpool FC
Goalkeeper,right,,"Jul 1, 2019",Caoimhín Kelleher,"1,88m",340918,['Ireland'],€2.50m,,: Ablöse -,22,"Nov 23, 1998",Liverpool FC
Goalkeeper,right,,"Aug 5, 2019",Adrián,"1,90m",71271,['Spain'],€1.00m,,West Ham United,34,"Jan 3, 1987",Real Betis Balompié
Goalkeeper,left,,,Harvey Davies,"1,90m",706815,['England'],,,,17,"Sep 3, 2003",Liverpool FC U21
Goalkeeper,right,,"Jul 1, 2024",Vitezslav Jaros,"1,90m",486604,['Czech Republic'],,"Internal transfer: Liverpool FC U21; date: Jul 1, 2024",Liverpool FC U21,19,"Jul 23, 2001",Liverpool FC
Goalkeeper,right,,,Jakub Ojrzynski,"1,96m",540630,['Poland'],,,,18,"Feb 19, 2003",Liverpool FC U21
Goalkeeper,right,,,Liam Hughes,"1,93m",494284,['Northern Ireland'],,,,19,"Aug 19, 2001",FC Haka
Centre-Back,right,Team captain,"Jan 1, 2018",Virgil van Dijk,"1,95m",139208,"['Netherlands', 'Suriname']",€55.00m,,Southampton FC,29,"Jul 8, 1991",Liverpool FC
Centre-Back,right,,"Jul 1, 2015",Joe Gomez,"1,88m",256178,"['England', 'The Gambia']",€30.00m,,Charlton Athletic,24,"May 23, 1997",Liverpool FC
Centre-Back,right,"Cruciate ligament tear - Return expected on Dec 31, 2024","Feb 1, 2021",Ozan Kabak,"1,87m",361260,['Türkiye'],€25.00m,,FC Schalke 04,21,"Mar 25, 2000",TSG 1899 Hoffenheim
Centre-Back,right,,"Jul 1, 2016",Joel Matip,"1,95m",82105,"['Cameroon', 'Germany']",€18.00m,,FC Schalke 04,29,"Aug 8, 1991",Retired
Centre-Back,right,,"Jul 1, 2019",Nat Phillips,"1,90m",371814,['England'],€8.00m,,: Ablöse -,24,"Mar 21, 1997",Derby County
Centre-Back,right,,"Jul 1, 2020",Rhys Williams,"1,95m",503679,"['England', 'Jamaica']",€5.00m,,: Ablöse -,20,"Feb 3, 2001",Morecambe FC
Centre-Back,left,,"Feb 1, 2021",Ben Davies,"1,85m",257097,['England'],€3.00m,,Preston North End,25,"Aug 11, 1995",Birmingham City
Centre-Back,right,,"Jul 1, 2019",Sepp van den Berg,"1,92m",541231,['Netherlands'],€2.50m,"Returned after loan spell with 1.FSV Mainz 05; date: Jun 30, 2024; fee: End of loan",PEC Zwolle,19,"Dec 20, 2001",Brentford FC
Centre-Back,left,,,Billy Koumetio,"1,95m",696324,"['France', 'Cameroon']",€500k,,,18,"Nov 14, 2002",Dundee FC
Left-Back,left,,"Jul 21, 2017",Andrew Robertson,"1,78m",234803,['Scotland'],€65.00m,,: Ablöse €9.00m,27,"Mar 11, 1994",Liverpool FC
Left-Back,left,,"Aug 10, 2020",Konstantinos Tsimikas,"1,79m",338070,['Greece'],€8.00m,,: Ablöse €13.00m,25,"May 12, 1996",Liverpool FC
Right-Back,right,,"Jul 1, 2016",Trent Alexander-Arnold,"1,75m",314353,['England'],€75.00m,,: Ablöse -,22,"Oct 7, 1998",Liverpool FC
Right-Back,right,,"Jan 1, 2020",Neco Williams,"1,83m",503680,['Wales'],€8.00m,,: Ablöse -,20,"Apr 13, 2001",Nottingham Forest
Defensive Midfield,right,,"Jul 1, 2018",Fabinho,"1,88m",225693,['Brazil'],€60.00m,,: Ablöse €45.00m,27,"Oct 23, 1993",Al-Ittihad Club
Defensive Midfield,right,Heel injury - Return unknown,"Jan 6, 2016",Marko Grujić,"1,91m",222813,['Serbia'],€15.00m,,Red Star Belgrade,25,"Apr 13, 1996",FC Porto
Central Midfield,right,Suspended -  - cross-competition,"Jul 1, 2018",Naby Keïta,"1,72m",302215,['Guinea'],€32.00m,,: Ablöse €60.00m,26,"Feb 10, 1995",SV Werder Bremen
Central Midfield,right,,"Jul 22, 2016",Georginio Wijnaldum,"1,75m",49499,"['Netherlands', 'Suriname']",€30.00m,,Newcastle United,30,"Nov 11, 1990",Al-Ettifaq FC
Central Midfield,right,,"Sep 18, 2020",Thiago Alcántara,"1,74m",60444,"['Spain', 'Brazil']",€30.00m,,: Ablöse €22.00m,30,"Apr 11, 1991",Retired
Central Midfield,right,,"Jul 1, 2020",Curtis Jones,"1,85m",433188,['England'],€30.00m,,: Ablöse -,20,"Jan 30, 2001",Liverpool FC
Central Midfield,right,,"Jul 1, 2011",Jordan Henderson,"1,82m",61651,['England'],€20.00m,,Sunderland AFC,31,"Jun 17, 1990",Ajax Amsterdam
Central Midfield,right,"No eligibility - until Jan 31, 2025 - UEFA Europa League - 8 matchdays","Aug 31, 2017",Alex Oxlade-Chamberlain,"1,80m",143424,['England'],€18.00m,,Arsenal FC,27,"Aug 15, 1993",Besiktas JK
Central Midfield,left,Broken foot - Return unknown,"Jul 1, 2021",Harvey Elliott,"1,70m",565822,['England'],€15.00m,,: Ablöse -,18,"Apr 4, 2003",Liverpool FC
Central Midfield,right,,"Jul 1, 2015",James Milner,"1,75m",3333,['England'],€3.00m,,: Ablöse free transfer,35,"Jan 4, 1986",Brighton & Hove Albion
Central Midfield,right,,,Jake Cain,"1,76m",565420,['England'],,,,19,"Sep 2, 2001",Swindon Town
Attacking Midfield,left,,"Jul 13, 2018",Xherdan Shaqiri,"1,69m",86792,"['Switzerland', 'Kosovo']",€12.00m,,Stoke City,29,"Oct 10, 1991",FC Basel 1893
