position,foot,status,joinedOn,name,height,id,nationality,marketValue,joined,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,,"Aug 1, 2020",Dean Henderson,"1,88m",258919,['England'],€22.00m,,Manchester United U23,24,"Mar 12, 1997",Crystal Palace
Goalkeeper,right,,"Jul 1, 2011",David de Gea,"1,92m",59377,['Spain'],€18.00m,,: Ablöse €25.00m,30,"Nov 7, 1990",ACF Fiorentina
Goalkeeper,right,,"Jul 27, 2015",Sergio Romero,"1,92m",30690,"['Argentina', 'Italy']",€1.00m,,UC Sampdoria,34,"Feb 22, 1987",CA Boca Juniors
Goalkeeper,right,,"Jul 1, 2017",Joel Pereira,"1,89m",192611,"['Portugal', 'Switzerland']",€300k,,Manchester United U23,25,"Jun 28, 1996",Reading FC
Goalkeeper,right,,,Nathan Bishop,"1,85m",495033,['England'],€300k,,,21,"Oct 15, 1999",Wycombe Wanderers
Goalkeeper,right,,"Jul 3, 2018",Lee Grant,"1,93m",13460,['England'],€250k,,Stoke City,38,"Jan 27, 1983",Retired
Centre-Back,right,,"Aug 5, 2019",Harry Maguire,"1,94m",177907,['England'],€45.00m,,Leicester City,28,"Mar 5, 1993",Manchester United
Centre-Back,right,,"Jul 1, 2017",Victor Lindelöf,"1,87m",184573,['Sweden'],€24.00m,,SL Benfica,26,"Jul 17, 1994",Manchester United
Centre-Back,right,,"Jul 1, 2016",Eric Bailly,"1,87m",286384,"[""Cote d'Ivoire""]",€15.00m,,Villarreal CF,27,"Apr 12, 1994",Villarreal CF
Centre-Back,right,Thumb injury - Return unknown,"Jan 1, 2017",Axel Tuanzebe,"1,85m",342046,"['DR Congo', 'England']",€8.00m,,Manchester United U18,23,"Nov 14, 1997",Ipswich Town
Centre-Back,right,,"Jul 1, 2011",Phil Jones,"1,85m",117996,['England'],€5.00m,,Blackburn Rovers,29,"Feb 21, 1992",Retired
Centre-Back,right,,"Jul 1, 2020",Teden Mengi,"1,86m",548470,"['England', 'Angola']",€1.50m,,Manchester United U23,19,"Apr 30, 2002",Luton Town
Centre-Back,right,,,Will Fish,"1,85m",640245,['England'],€500k,,,18,"Feb 17, 2003",Cardiff City
Left-Back,left,,"Jul 1, 2014",Luke Shaw,"1,78m",183288,['England'],€35.00m,,Southampton FC,25,"Jul 12, 1995",Manchester United
Left-Back,left,,"Oct 5, 2020",Alex Telles,"1,81m",255755,"['Brazil', 'Italy']",€20.00m,,FC Porto,28,"Dec 15, 1992",Botafogo de Futebol e Regatas
Left-Back,right,,"Jul 1, 2019",Brandon Williams,"1,80m",507700,['England'],€10.00m,,Manchester United U18,20,"Sep 3, 2000",Without Club
Right-Back,right,,"Jul 1, 2019",Aaron Wan-Bissaka,"1,83m",477758,"['England', 'DR Congo']",€40.00m,,Crystal Palace,23,"Nov 26, 1997",West Ham United
Right-Back,right,,"Jul 1, 2018",Diogo Dalot,"1,83m",357147,['Portugal'],€10.00m,,FC Porto,22,"Mar 18, 1999",Manchester United
Right-Back,right,,"Jan 1, 2016",Timothy Fosu-Mensah,"1,85m",315131,"['Netherlands', 'Ghana']",€4.00m,,Manchester United U18,23,"Jan 2, 1998",Without Club
Defensive Midfield,left,,"Jul 31, 2017",Nemanja Matic,"1,94m",74683,"['Serbia', 'Slovakia']",€8.00m,,Chelsea FC,32,"Aug 1, 1988",Olympique Lyon
Central Midfield,both,"Doping ban - until Mar 10, 2025 - cross-competition","Aug 9, 2016",Paul Pogba,"1,91m",122153,"['France', 'Guinea']",€60.00m,,: Ablöse €105.00m,28,"Mar 15, 1993",Juventus FC
Central Midfield,right,,"Jul 1, 2017",Scott McTominay,"1,91m",315969,"['Scotland', 'England']",€35.00m,,Manchester United U23,24,"Dec 8, 1996",SSC Napoli
Central Midfield,right,,"Sep 2, 2020",Donny van de Beek,"1,84m",288255,['Netherlands'],€30.00m,"Returned after loan spell with Eintracht Frankfurt; date: Jun 30, 2024; fee: End of loan",Ajax Amsterdam,24,"Apr 18, 1997",Girona FC
Central Midfield,both,,"Jul 1, 2018",Fred,"1,69m",191614,['Brazil'],€22.00m,,Shakhtar Donetsk,28,"Mar 5, 1993",Fenerbahce
Central Midfield,right,,,Ethan Galbraith,"1,75m",433991,['Northern Ireland'],€900k,,,20,"May 11, 2001",Leyton Orient
Attacking Midfield,right,Team captain,"Jan 29, 2020",Bruno Fernandes,"1,79m",240306,['Portugal'],€90.00m,,Sporting CP,26,"Sep 8, 1994",Manchester United
Attacking Midfield,right,,"Jul 1, 2014",Jesse Lingard,"1,74m",141660,['England'],€22.00m,,Manchester United U21,28,"Dec 15, 1992",FC Seoul
