position,foot,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,"Jul 22, 2005",Sander Westerveld,"1,93m",3427,['Netherlands'],€1.90m,Real Sociedad,31,"Oct 23, 1974",Retired
Goalkeeper,left,"Jan 1, 2006",Dean Kiely,"1,85m",3748,"['Ireland', 'England']",€1.20m,Charlton Athletic,35,"Oct 10, 1970",Retired
Goalkeeper,right,"Jan 1, 2005",Konstantinos Chalkias,"1,98m",15423,['Greece'],€1.10m,: Ablöse €150k,32,"May 30, 1974",Retired
Goalkeeper,right,"Jul 1, 2004",Jamie Ashdown,"1,90m",13397,['England'],€700k,Reading FC,25,"Nov 30, 1980",Retired
Goalkeeper,right,"Mar 1, 2005",Andrea Guatelli,"1,97m",28808,['Italy'],€75k,Parma Primavera,22,"May 5, 1984",SC Balerna
Centre-Back,right,"Jul 1, 2005",Andrew O'Brien,"1,91m",3228,"['Ireland', 'England']",€3.00m,Newcastle United,27,"Jun 29, 1979",Retired
Centre-Back,right,"Jan 1, 2006",Noé Pamarot,"1,80m",5531,['France'],€2.20m,: Ablöse ?,27,"Apr 14, 1979",Retired
Centre-Back,left,"Jul 1, 2003",Dejan Stefanovic,"1,80m",4308,['Serbia'],€2.00m,Vitesse Arnhem,31,"Oct 28, 1974",Retired
Centre-Back,right,"Jul 1, 2000",Linvoy Primus,"1,80m",4266,['England'],€1.75m,Reading FC,32,"Sep 14, 1973",Retired
Left-Back,left,"Jul 1, 2005",Grégory Vignal,"1,80m",4755,['France'],€2.00m,: Ablöse free transfer,24,"Jul 19, 1981",Retired
Right-Back,right,"Jul 1, 2004",Andy Griffin,"1,73m",3579,['England'],€2.20m,Newcastle United,27,"Mar 17, 1979",Retired
Right-Back,right,"Aug 22, 2005",Brian Priske,"1,88m",13351,['Denmark'],€2.00m,: Ablöse €750k,29,"May 14, 1977",Retired
Defensive Midfield,right,"Jan 12, 2006",Sean Davis,"1,78m",4036,['England'],€3.00m,: Ablöse €2.80m,26,"Sep 20, 1979",Retired
Defensive Midfield,right,"Jul 1, 2005",Jhon Viáfara,"1,92m",32137,['Colombia'],€2.50m,Once Caldas,27,"Oct 27, 1978",Retired
Defensive Midfield,right,"Aug 1, 2005",Salif Diao,"1,83m",3600,"['Senegal', 'France']",€2.20m,: Ablöse free transfer,29,"Feb 10, 1977",Retired
Defensive Midfield,right,"Jul 1, 2004",Aliou Cissé,"1,80m",3796,"['Senegal', 'France']",€1.80m,: Ablöse €450k,30,"Mar 24, 1976",Retired
Defensive Midfield,right,"Jan 1, 2005",Giannis Skopelitis,"1,79m",15219,['Greece'],€1.50m,: Ablöse €1.50m,28,"Mar 2, 1978",Retired
Defensive Midfield,left,"Jul 1, 2002",Richard Hughes,"1,75m",9207,['Scotland'],€1.00m,: Ablöse €80k,27,"Jun 25, 1979",Retired
Central Midfield,both,"Jan 1, 2006",Pedro Mendes,"1,77m",9811,['Portugal'],€3.00m,: Ablöse ?,27,"Feb 26, 1979",Retired
Central Midfield,right,"Jul 1, 2000",Gary O'Neil,"1,74m",3995,['England'],€2.00m,: Ablöse -,23,"May 18, 1983",Retired
Left Midfield,left,"Jul 1, 2002",Matthew Taylor,"1,77m",9218,['England'],€1.60m,: Ablöse €600k,24,"Nov 27, 1981",Retired
Attacking Midfield,left,"Jan 31, 2006",Andrés D'Alessandro,"1,74m",3445,"['Argentina', 'Brazil']",€5.75m,VfL Wolfsburg,25,"Apr 15, 1981",Retired
Attacking Midfield,right,"Jul 1, 2005",Zvonimir Vukic,"1,82m",14542,['Serbia'],€4.50m,: Ablöse €400k,26,"Jul 19, 1979",Retired
Left Winger,both,"Jul 1, 2005",Laurent Robert,"1,76m",3316,['France'],€6.60m,Newcastle United,31,"May 21, 1975",Retired
Left Winger,right,"Jan 30, 2006",Wayne Routledge,"1,70m",14066,"['England', 'Jamaica']",€2.80m,: Ablöse free transfer,21,"Jan 7, 1985",Retired
Right Winger,right,"Aug 1, 2005",Ognjen Koroman,"1,79m",25002,"['Serbia', 'Bosnia-Herzegovina']",€2.75m,: Ablöse ?,27,"Sep 19, 1978",Retired
Right Winger,right,"Aug 31, 2005",Franck Songo'o,"1,78m",34839,"['Cameroon', 'France']",€400k,FC Barcelona U19,19,"May 14, 1987",Retired
Centre-Forward,right,"Jul 1, 2004",Lomana LuaLua,"1,80m",3458,"['DR Congo', 'England']",€5.50m,Newcastle United,25,"Dec 28, 1980",Retired
Centre-Forward,right,"Aug 1, 2011",Benjani,"1,88m",12063,['Zimbabwe'],€4.25m,Blackburn Rovers,27,"Aug 13, 1978",Retired
Centre-Forward,right,"Aug 31, 2005",Darío Silva,"1,75m",7792,"['Uruguay', 'Spain']",€4.25m,Sevilla FC,33,"Nov 2, 1972",Retired
Centre-Forward,right,"Jan 4, 2006",Emmanuel Olisadebe,"1,80m",4149,"['Poland', 'Nigeria']",€3.30m,: Ablöse €500k,27,"Dec 22, 1978",Retired
Centre-Forward,right,"Jul 1, 2005",Azar Karadas,"1,89m",12373,"['Norway', 'Türkiye']",€2.20m,SL Benfica,24,"Aug 9, 1981",Retired
Centre-Forward,right,"Mar 1, 2002",Svetoslav Todorov,"1,83m",3978,"['Bulgaria', 'England']",€2.00m,: Ablöse €1.13m,27,"Aug 30, 1978",Retired
Centre-Forward,left,"Jul 1, 2005",Collins Mbesuma,"1,83m",32515,['Zambia'],€1.50m,Kaizer Chiefs,22,"Feb 3, 1984",Retired
Centre-Forward,right,"Jul 1, 2002",Vincent Péricard,"1,85m",3970,"['France', 'Cameroon']",€1.00m,: Ablöse €600k,23,"Oct 3, 1982",Retired
Centre-Forward,,"Jan 27, 2004",Ivica Mornar,,9615,"['Croatia', 'Belgium']",€600k,: Ablöse €600k,32,"Jan 12, 1974",Retired
