position,foot,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,"Jul 4, 2005",Pepe Reina,"1,88m",7825,['Spain'],€19.00m,: Ablöse €9.80m,26,"Aug 31, 1982",Como 1907
Goalkeeper,left,"Jul 1, 2008",Diego Cavalieri,"1,89m",53231,"['Brazil', 'Italy']",€2.00m,Sociedade Esportiva Palmeiras,26,"Dec 1, 1982",Retired
Goalkeeper,right,"Aug 9, 2007",Charles Itandje,"1,93m",5470,"['Cameroon', 'France']",€1.50m,: Ablöse €1.50m,26,"Nov 2, 1982",Retired
Goalkeeper,right,,Martin Hansen,"1,90m",45601,['Denmark'],€100k,,19,"Jun 15, 1990",Odense Boldklub
Goalkeeper,right,"Sep 1, 2008",Péter Gulácsi,"1,90m",57071,['Hungary'],,MTK Budapest U19,19,"May 6, 1990",RB Leipzig
Centre-Back,right,"Jul 1, 1996",Jamie Carragher,"1,85m",3597,['England'],€19.00m,: Ablöse -,31,"Jan 28, 1978",Retired
Centre-Back,right,"Jan 11, 2008",Martin Skrtel,"1,91m",24180,['Slovakia'],€15.00m,: Ablöse €10.00m,24,"Dec 15, 1984",Hajskala Raztocno
Centre-Back,left,"Jan 1, 2006",Daniel Agger,"1,91m",22832,['Denmark'],€12.00m,Bröndby IF,24,"Dec 12, 1984",Retired
Centre-Back,,"Jul 1, 1999",Sami Hyypiä,,3470,['Finland'],€2.70m,: Ablöse €3.90m,35,"Oct 7, 1973",Retired
Left-Back,left,"Jul 5, 2006",Fábio Aurélio,"1,78m",7570,"['Brazil', 'Italy']",€8.50m,: Ablöse free transfer,29,"Sep 24, 1979",Retired
Left-Back,left,"Jul 1, 2008",Emiliano Insúa,"1,79m",45599,"['Argentina', 'Spain']",€3.00m,CA Boca Juniors,20,"Jan 7, 1989",Retired
Right-Back,right,"Jan 31, 2007",Álvaro Arbeloa,"1,84m",28260,['Spain'],€11.00m,Deportivo de La Coruña,26,"Jan 17, 1983",Retired
Right-Back,,"Jul 1, 2008",Philipp Degen,,2895,['Switzerland'],€2.00m,Borussia Dortmund,26,"Feb 15, 1983",Retired
Right-Back,right,"Jul 1, 2008",Stephen Darby,"1,74m",29933,['England'],€200k,: Ablöse -,20,"Oct 6, 1988",Retired
Right-Back,right,"Jul 1, 2008",Martin Kelly,"1,91m",78959,['England'],€50k,: Ablöse -,19,"Apr 27, 1990",Without Club
Defensive Midfield,right,"Aug 20, 2004",Xabi Alonso,"1,83m",7476,['Spain'],€27.00m,Real Sociedad,27,"Nov 25, 1981",Retired
Defensive Midfield,right,"Jul 1, 2008",Javier Mascherano,"1,74m",19981,"['Argentina', 'Italy']",€26.00m,: Ablöse €22.50m,25,"Jun 8, 1984",Retired
Defensive Midfield,right,"Jul 1, 2007",Lucas Leiva,"1,79m",41414,"['Brazil', 'Italy']",€6.00m,Grêmio Foot-Ball Porto Alegrense,22,"Jan 9, 1987",Retired
Defensive Midfield,left,"Aug 31, 2007",Damien Plessis,"1,93m",58364,"['France', 'Réunion']",€500k,Olympique Lyon B,21,"Mar 5, 1988",Without Club
Defensive Midfield,right,"Jul 1, 2009",Jay Spearing,"1,68m",52111,['England'],€100k,: Ablöse -,20,"Nov 25, 1988",Liverpool FC U21
Central Midfield,right,"Aug 1, 1998",Steven Gerrard,"1,83m",3109,['England'],€50.00m,: Ablöse -,29,"May 30, 1980",Retired
Left Midfield,left,"Sep 1, 2008",Albert Riera,"1,88m",7373,"['Spain', 'Russia']",€16.00m,RCD Espanyol Barcelona,27,"Apr 15, 1982",Retired
Left Midfield,left,"Jul 4, 2008",Andrea Dossena,"1,80m",21863,['Italy'],€6.00m,: Ablöse €9.00m,27,"Sep 11, 1981",Retired
Left Winger,right,"Jul 1, 2007",Ryan Babel,"1,85m",16135,"['Netherlands', 'Suriname']",€9.00m,: Ablöse €17.25m,22,"Dec 19, 1986",Without Club
Right Winger,right,"Aug 18, 2006",Dirk Kuyt,"1,84m",4010,['Netherlands'],€18.00m,: Ablöse €18.00m,28,"Jul 22, 1980",Retired
Right Winger,right,"Jul 12, 2007",Yossi Benayoun,"1,75m",7858,['Israel'],€9.50m,: Ablöse €7.30m,29,"May 5, 1980",Retired
Right Winger,right,"Jul 26, 2006",Jermaine Pennant,"1,73m",3195,"['England', 'Jamaica']",€5.70m,: Ablöse €9.10m,26,"Jan 15, 1983",Retired
Right Winger,both,"Jul 1, 2006",Nabil El Zhar,"1,70m",37917,"['Morocco', 'France']",€500k,: Ablöse free transfer,22,"Aug 27, 1986",Retired
Second Striker,,"Jul 1, 2007",Andriy Voronin,,1075,"['Ukraine', 'Germany']",€6.00m,Bayer 04 Leverkusen,29,"Jul 21, 1979",Retired
Centre-Forward,right,"Jul 4, 2007",Fernando Torres,"1,86m",7767,['Spain'],€45.00m,: Ablöse €38.00m,25,"Mar 20, 1984",Retired
Centre-Forward,right,"Jul 28, 2008",Robbie Keane,"1,75m",3144,['Ireland'],€19.00m,Tottenham Hotspur,28,"Jul 8, 1980",Retired
Centre-Forward,right,"Jul 24, 2008",David N'Gog,"1,90m",41242,"['France', 'Cameroon']",€2.00m,: Ablöse €1.50m,20,"Apr 1, 1989",Without Club
Centre-Forward,right,"Jul 1, 2007",Krisztián Németh,"1,80m",48262,['Hungary'],€500k,: Ablöse €3.00m,20,"Jan 5, 1989",MTK Budapest
