position,foot,joinedOn,name,height,id,nationality,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,"Jul 1, 1992",Alan Kelly,"1,89m",3819,"['Ireland', 'England']",: Ablöse €210k,24,"Aug 11, 1968",Retired
Goalkeeper,right,"Apr 1, 1993",Jim Leighton,"1,86m",91920,['Scotland'],Dundee FC,34,"Jul 24, 1958",Retired
Goalkeeper,,"Oct 19, 1988",Simon Tracey,,224428,['England'],: Ablöse €10k,25,"Dec 9, 1967",Retired
Defender,,"Jul 23, 1992",Alan McLeary,,226579,['England'],: Ablöse free transfer,28,"Oct 6, 1964",Retired
Centre-Back,,"Sep 17, 1991",Brian Gayle,,177110,['England'],: Ablöse €1.00m,28,"Mar 6, 1965",Retired
Centre-Back,left,"Jul 10, 1990",Paul Beesley,"1,85m",223222,['England'],Leyton Orient,27,"Jul 21, 1965",Retired
Centre-Back,,"Jul 27, 1990",John Pemberton,,223245,['England'],: Ablöse €375k,28,"Nov 18, 1964",Retired
Left-Back,left,"Jul 1, 1991",Tom Cowan,"1,74m",12825,['Scotland'],: Ablöse ?,23,"Aug 28, 1969",Retired
Left-Back,,"Jul 11, 1989",David Barnes,,226549,['England'],: Ablöse €63k,31,"Nov 16, 1961",Retired
Right-Back,right,"Sep 7, 1989",Carl Bradshaw,"1,78m",177104,['England'],: Ablöse €58k,24,"Oct 2, 1968",Retired
Right-Back,,"Nov 15, 1991",Kevin Gage,"1,78m",222639,['England'],: Ablöse €188k,29,"Apr 21, 1964",Retired
Midfielder,,"Aug 1, 1987",Mike Lake,"1,83m",226577,['England'],Macclesfield Town FC,26,"Nov 16, 1966",Retired
Defensive Midfield,,"Jul 1, 1993",Chris Kamara,,232934,['England'],: Ablöse free transfer,35,"Dec 25, 1957",Retired
Central Midfield,both,"Jul 1, 1989",Mitch Ward,,199621,['England'],Sheffield United U18,22,"Jun 19, 1971",Retired
Central Midfield,,"Aug 24, 1988",Ian Bryson,"1,80m",226554,['Scotland'],: Ablöse €60k,30,"Nov 26, 1962",Retired
Central Midfield,,"Aug 1, 1989",John Gannon,"1,73m",226563,"['England', 'Ireland']",: Ablöse free transfer,26,"Dec 18, 1966",Retired
Central Midfield,,"Aug 1, 1991",Charlie Hartfield,"1,83m",226569,['England'],Arsenal FC Reserves,21,"Sep 4, 1971",Retired
Central Midfield,,"Jan 29, 1992",Paul Rogers,,228611,['England'],Sutton United,28,"Mar 21, 1965",Retired
Central Midfield,right,"Jul 4, 1990",Jamie Hoyland,"1,83m",232476,['England'],Bury FC,27,"Jan 23, 1966",Retired
Right Midfield,left,"Jan 17, 1991",Glyn Hodges,"1,85m",221987,"['Wales', 'England']",: Ablöse ?,30,"Apr 30, 1963",Retired
Left Midfield,,,Paul Simon Tracey,-m,96439,['Northern Ireland'],,2,"Oct 8, 1990",Unknown
Left Midfield,,"Jul 1, 1989",Dane Whitehouse,,228617,['England'],Sheffield United U18,22,"Oct 14, 1970",Retired
Right Winger,,"Jan 12, 1993",Franz Carr,"1,70m",222286,['England'],Newcastle United,26,"Sep 24, 1966",Retired
Centre-Forward,,"Dec 23, 2005",Brian Deane,,8058,"['England', 'St. Kitts & Nevis']",: Ablöse free transfer,25,"Feb 7, 1968",Retired
Centre-Forward,right,"Jul 1, 1992",Andy Scott,"1,85m",13678,['England'],Sutton United,20,"Aug 2, 1972",Retired
Centre-Forward,,"Mar 9, 1992",Alan Cork,"1,83m",226560,['England'],: Ablöse free transfer,34,"Mar 4, 1959",Retired
Centre-Forward,,"Oct 23, 2001",Adrian Littlejohn,,227031,['England'],Bury FC,22,"Sep 26, 1970",Retired
