position,foot,joinedOn,name,height,id,nationality,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,"Aug 1, 1992",Paul Heald,"1,88m",13790,['England'],Leyton Orient,24,"Sep 20, 1968",Retired
Goalkeeper,right,"Jul 1, 1989",Nigel Martyn,"1,88m",3629,['England'],Bristol Rovers,26,"Aug 11, 1966",Retired
Goalkeeper,,"Jul 1, 1989",Andy Woodman,"1,85m",13684,['England'],Unknown,21,"Aug 11, 1971",Retired
Centre-Back,,,Paul Williams,"1,83m",3323,['England'],,22,"Mar 26, 1971",Retired
Centre-Back,right,"Jul 1, 1989",Gareth Southgate,"1,83m",3744,['England'],: Ablöse -,22,"Sep 3, 1970",Retired
Centre-Back,right,"Jul 1, 1986",Richard Shaw,"1,75m",10034,['England'],: Ablöse -,24,"Sep 11, 1968",Retired
Centre-Back,right,"Jul 1, 1991",Chris Coleman,"1,88m",132125,"['Wales', 'Ireland']",: Ablöse €1.31m,23,"Jun 10, 1970",Retired
Centre-Back,,"Dec 5, 1989",Andy Thorn,,222309,['England'],Newcastle United,26,"Nov 12, 1966",Retired
Centre-Back,,"Aug 1, 1997",Eric Young,"1,88m",222546,"['Wales', 'Singapore']",: Ablöse ?,33,"Mar 25, 1960",Retired
Centre-Back,right,"Aug 8, 1991",Lee Sinnott,"1,88m",226955,['England'],Bradford City,27,"Jul 12, 1965",Retired
Left-Back,left,"Jul 1, 1991",Dean Gordon,"1,83m",10049,['England'],: Ablöse -,20,"Feb 10, 1973",Retired
Right-Back,right,"Jul 1, 1992",Darren Patterson,"1,88m",149517,['Northern Ireland'],Wigan Athletic,23,"Oct 15, 1969",Retired
Right-Back,,"Aug 16, 1990",John Humphrey,,222509,['England'],Charlton Athletic,32,"Jan 31, 1961",Retired
Defensive Midfield,,"Jul 1, 1990",Simon Rodger,,195606,['England'],Bognor Regis Town,21,"Oct 3, 1971",Retired
Midfielder,,"Oct 18, 1991",Paul Mortimer,,223447,['England'],: Ablöse €627k,25,"May 8, 1968",Retired
Midfielder,,"Jul 17, 1992",Stuart Massey,,237065,['England'],Sutton United,28,"Nov 17, 1964",Retired
Central Midfield,right,"Jul 1, 1987",Ricky Newman,"1,78m",13420,['England'],: Ablöse -,22,"Aug 5, 1970",Retired
Central Midfield,right,"Jul 1, 1989",Simon Osborn,"1,78m",13800,['England'],: Ablöse -,21,"Jan 19, 1972",Retired
Central Midfield,right,"Jan 1, 1989",Eddie McGoldrick,"1,78m",102491,"['Ireland', 'England']",Northampton Town,28,"Apr 30, 1965",Retired
Central Midfield,,"Jul 1, 1987",Geoff Thomas,"1,78m",222541,['England'],Crewe Alexandra,28,"Aug 5, 1964",Retired
Right Midfield,,,Bobby Bowry,,222490,"['St. Kitts & Nevis', 'England']",,22,"May 19, 1971",Retired
Left Midfield,left,"Jul 1, 1986",John Salako,"1,75m",13423,"['England', 'Nigeria']",Unknown,24,"Feb 11, 1969",Retired
Centre-Forward,right,"Jul 1, 1992",George Ndah,"1,86m",9169,"['Nigeria', 'England']",: Ablöse -,18,"Dec 23, 1974",Retired
Centre-Forward,right,"Sep 1, 1992",Chris Armstrong,"1,84m",3281,['England'],: Ablöse €1.00m,22,"Jun 19, 1971",Retired
Centre-Forward,right,"Jan 4, 1991",Stan Collymore,"1,88m",106811,['England'],Stafford Rangers,22,"Jan 22, 1971",Retired
Centre-Forward,right,"Nov 13, 1986",Mark Bright,"1,83m",223280,['England'],: Ablöse €94k,31,"Jun 6, 1962",Retired
Centre-Forward,,"Sep 11, 1992",Paul Williams,,223316,['England'],: Ablöse ?,27,"Aug 16, 1965",Retired
Striker,,"Dec 1, 1991",Andy Barnes,,227077,['England'],Sutton United,26,"Mar 31, 1967",Retired
Striker,,,Grant Watts,"1,83m",238332,['England'],,19,"Nov 5, 1973",Retired
