position,foot,joinedOn,name,height,id,nationality,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,"Jul 1, 1987",Tony Roberts,"1,83m",66886,['Wales'],Queens Park Rangers U18,23,"Aug 4, 1969",Retired
Goalkeeper,right,"Oct 4, 1990",Jan Stejskal,"1,89m",106955,['Czech Republic'],: Ablöse ?,31,"Jan 15, 1962",Retired
Goalkeeper,,,Peter Caldwell,,226939,['England'],,21,"Jun 5, 1972",Retired
Centre-Back,,"Jul 1, 1990",Karl Ready,,17974,['Wales'],Queens Park Rangers U21,20,"Aug 14, 1972",Retired
Centre-Back,right,"Jul 1, 1990",Darren Peacock,"1,88m",107099,['England'],Hereford United (- 2014),25,"Feb 3, 1968",Retired
Centre-Back,right,"Jul 1, 1981",Alan McDonald,"1,84m",117758,['Northern Ireland'],Queens Park Rangers U18,29,"Oct 12, 1963",---
Centre-Back,,,Alan McCarthy,,229034,"['Wales', 'England']",,21,"Jan 11, 1972",Retired
Centre-Back,,"Aug 19, 1991",Tony Witter,,229835,['England'],: Ablöse €155k,28,"Aug 12, 1964",Retired
Centre-Back,,"Jan 1, 1987",Brian Law,"1,88m",500740,['Wales'],Unknown,23,"Jan 1, 1970",Retired
Left-Back,left,"Feb 15, 1991",Rufus Brevett,"1,72m",3883,['England'],Doncaster Rovers,23,"Sep 24, 1969",Retired
Left-Back,left,"Jul 4, 1990",Clive Wilson,"1,70m",109500,['England'],: Ablöse €510k,31,"Nov 13, 1961",Retired
Right-Back,right,"Jul 1, 1990",Andy Impey,"1,73m",4250,['England'],Yeading FC (- 2007),21,"Sep 30, 1971",Retired
Right-Back,right,"Sep 15, 1989",David Bardsley,"1,78m",223555,['England'],: Ablöse €615k,28,"Sep 11, 1964",Retired
Right-Back,,"Jul 23, 1987",Danny Maddix,"1,78m",223568,"['Jamaica', 'England']",: Ablöse ?,25,"Oct 11, 1967",Retired
Midfielder,,"Aug 27, 1986",Justin Channing,,237064,['England'],Unknown,24,"Nov 19, 1968",Retired
Defensive Midfield,,"Dec 20, 1991",Gary Waddock,"1,78m",290219,['Ireland'],: Ablöse ?,31,"Mar 17, 1962",Retired
Central Midfield,,"Nov 17, 1994",Ray Wilkins,,117197,['England'],: Ablöse free transfer,36,"Sep 14, 1956",---
Central Midfield,,"Jul 20, 1988",Simon Barker,"1,74m",223630,['England'],Blackburn Rovers,28,"Nov 4, 1964",Retired
Central Midfield,,"Apr 21, 1989",Maurice Doyle,,229823,['England'],Crewe Alexandra,23,"Oct 17, 1969",Retired
Right Midfield,,"Aug 12, 1991",Ian Holloway,"1,73m",223566,['England'],Bristol Rovers,30,"Mar 12, 1963",Retired
Left Midfield,right,"Mar 1, 1989",Andy Sinton,"1,73m",101326,['England'],: Ablöse €420k,27,"Mar 19, 1966",Retired
Right Winger,right,"Feb 7, 1990",Michael Meaker,"1,80m",228211,"['Wales', 'England']",Queens Park Rangers U18,21,"Aug 18, 1971",Retired
Centre-Forward,right,"Mar 12, 1987",Les Ferdinand,"1,80m",3645,"['England', 'St. Lucia']",Hayes FC,26,"Dec 8, 1966",Retired
Centre-Forward,,"Oct 29, 1991",Gary Penrice,"1,73m",222646,['England'],: Ablöse €788k,29,"Mar 23, 1964",Retired
Centre-Forward,,"Aug 1, 1991",Garry Thompson,,222688,['England'],: Ablöse €175k,33,"Oct 7, 1959",Retired
Centre-Forward,both,"Sep 30, 1988",Bradley Allen,"1,73m",223445,['England'],Queens Park Rangers U18,21,"Sep 13, 1971",Retired
Centre-Forward,,"Jul 2, 1991",Dennis Bailey,,226548,['England'],: Ablöse €215k,27,"Dec 13, 1965",Retired
Centre-Forward,,"Jan 26, 1993",Devon White,,227872,['England'],Cambridge United,29,"Mar 2, 1964",Retired
